Prompt,Reference Caption,Assessment Point,Category,Subcategory,id
A glue bottle that can also staple papers.,"The glue bottle is designed with a built-in stapler at its cap, allowing users to staple papers while dispensing glue.","Ensuring the glue and stapler functionalities don't interfere with each other, maintaining ease of use for both.",Concept mixing,Functional Mixing,41
A shoe with vacuum functionality.,The shoe is equipped with a mini vacuum system that can suck up dust and debris from the floor as the wearer walks.,Ensuring the vacuum system doesn't make the shoe uncomfortable or heavy while maintaining its cleaning effectiveness.,Concept mixing,Functional Mixing,42
Pants that can fertilize plants.,"The pants are designed with a built-in system that releases liquid fertilizer as the wearer moves, delivering nutrients directly to the plants as they walk through a garden or field.","Ensuring the fertilizer system is discreet, non-leaking, and does not interfere with the comfort or appearance of the pants while effectively delivering fertilizer.",Concept mixing,Functional Mixing,43
A coffee machine that can also iron clothes.,The coffee machine is designed with an integrated steam iron function that can be used to iron clothes while brewing coffee.,"Integrating the steam iron function into the coffee machine without compromising either function, ensuring both brewing and ironing are effective.",Concept mixing,Functional Mixing,44
A razor that can also hold water.,"The razor is designed with a built-in water reservoir, allowing users to rinse the razor or hydrate their face while shaving.","Balancing the water storage capacity with the razor’s ergonomics and ease of use, ensuring the design doesn't compromise shaving comfort.",Concept mixing,Functional Mixing,45
A razor that can also hold water.,"The razor is designed with a built-in water reservoir, allowing users to rinse the razor or hydrate their face while shaving.","Balancing the water storage capacity with the razor’s ergonomics and ease of use, ensuring the design doesn't compromise shaving comfort.",Concept mixing,Functional Mixing,46
A dishwasher that can also grow plants.,"The dishwasher is designed with a special compartment that uses the water from washing dishes to nourish plants, creating a self-sustaining ecosystem.","Ensuring the water used for cleaning does not harm the plants, while maintaining the dishwasher's primary function of cleaning dishes.",Concept mixing,Functional Mixing,47
A conference table that can also function as a bed.,"The conference table is designed with a fold-out or convertible mechanism, transforming into a comfortable bed for short naps or overnight stays.",Designing the table to be sturdy and functional for meetings while providing adequate comfort and support when transformed into a bed.,Concept mixing,Functional Mixing,48
A bookshelf that can also house bees.,"The bookshelf is designed with a built-in beehive section, allowing users to keep and care for bees while organizing their books.",Ensuring the bookshelf provides a safe and comfortable environment for the bees while maintaining its primary function of holding books.,Concept mixing,Functional Mixing,49
A shovel that can also catch butterflies.,"The shovel is equipped with a net or butterfly-catching feature integrated into the blade or handle, allowing users to catch butterflies while gardening.",Designing the shovel to function effectively both as a gardening tool and as a butterfly catcher without compromising either function.,Concept mixing,Functional Mixing,50
A scarf that can also make phone calls.,"The scarf is designed with built-in Bluetooth technology, allowing users to make and receive phone calls while wearing it.","Integrating the phone call feature without compromising the scarf's comfort and aesthetic, ensuring it remains practical for everyday wear.",Concept mixing,Functional Mixing,51
A television that can automatically clean walls.,"The television is equipped with a cleaning mechanism, allowing it to move along the wall and wipe down dust or stains while you watch.",Ensuring the cleaning function doesn't disrupt the viewing experience or the performance of the television.,Concept mixing,Functional Mixing,52
A pen that can also unscrew screws.,"The pen is designed with a built-in screwdriver at the tip, allowing users to unscrew screws while still being functional as a regular writing tool.",Balancing the pen’s writing functionality with the mechanical strength needed for screwing and unscrewing without compromising its usability.,Concept mixing,Functional Mixing,53
A backpack that can take photos.,The backpack is equipped with a discreet camera that can capture photos or videos while you are on the go.,"Ensuring the camera is discreet, functional, and easy to use without compromising the backpack's comfort and capacity.",Concept mixing,Functional Mixing,54
A suitcase that can fly.,"The suitcase is designed with a built-in propulsion system, allowing it to hover or fly above the ground to follow the user, making travel more convenient.",Designing a lightweight and safe flying mechanism that does not interfere with the suitcase’s storage capacity or its portability.,Concept mixing,Functional Mixing,55
A bookcase that can be used as a whiteboard.,"The bookcase features a surface that doubles as a whiteboard, allowing users to write, draw, or take notes while keeping books and documents organized.","Designing a bookcase that maintains both functionality for storing books and an effective, writable surface without compromising its primary purpose.",Concept mixing,Functional Mixing,56
A refrigerator with projection functionality.,"The refrigerator includes a built-in projector that can display recipes, time, or other useful information directly onto the kitchen counter or wall for easy viewing.",Incorporating a projection system into a refrigerator without affecting its cooling efficiency or taking up too much space.,Concept mixing,Functional Mixing,57
A video-playing oven.,"The oven features an integrated screen that can play videos while cooking, allowing the user to watch cooking tutorials or entertainment during meal preparation.",Integrating a video-playing screen into an oven without compromising its heating capabilities or creating safety hazards.,Concept mixing,Functional Mixing,58
A mixer that can write.,"The mixer is equipped with a pen or stylus attachment that can write on a surface while mixing ingredients, creating a unique way to combine functionality and creativity.",Designing a system that allows the mixer to write legibly while maintaining its mixing power and avoiding interference with its primary function.,Concept mixing,Functional Mixing,59
A fax machine that can juice fruits.,"This fax machine doubles as a fruit juicer, allowing users to fax documents while simultaneously squeezing fresh juice, making it a multitasking office device.","Merging the functionality of a fax machine and juicer without compromising the efficiency of either function, especially regarding space and power requirements.",Concept mixing,Functional Mixing,60
A frying pan that repels mosquitoes.,"The frying pan is designed with built-in mosquito repellent technology, keeping flying insects away while cooking, making it ideal for outdoor cooking or during mosquito seasons.",Incorporating mosquito-repelling technology into a frying pan without affecting the cooking process or adding excessive weight or size.,Concept mixing,Functional Mixing,61
A bowl that can clean the table.,"This innovative bowl is equipped with cleaning functionality, such as a self-cleaning mechanism or built-in microfiber cloth, allowing it to simultaneously clean the surface it's placed on.","Designing a bowl that is effective in cleaning surfaces while also maintaining its primary function of holding food, without compromising its structure or usability.",Concept mixing,Functional Mixing,62
A doghouse that can dive.,"This innovative doghouse is designed with waterproof materials and specialized technology, allowing it to submerge underwater while keeping the dog safe and comfortable inside.","Creating a doghouse that remains functional underwater without harming the dog, and ensuring it has enough space and ventilation for the dog to be comfortable while submerged.",Concept mixing,Functional Mixing,63
A bird's nest that can dig holes.,"This advanced bird's nest incorporates digging capabilities, possibly through a motorized base or retractable tools, allowing birds to create burrows or holes for nesting and safety.","Integrating digging functionality into a nest without disturbing the bird's natural behavior, while ensuring it's safe and easy to use.",Concept mixing,Functional Mixing,64
A dishwasher that can grind coffee beans.,"This multifunctional dishwasher has a built-in coffee grinder, offering users the convenience of grinding coffee beans while washing dishes, all in one appliance.","Ensuring the coffee grinding feature doesn't interfere with the dishwasher's primary function, while maintaining proper hygiene and functionality for both tasks.",Concept mixing,Functional Mixing,65
A staircase that can wash clothes.,"This staircase is designed with built-in washing mechanisms, possibly with water jets or detergent dispensers, to wash clothes as users walk up or down the stairs.","Balancing the practical use of the staircase with the washing feature, ensuring water and detergent don't damage the surrounding environment or create safety hazards.",Concept mixing,Functional Mixing,66
A desk lamp that can regulate room temperature.,"This innovative desk lamp incorporates a small but efficient thermostat, allowing it to regulate the temperature in the room while providing light.","Integrating temperature control into a lamp without compromising its lighting functionality or safety standards, while maintaining an aesthetically pleasing design.",Concept mixing,Functional Mixing,67
A fork that can write.,"This fork has an integrated pen or pencil tip at one end, allowing it to write or draw while maintaining its traditional function as a utensil.","Designing a fork that functions properly for both eating and writing, without making it too bulky or difficult to use for either task.",Concept mixing,Functional Mixing,68
Glasses that can shoot lasers.,"These stylish glasses are equipped with a tiny laser projection system, allowing the wearer to shoot laser beams for practical or entertainment purposes.","Creating a safe, effective way to incorporate laser technology into glasses without causing harm to the user or others, and ensuring it's practical and easy to use.",Concept mixing,Functional Mixing,69
A pen that can block rain.,"This pen is designed with a retractable rain shield that covers the user’s hand while writing, protecting them from rain without sacrificing the pen's primary function.","Designing a pen that blocks rain effectively while still being easy to hold and write with, without compromising its appearance or usability.",Concept mixing,Functional Mixing,70
A pencil holder that can cultivate plants.,"This pencil holder doubles as a plant pot, with a self-watering mechanism and adequate space for small plants, while also keeping pens and pencils organized.","Integrating plant cultivation functionality into a pencil holder without compromising its organizational purpose, ensuring the plants thrive in the small space.",Concept mixing,Functional Mixing,71
A lightbulb that can brush teeth.,"This lightbulb is equipped with tiny bristles and a motor, allowing it to brush teeth while providing light in a room, making it a multifunctional tool for personal care.","Designing a lightbulb that can effectively brush teeth without affecting its primary function of providing light, while ensuring it’s safe and hygienic for use in oral care.",Concept mixing,Functional Mixing,72
Pants that can launch fireworks.,"These pants are equipped with small, controlled firework dispensers on the legs, allowing the wearer to set off fireworks at the press of a button while maintaining the style and comfort of regular pants.","Ensuring safety when incorporating fireworks into clothing, while maintaining the pants' functionality, comfort, and style.",Concept mixing,Functional Mixing,73
A shopping bag that can boil water.,"This shopping bag is equipped with a compact heating element, allowing it to boil water while carrying groceries or other items, adding an extra layer of convenience.","Integrating a heating element into a shopping bag without making it too bulky or dangerous, while ensuring it’s safe for use in everyday situations.",Concept mixing,Functional Mixing,74
A fan that can water plants.,"This electric fan features a built-in irrigation system that gently waters plants while circulating air, providing both cooling and plant care in one device.","Designing a fan that effectively waters plants without interfering with its primary function of air circulation, while ensuring the plants receive the correct amount of water.",Concept mixing,Functional Mixing,75
A glove that can unlock locks.,"This glove is equipped with a small, integrated unlocking mechanism, such as a fingerprint scanner or an RFID chip, allowing the wearer to unlock locks with a simple gesture.","Integrating a reliable unlocking mechanism into a glove without compromising its comfort, dexterity, or functionality, while ensuring security.",Concept mixing,Functional Mixing,76
A bicycle that can juice fruits.,"This innovative bicycle includes a built-in juicer powered by pedaling, allowing the rider to extract fresh juice from fruits while cycling.","Creating a functional juicer integrated into a bicycle without affecting its rideability or comfort, while ensuring the juicing process is efficient and safe.",Concept mixing,Functional Mixing,77
A globe that can do gardening.,"This unique globe features integrated gardening tools and a planter, allowing users to cultivate small plants or herbs while learning about different regions of the world.","Designing a globe that is both functional for gardening and easy to use, while maintaining an accurate and visually appealing representation of the Earth.",Concept mixing,Functional Mixing,78
A swimming ring that can provide shade.,"This innovative swimming ring comes with a built-in, adjustable shade canopy, offering protection from the sun while relaxing in the water.","Creating a lightweight and stable shade structure that doesn’t interfere with the swimming ring's buoyancy, while being easy to assemble and adjust.",Concept mixing,Functional Mixing,79
A pen that can water plants.,"This ingenious pen features a small water reservoir and nozzle, allowing it to double as a tool for watering small plants while also writing.","Ensuring that the water reservoir doesn’t leak or interfere with the pen’s ability to write, while keeping the design compact and practical for everyday use.",Concept mixing,Functional Mixing,80
