Prompt,Reference Caption,Assessment Point,Category,Subcategory,id
"Visualize the cross product of vectors \( \mathbf{a} = (2.7, -1.3, 4.0) \) and \( \mathbf{b} = (3.1, 0.8, -2.5) \) in 3D space. Show all three vectors with proper orientation.","Resultant vector \( \mathbf{a} 	imes \mathbf{b} \approx (-6.35, 18.37, 6.59) \) perpendicular to both input vectors.
Right-hand rule compliance shown through vector orientation.","['Resultant vector orientation perpendicular to both input vectors', 'Right-hand rule visualization (curved arrows or hand diagram)', 'Accurate 3D coordinate system labeling', 'Consistent vector magnitude proportions', 'Correct spatial relationship between all three vectors']",Symbolic Mathematical,Vector Matrix Visualization,11
"First rotate vector \( \mathbf{v} = (2.4, -3.1) \) by \( 120^\circ \), then reflect it over the y-axis. Display both transformations sequentially.","Rotated vector \( \approx (-4.385, -0.543) \), reflected to (4.385, -0.543).
Clear distinction between rotation and reflection stages.","['Correct angular rotation (120° counterclockwise)', 'Accurate reflection over y-axis (x-coordinate sign change)', 'Visual distinction between transformation stages (color coding/labels)', 'Coordinate system with proper quadrant orientation', 'Conservation of vector magnitude through transformations']",Symbolic Mathematical,Vector Matrix Visualization,12
"Apply scaling transformation \( S = \begin{bmatrix} 2.5 & 0 \ 0 & 0.4 \end{bmatrix} \) to a triangle with vertices at (0,0), (1.5,0), (0,2.2). Show original vs scaled shapes.","Scaled vertices at (0,0), (3.75,0), (0,0.88).
Horizontal stretching and vertical compression visible.","['Correct horizontal scaling (2.5×) of x-coordinates', 'Proper vertical compression (0.4×) of y-coordinates', 'Preservation of right angle at origin', 'Clear visual comparison between original/scaled shapes', 'Accurate position of all transformed vertices']",Symbolic Mathematical,Vector Matrix Visualization,13
"Transform quadrilateral with vertices (0,0), (1.8,0), (1.8,1.2), (0,1.2) using matrix \( M = \begin{bmatrix} 2.3 & -0.7 \ 1.2 & 1.8 \end{bmatrix} \). Show original and transformed shapes.","New vertices \( \approx (0,0), (4.14,2.16), (3.3,4.08), (-0.84,2.16) \).
Skewing and rotation evident.","['Accurate matrix application to all vertices', 'Visual preservation of quadrilateral properties', 'Clear demonstration of both skewing and rotation', 'Correct coordinate system scaling for transformed shape', 'Maintenance of vertex connectivity order']",Symbolic Mathematical,Vector Matrix Visualization,14
"Display linear combination \( 1.5\mathbf{v_1} - 0.8\mathbf{v_2} \) where \( \mathbf{v_1} = (2.1, -1.7) \) and \( \mathbf{v_2} = (0.9, 3.3) \). Include component vectors and resultant.","Resultant vector \( \approx (2.43, -6.99) \).
Graphical representation showing scalar multiplication and vector addition.","['Correct scaling of component vectors (1.5× and -0.8×)', 'Accurate vector addition/subtraction process', 'Clear differentiation between original/scaled vectors', 'Proper resultant vector positioning', 'Coordinate system showing all vector components']",Symbolic Mathematical,Vector Matrix Visualization,15
"Show area scaling using matrix \( M = \begin{bmatrix} 2.1 & 1.4 \ 0.9 & 3.0 \end{bmatrix} \) on parallelogram formed by \( \mathbf{v_1} = (1.2, 0.5) \) and \( \mathbf{v_2} = (0.7, 1.8) \).","Original area \( \approx 1.81 \), transformed area \( \approx 1.81 	imes 4.2 \approx 7.6 \).
Visual comparison of parallelogram sizes.","['Correct visual ratio between original/transformed parallelogram areas', 'Accurate representation of matrix determinant effect (≈4.2 scale factor)', 'Preserved parallelogram properties after transformation', 'Clear visual distinction between pre/post-transformation shapes', 'Proper coordinate system labeling for size comparison']",Symbolic Mathematical,Vector Matrix Visualization,16
"Apply vertical shear \( S = \begin{bmatrix} 1 & 0 \ 1.6 & 1 \end{bmatrix} \) to rectangle with vertices (0,0), (3.2,0), (3.2,1.5), (0,1.5). Display pre/post-transformation grids.","Sheared vertices at (0,0), (3.2,5.12), (3.2,6.62), (0,1.5).
Vertical lines become slanted at 58° angle.","['Correct vertical displacement matching shear factor 1.6', 'Preserved horizontal coordinates in transformed shape', 'Accurate 58° slant angle in grid lines', 'Simultaneous display of original grid and transformed grid', 'Maintained rectangle height after shear transformation']",Symbolic Mathematical,Vector Matrix Visualization,17
"Reflect vector \( \mathbf{v} = (3.2, -1.5) \) over line \( y = \sqrt{3}x \). Show original vector, reflection line, and result.","Reflected vector \( \approx (-2.9, 2.02) \) with 60° reflection line.
Equal angles between vectors and line demonstrated.","['Precise 60° angle of reflection line relative to x-axis', 'Mirror symmetry between original/reflected vectors', 'Equal angle measurements between vectors and reflection line', 'Correct magnitude preservation in reflection', 'Clear visual distinction between original/reflected elements']",Symbolic Mathematical,Vector Matrix Visualization,18
"Project \( \mathbf{v} = (4.3, 2.1) \) onto line making 30° with x-axis. Show vector components and projection triangle.","Projection \( \approx (4.06, 2.34) \).
Clear right triangle formed by original vector and projection.","['Accurate 30° projection line orientation', 'Orthogonal connection between vector tip and projection line', 'Right angle marking at projection point', 'Length relationships matching cosine projection formula', 'Distinct visual coding for vector/projection/error component']",Symbolic Mathematical,Vector Matrix Visualization,19
"Visualize matrix \( M = \begin{bmatrix} 3 & 0 \ 0 & -2 \end{bmatrix} \) acting on eigenvectors \( (1.5,0) \) and \( (0,2.8) \).","Vectors scaled to (4.5,0) and (0,-5.6) respectively.
Axis-aligned stretching/compression shown.","['Exact axis alignment of transformed vectors', 'Correct scaling factors applied (3× on x-axis, -2× on y-axis)', 'Direction reversal visualization for negative scaling', 'Preserved eigenvector directions post-transformation', 'Clear coordinate labels showing magnitude changes']",Symbolic Mathematical,Vector Matrix Visualization,20
"Visualize the reflection of vector \( \mathbf{v} = (3.2, -1.8) \) across the line \( y = 1.5x \).","Original vector, reflected vector \( (2.134, 2.514) \), and reflection line shown at 56.3° angle.
Arrows maintain equal length.","['Clear depiction of original vector (3.2, -1.8) and reflected vector (2.134, 2.514)', 'Reflection line shown at 56.3° angle with proper mathematical labeling', 'Visual confirmation of equal vector magnitudes through arrow lengths', 'Geometric preservation of angle between original/reflected vectors relative to reflection line', 'Coordinate system labels and vector annotations']",Symbolic Mathematical,Vector Matrix Visualization,21
"Show the effect of matrix \( M = \begin{bmatrix} 2.3 & -0.7 \\ 1.2 & 1.5 \end{bmatrix} \) on vectors 
        \( \mathbf{a} = (1.5, 2) \) and \( \mathbf{b} = (-1, 3) \).","Transformed vectors \( \mathbf{a'} = (2.35, 5.8) \) and \( \mathbf{b'} = (-4.1, 3.3) \).
Grid lines show linear transformation preserving origin.","['Accurate transformed coordinates for both vectors (±0.1 tolerance)', 'Grid line deformation showing linear transformation characteristics', 'Origin (0,0) remains fixed in coordinate system', 'Visual comparison between original and transformed vectors', 'Proper matrix transformation effects on vector directions']",Symbolic Mathematical,Vector Matrix Visualization,22
"Illustrate the effect of matrix \( \begin{bmatrix} 4 & 0 \\ 0 & 2.5 \end{bmatrix} \) on its eigenvectors \( (1,0) \) and \( (0,1) \).","Vectors scaled by λ=4 (x-axis) and λ=2.5 (y-axis) without rotation.
Coordinate axes remain aligned.","['X-axis vector scaled exactly by factor 4', 'Y-axis vector scaled exactly by factor 2.5', 'No rotational component in transformation', 'Maintained axis alignment with original coordinate system', 'Clear eigenvalue labeling for each axis']",Symbolic Mathematical,Vector Matrix Visualization,23
"Show vectors \( \mathbf{u} = (2.3, -1.7, 0.8) \) and \( \mathbf{w} = (1.5, 3.2, -2) \) in ℝ³ with their cross product.","Orthogonal resultant vector \( (-0.24, 6.2, 10.21) \).
Right-hand rule orientation shown.","['Three-dimensional coordinate system visualization', 'Orthogonality between cross product vector and original vectors', 'Right-hand rule representation through curl orientation or thumb alignment', 'Accurate cross product components (±0.1 tolerance)', 'Vector labels indicating u × w relationship']",Symbolic Mathematical,Vector Matrix Visualization,24
"Apply 35° rotation followed by translation \( (1.5, -0.8) \) to triangle with vertices at \( (0.4, 1.2) \), 
        \( (2.1, 0.7) \), \( (1.3, 2.5) \).","Final vertices ≈ \( (1.23, 0.05) \), \( (2.47, -1.43) \), \( (0.22, 1.12) \).
Rotation center maintained before translation.","['Correct transformation sequence (rotation first then translation)', 'Final vertex positions within 0.1 coordinate tolerance', 'Preserved triangle shape/size throughout transformations', 'Visual indication of rotation center maintenance', 'Clear distinction between pre/post-transformation states']",Symbolic Mathematical,Vector Matrix Visualization,25
"Scale pentagon \( (0,0) \), \( (2.3,0) \), \( (3.1,1.7) \), \( (1.5,2.8) \), \( (-0.4,1.2) \) by \( (0.6, 2.2) \).","Vertices become \( (0,0) \), \( (1.38,0) \), \( (1.86,3.74) \), \( (0.9,6.16) \), \( (-0.24,2.64) \).
Vertical stretching evident.","['Correct application of scaling factors (0.6x horizontal, 2.2x vertical) to all vertices', 'Accurate preservation of vertex connectivity and polygon structure', 'Clear visual distinction between original and scaled shapes', 'Vertical stretching dominance over horizontal compression', 'Proper labeling of transformed coordinates', 'Consistent proportional relationships between polygon sides']",Symbolic Mathematical,Vector Matrix Visualization,26
"Apply vertical shear \( \begin{bmatrix} 1 & 0 \ 1.3 & 1 \end{bmatrix} \) to rectangle 
        \( (0,0) \), \( (2.5,0) \), \( (2.5,1.8) \), \( (0,1.8) \).","Transformed vertices: \( (0,0) \), \( (2.5,3.25) \), \( (2.5,5.05) \), \( (0,1.8) \).
Diagonal distortion along y-axis.","['Correct matrix application showing y-coordinate modification based on x-values', 'Accurate transformation of right vertices (2.5,0)→(2.5,3.25) and (2.5,1.8)→(2.5,5.05)', 'Preservation of left vertical edge (0,0)-(0,1.8)', 'Visible parallelogram formation with slanted right side', 'Clear diagonal distortion pattern along shear direction', 'Maintained vertical spacing between transformed points']",Symbolic Mathematical,Vector Matrix Visualization,27
"Rotate \( \mathbf{v} = (2.7, -1.3) \) by 60°, reflect over x-axis, then scale by \( (1.5, 0.8) \).","Final vector ≈ \( (3.02, -1.55) \).
Intermediate steps show rotation to \( (3.35, 1.08) \), reflection to \( (3.35, -1.08) \).","['Correct rotation direction (counter-clockwise assuming standard rotation)', 'Accurate trigonometric calculations for 60° rotation', 'Proper reflection implementation (y-coordinate sign change)', 'Correct application of non-uniform scaling factors', 'Visual representation of transformation sequence', 'Clear labeling of intermediate steps and final result', 'Consistent coordinate system orientation throughout transformations']",Symbolic Mathematical,Vector Matrix Visualization,28
"Display the projection of \( \mathbf{a} = (4.2, -1.3) \) onto \( \mathbf{b} = (2.5, 1.5) \) using geometric construction.","Projection vector \( (2.79, 1.67) \), right triangle formed between \( \mathbf{a} \), projection, and rejection vector.","['Accurate projection vector calculation and positioning', 'Clear right triangle formation with orthogonal rejection vector', 'Proper labeling of all vectors (original, projection, rejection)', 'Correct angular relationship between vectors', 'Visual distinction between projection components using dashed lines/colors', 'Consistent vector magnitudes and directions', 'Geometric construction markings showing projection process']",Symbolic Mathematical,Vector Matrix Visualization,29
Show area change when applying matrix \( \begin{bmatrix} 3 & 1 \ 0 & 2 \end{bmatrix} \) to unit square.,"Parallelogram with vertices at \( (0,0) \), \( (3,0) \), \( (4,2) \), \( (1,2) \).
Original vs transformed area ratio 6:1.","['Accurate transformed coordinates of unit square vertices', 'Clear parallelogram formation with correct side vectors', 'Visual representation of area comparison (grids/shading)', 'Proper labeling of determinant-based scaling factor (6×)', 'Consistent preservation of matrix transformation properties', 'Correct geometric relationships between original and transformed shapes', 'Accurate representation of shear and scaling components in the transformation']",Symbolic Mathematical,Vector Matrix Visualization,30
"Visualize the cross product \( \mathbf{v} = (2.3, -1.5, 0.8) 	imes \mathbf{w} = (1.7, 4.2, -0.9) \) in 3D space.","Resultant vector \( (-1.71, 3.47, 12.21) \) perpendicular to both input vectors.
Right-hand rule orientation shown with orthogonal axes.","['Resultant vector orientation perpendicular to both input vectors', 'Right-hand rule compliance in vector orientation', 'Accurate numerical components of cross product vector', 'Clear 3D coordinate system with labeled axes', 'Distinct visual differentiation between input vectors and resultant vector']",Symbolic Mathematical,Vector Matrix Visualization,31
"Show the reflection of triangle \( ABC \) with vertices at \( (1.6, 3.2) \), \( (4.1, -0.7) \), \( (-2.3, 1.8) \) over the line \( y = 1.5x \).","Mirrored triangle with vertices at \( (-3.2, 1.6) \), \( (0.7, 4.1) \), \( (-1.8, -2.3) \).
Reflection symmetry visible across the diagonal line.","['Correct mirrored coordinates of all three vertices', 'Accurate representation of reflection line y=1.5x', 'Visible symmetry across reflection line', 'Clear distinction between original and reflected triangles', 'Proper maintenance of shape integrity during reflection']",Symbolic Mathematical,Vector Matrix Visualization,32
"Apply first a vertical scaling by \( (1, 3.2) \), then a \( 30^\circ \) rotation to the vector \( \mathbf{v} = (2.7, -1.4) \). Show both stages.","Scaled vector \( (2.7, -4.48) \) becomes \( (4.05, -1.51) \) after rotation.
Coordinate grid shows transformation order.","['Accurate scaled coordinates after vertical scaling', 'Correct final coordinates after rotation transformation', 'Visual representation of transformation sequence', 'Coordinate grid modifications showing scaling effects', 'Clear angular representation of 30° rotation']",Symbolic Mathematical,Vector Matrix Visualization,33
Illustrate how matrix \( M = \begin{bmatrix} 2.1 & -0.8 \ 1.3 & 1.6 \end{bmatrix} \) scales the area of a unit square.,"Parallelogram area = \( |\det(M)| = 4.4 \).
Original vs transformed grid cells show proportional scaling.","['Parallelogram area matching determinant value', 'Visual comparison between original and transformed shapes', 'Proportional scaling of grid cells', 'Correct application of matrix transformation to unit square', 'Clear labeling of geometric shapes and area measurements']",Symbolic Mathematical,Vector Matrix Visualization,34
"Display eigenvectors of matrix \( M = \begin{bmatrix} 3.7 & 2.1 \ 2.1 & -0.5 \end{bmatrix} \) with eigenvalues \( \lambda_1 = 4.2 \), \( \lambda_2 = -1.0 \).","Two arrows: one stretched along \( (2.8, 1) \), another compressed/flipped along \( (-0.5, 1) \).
Axes show scaling directions.","['Correct direction and scaling of both eigenvectors', 'Visual representation of eigenvalue signs (stretching/compressing)', 'Distinct styling for different eigenvectors/values', 'Coordinate system showing transformation axes', 'Accurate proportional relationships between original and transformed vectors']",Symbolic Mathematical,Vector Matrix Visualization,35
"Apply transformation \( A(\mathbf{x}) = \begin{bmatrix} 1.4 & -0.9 \ 0.6 & 2.3 \end{bmatrix}\mathbf{x} + (2.1, -1.7) \) to a pentagon centered at (0,0).","Rotated/scaled pentagon shifted to new center \( (2.1, -1.7) \.
Original vs transformed coordinates visible.","['Clear distinction between original (centered at origin) and transformed pentagons', 'Correct translation to new center (2.1, -1.7)', 'Visible rotation/scaling effects from matrix coefficients', 'Consistent transformation application across all vertices', 'Preserved polygon integrity (5-sided, non-self-intersecting)']",Symbolic Mathematical,Vector Matrix Visualization,36
"Scale circle \( x^2 + y^2 = 4 \) by \( (2.8, 0.6) \. Show major/minor axes.","Ellipse with semi-axes \( 5.6 \) (horizontal) and \( 1.2 \) (vertical).
Grid lines demonstrate axial compression/stretching.","['Ellipse axes lengths match 5.6 (horizontal) and 1.2 (vertical)', 'Visible grid deformation showing x-axis stretching/y-axis compression', 'Original circle radius (2 units) preserved in grid reference', 'Clear major/minor axis labeling', 'Smooth elliptical curve without angular artifacts']",Symbolic Mathematical,Vector Matrix Visualization,37
"Visualize projection of \( \mathbf{v} = (4.2, -3.1) \) onto \( \mathbf{u} = (1.5, 2.7) \. Show both vectors and projection component.","Projection vector \( (0.63, 1.14) \) lying along \( \mathbf{u} \).
Right triangle formed with \( \mathbf{v} \).","['Accurate directional alignment of projection with vector u', 'Right angle between v and orthogonal rejection component', 'Proportional vector lengths matching (4.2, -3.1) and (0.63, 1.14)', 'Clear triangular formation with dashed connection lines', 'Coordinate system reference for magnitude verification']",Symbolic Mathematical,Vector Matrix Visualization,38
Apply \( M^2 \) where \( M = \begin{bmatrix} 0.5 & -1.3 \ 0.8 & 0.4 \end{bmatrix} \) to unit vectors \( \mathbf{i} \) and \( \mathbf{j} \).,"Resultant vectors \( (-0.94, 0.12) \) (from \( \mathbf{i} \)) and \( (-0.65, -0.88) \) (from \( \mathbf{j} \)).
Grid shows compounded transformation.","['Final positions match calculated coordinates (±0.1 tolerance)', 'Visible transformation sequence (original vs first vs second application)', 'Grid deformation showing non-commutative matrix operations', 'Orthogonality loss in transformed unit vectors', 'Consistent arrowhead proportions for vector magnitude']",Symbolic Mathematical,Vector Matrix Visualization,39
"Illustrate how diagonal matrix \( D = 	ext{diag}(-2.3, 1.7) \) transforms a hexagonal grid.","Horizontal axis flipped and stretched by 2.3×, vertical axis expanded by 1.7×.
Hexagons become asymmetric parallelograms.","['Horizontal mirroring/flipping of original grid', 'Accurate scaling ratios (2.3:1 horizontal, 1.7:1 vertical)', 'Preserved axial alignment (no rotation/shear)', 'Hexagonal distortion into parallelogram shapes', 'Consistent transformation across entire grid']",Symbolic Mathematical,Vector Matrix Visualization,40
"Reflect vector \( \mathbf{v} = (3, -1.5) \) over the line \( y = 0.6x \). Show original/reflected vectors and the mirror line.","Reflected coordinates \( (1.176, 2.294) \). Mirror line at 31° angle.
Both vectors symmetrically positioned relative to the line.","['Accurate positioning of original vector (3,-1.5)', 'Correct reflection coordinates (1.176,2.294)', 'Mirror line drawn at precise 31° angle from x-axis', 'Symmetrical arrangement of vectors relative to mirror line', 'Clear visual distinction between original/reflected vectors']",Symbolic Mathematical,Vector Matrix Visualization,41
"Apply matrix \( M = \begin{bmatrix} 2.3 & -1.4 \ 0.8 & 3.1 \end{bmatrix} \) to triangle ABC with vertices at 
        (1.2,0.5), (3.7,1.8), (2.4,3.1). Show pre/post-transformation shapes.","Transformed vertices at (1.96, 2.63), (6.23, 7.22), (2.68, 10.83).
Original vs distorted triangle with non-parallel edges.","['Precise transformed coordinates (1.96,2.63), (6.23,7.22), (2.68,10.83)', 'Visual preservation of vertex labeling (ABC order)', 'Clear distinction between original and transformed triangles', 'Non-parallel edges in transformed triangle', 'Consistent application of linear transformation across all vertices']",Symbolic Mathematical,Vector Matrix Visualization,42
"Visualize \( \mathbf{v_1} - \mathbf{v_2} \) where \( \mathbf{v_1} = (4.2, -2.3) \) and \( \mathbf{v_2} = (1.8, 3.7) \) using the triangle method.","Resultant vector \( (2.4, -6.0) \). 
Head-to-tail arrangement showing subtraction as reversed addition.","['Correct head-to-tail arrangement with reversed v₂ direction', ""Clear resultant vector (2.4,-6.0) from v₁'s head to reversed v₂'s tail"", 'Proper labeling of original vectors and resultant', 'Visual emphasis on subtraction as inverse operation', 'Accurate magnitude/direction representation of all vectors']",Symbolic Mathematical,Vector Matrix Visualization,43
"Scale rectangle with vertices at (0.5,1), (4.5,1), (4.5,3), (0.5,3) by factors (1.5, 0.8). Show axis-aligned scaling.","Scaled rectangle vertices at (0.75,0.8), (6.75,0.8), (6.75,2.4), (0.75,2.4).
Width increased 150%, height decreased 20%.","['Precise scaled coordinates in both dimensions', 'Maintenance of axis alignment (no rotation/skew)', 'Clear proportional changes: width 150%, height 80%', 'Visual comparison showing original vs scaled rectangle', 'Preservation of rectangular shape after scaling']",Symbolic Mathematical,Vector Matrix Visualization,44
"Rotate pentagon centered at (2,2) by 240° counter-clockwise. Show rotational symmetry.","5-pointed star pattern rotated 240° (equivalent to -120°).
All vertices equidistant from center (2,2).","['Accurate 240° CCW rotation about center (2,2)', 'Maintained equidistance of all vertices from center', 'Preserved pentagonal/star symmetry after rotation', 'Equivalent -120° rotation representation', 'Clear visual indication of rotation direction and angle']",Symbolic Mathematical,Vector Matrix Visualization,45
"Apply vertical shear \( \begin{bmatrix} 1 & 0 \\ 2.7 & 1 \end{bmatrix} \) to circle centered at (1,1) with radius 0.8.","Circle becomes ellipse with major axis tilted 70° from vertical.
Maximum y-displacement at (1±0.8, 1±2.16).","['Ellipse transformation from original circle with preserved center at (1,1)', 'Major axis orientation at ~70° from vertical axis', 'Vertical stretching showing y-displacements of ±2.16 units', 'Horizontal preservation of original x-range (0.2 to 1.8)', 'Clear shear distortion pattern matching matrix coefficients']",Symbolic Mathematical,Vector Matrix Visualization,46
"Project \( \mathbf{v} = (2.8, -1.2) \) onto \( \mathbf{u} = (1.5, 4) \). Show orthogonal components.","Projection length 0.414 units along \( \mathbf{u} \).
Right triangle with hypotenuse \( \mathbf{v} \) and legs showing parallel/perpendicular components.","['Clear right triangle formation with original vector as hypotenuse', 'Accurate angular relationship between u and v', ""Visually distinguishable projection vector along u's direction"", 'Perpendicular component orthogonal to u', 'Length ratios matching calculated projection magnitude (0.414)']",Symbolic Mathematical,Vector Matrix Visualization,47
Visualize area scaling using matrix \( \begin{bmatrix} 1.6 & -0.9 \\ 2.1 & 3.2 \end{bmatrix} \) on unit square.,"Parallelogram area = |det(M)| = 7.01.
Original (1x1) vs transformed shape with significant area expansion.","['Unit square transformed into parallelogram with preserved parallelism', 'Visual comparison showing area expansion ratio ~7:1', 'Grid lines demonstrating non-uniform scaling', 'Accute/obtuse angles matching matrix transformation', 'Coordinate labels showing transformed vertices']",Symbolic Mathematical,Vector Matrix Visualization,48
Show eigenvectors of \( \begin{bmatrix} 3.4 & 1.2 \\ 1.2 & 2.6 \end{bmatrix} \) as invariant lines under transformation.,"Two crossing lines at 35° and 125° angles.
Vectors along these lines maintain direction post-transformation.","['Two distinct invariant lines crossing at origin', 'Vectors along lines maintaining direction after transformation', 'Characteristic angle preservation (35° and 125°)', 'Contrast with non-eigenvectors changing direction', 'Eigenvalue scaling shown through vector length changes']",Symbolic Mathematical,Vector Matrix Visualization,49
"First reflect \( \mathbf{v} = (2.1, -3.8) \) over y-axis, then apply rotation by 330°. Show intermediate steps.","After reflection: (-2.1, -3.8).
Final coordinates after rotation: (-1.82, -4.35). 
Both transformation stages clearly depicted.","['Distinct visualization of reflection and rotation stages', 'Mirror image across y-axis with correct coordinates (-2.1,-3.8)', 'Final position matching 330° rotation (equivalent to -30°)', 'Rotation arc showing direction (clockwise)', 'Coordinate labels for both pre- and post-transformation states']",Symbolic Mathematical,Vector Matrix Visualization,50
"Add vectors \( \mathbf{a} = (3.2, -1.5) \) and \( \mathbf{b} = (-2.8, 4.3) \) using the triangle method.","Resultant vector \( \mathbf{c} = (0.4, 2.8) \).
All vectors connected tip-to-tail with correct directionality and magnitudes.","['Correct resultant vector coordinates (0.4, 2.8)', 'Tip-to-tail arrangement of vectors a→b→c', 'Accurate directionality of all vectors', 'Consistent magnitude representation for all vectors', 'Clear visual distinction between original vectors and resultant vector', 'Proper labeling of vectors with coordinates']",Symbolic Mathematical,Vector Matrix Visualization,51
"Rotate vector \( \mathbf{v} = (2.3, -1.7) \) by \( 60^\circ \), then scale by \( (1.5, -0.8) \).","Rotated coordinates \( (-0.55, 2.79) \), final scaled vector \( (-0.83, -2.23) \).
Both stages visualized distinctly.","['Accurate rotation angle (60°) representation', 'Correct intermediate rotated coordinates', 'Proper application of scaling factors (1.5x horizontal, -0.8x vertical)', 'Clear visual distinction between rotation and scaling stages', 'Consistent vector directionality through transformations', 'Numerical labels for both intermediate and final vectors']",Symbolic Mathematical,Vector Matrix Visualization,52
