Prompt,Reference Caption,Category,Subcategory,id,Assessment Point
"Show a 90-degree clockwise rotation of a complex polygon (e.g., irregular octagon) around its centroid. Include both positions.","The irregular octagon is shown in its original orientation and rotated 90° clockwise, with all vertices equidistant from the centroid but repositioned along the circular arc of rotation.",Symbolic Mathematical,Geometrical Transformations,32,"Exact 90° clockwise angular displacement', 'Identical vertex-centroid distances in both positions', 'Circular rotation trajectory visible for key vertices', 'Preserved polygon dimensions and internal angles', 'Centroid position remains fixed between pre/post rotation'"
"Illustrate a horizontal translation of a fractal tree (e.g., Pythagoras tree) 7 units to the left. Show initial and final positions.",Two identical fractal trees are shown: one in the original position and another shifted left by 7 units. The complex branching structure should remain unchanged except for position.,Symbolic Mathematical,Geometrical Transformations,33,"Pure horizontal displacement without rotational artifacts', 'Exact 7-unit measurable distance between base positions', 'Perfect structural replication of fractal branches', 'No scaling or distortion in translated figure', 'Clear directional consistency (leftward movement)'"
Display the orthogonal projection of a rotating sphere onto the xy-plane. Show the 3D sphere and 2D projection.,A 3D sphere with visible rotation axis is shown alongside a 2D circle (projection) on the xy-plane. The projection’s shading should match the sphere’s rotational orientation.,Symbolic Mathematical,Geometrical Transformations,34,"Accurate circular projection regardless of sphere rotation', 'Consistent alignment between 3D axis and 2D projection center', 'Shading/texture correspondence between sphere surface and projection', 'Orthographic projection properties (no perspective distortion)', 'Simultaneous display of 3D object and 2D mapping'"
Illustrate simultaneous scaling and reflection: reflect a trapezoid across the y-axis and scale it by 0.8 from its center.,"The image should show the original trapezoid and its transformed version, which is reflected across the y-axis and proportionally scaled by 0.8 from its center, maintaining shape consistency.",Symbolic Mathematical,Geometrical Transformations,35,"Perfect mirror image across y-axis', 'Consistent 0.8x scaling from geometric center', 'Preserved trapezoid angle measurements', 'Simultaneous application without transformation order artifacts', 'Center point remains fixed during transformations'"
"Illustrate a glide reflection of an equilateral triangle - first translate it 4 units horizontally, then reflect it across the x-axis. Show all stages.","Original equilateral triangle', 'Translated triangle shifted right/left by 4 units', 'Final position after reflection over x-axis, maintaining translation distance', 'Verification check: Combined transformation preserves order of operations'",Symbolic Mathematical,Geometrical Transformations,36,"Proper sequence: translation before reflection', 'Accurate horizontal displacement (4 units) without vertical shift', 'Correct reflection across x-axis (y-coordinate inversion)', 'Final image maintains both transformations simultaneously', 'Visual distinction between intermediate stages'"
Show a square rotating 180 degrees around one of its vertices rather than its center. Display initial and final positions.,"The image should demonstrate rotational motion where the square pivots around a fixed vertex', 'Final position being diagonally opposite to the original orientation', 'Pivot vertex remains stationary'",Symbolic Mathematical,Geometrical Transformations,37,"Clear identification of fixed pivot vertex', 'Proper 180° rotation path (semicircular motion trace)', 'Final position shows vertex positions swapped diagonally', 'Maintained square dimensions throughout rotation', 'No distortion or scaling during transformation'"
Illustrate a pentagon undergoing dilation with scale factor 0.5 from a vertex (not the center). Show pre-image and image.,"Original pentagon', 'Smaller pentagon (half-sized) positioned such that all vertices lie on straight lines connecting original vertices to the specified dilation vertex'",Symbolic Mathematical,Geometrical Transformations,38,"All image vertices align with rays from dilation vertex', 'Consistent 50% reduction in distances from dilation vertex', 'Preservation of original pentagon angles', 'Clear visual hierarchy between pre-image and image', 'No unintended translation or rotation'"
Visualize a 3D cylinder rotating 90 degrees around its central vertical axis. Show wireframe before and during rotation.,"Front-view wireframe cylinder with circular base', 'Mid-rotation perspective showing elliptical transformation of the base circle', 'Maintaining constant height and axis alignment'",Symbolic Mathematical,Geometrical Transformations,39,"Accurate perspective projection of rotating base', 'Elliptical representation matching rotation angle', 'Consistent wireframe line density throughout motion', 'Preserved vertical alignment of central axis', 'Proper depth cues showing rotational direction'"
Show non-uniform scaling of a star polygon: scale x-axis by 1.5 and y-axis by 0.8 from center. Display original vs transformed.,"Transformed star appears wider (stretched horizontally by 50%)', 'Shorter (compressed vertically by 20%)', 'Scaling vectors radiate from the central point'",Symbolic Mathematical,Geometrical Transformations,40,"Precise horizontal expansion (1.5× original width)', 'Accurate vertical compression (0.8× original height)', 'Radial scaling vectors visible from center', 'Preserved center point position', 'Maintained star proportions in respective axes'"
"Illustrate sequential transformation of a trapezoid: first rotate 45° clockwise, then reflect over vertical line. Show all three states.","Original trapezoid', 'Rotated trapezoid (45° CW)', 'Final mirrored version of rotated shape across vertical axis', 'Demonstrating transformation order importance'",Symbolic Mathematical,Geometrical Transformations,41,"Clear visual distinction between all three transformation states', 'Correct application of rotation before reflection', 'Accurate 45° clockwise rotation from original position', 'Proper vertical reflection of the rotated shape', 'Spatial arrangement showing transformation sequence logic'"
Display reflection of a dodecagon (12-sided polygon) across the vertical line x=2. Show original and mirror image.,"Original dodecagon positioned relative to x=2 line', 'Mirror image maintaining equal perpendicular distances from x=2 for corresponding vertices', 'Preserving angles and side lengths'",Symbolic Mathematical,Geometrical Transformations,42,"Symmetrical positioning relative to x=2 line', 'Corresponding vertices maintain equal distances from reflection axis', 'Consistent angle measurements in both polygons', 'Identical side lengths in original and reflected shapes', 'Clear visual alignment of reflection symmetry'"
Show scaling of a rhombus by factor 3 from one acute-angle vertex. Include pre-scaling and post-scaling positions.,"Transformed rhombus has all sides tripled in length', 'Angle measures preserved', 'Chosen vertex remains fixed while others extend outward along original edge directions'",Symbolic Mathematical,Geometrical Transformations,43,"Verification of 3:1 size ratio between scaled and original edges', 'Consistent acute and obtuse angles before/after scaling', 'Fixed position of specified scaling origin vertex', 'Proportional expansion along original edge directions', 'Maintained parallelism of opposite sides'"
Illustrate shearing of a regular octagon along y-axis with factor 1.5. Display original and transformed shapes.,"Sheared octagon maintains base alignment', 'Vertical distortion where upper vertices are shifted upward proportionally to their horizontal distance from the shear axis'",Symbolic Mathematical,Geometrical Transformations,44,"Base vertices remain in original positions', 'Linear vertical displacement proportional to horizontal distance from shear axis', 'Maintained vertical alignment of corresponding vertices', 'Preserved horizontal base dimensions', 'Consistent application of 1.5 shear factor in vertical displacement'"
Visualize parallel projection of a tetrahedron onto a plane tilted at 60 degrees. Show 3D object and 2D projection.,"Perspective view of tetrahedron with visible edges', 'Projection showing triangular shadow with angles distorted according to projection plane tilt', 'Maintaining parallel projection lines'",Symbolic Mathematical,Geometrical Transformations,45,"Parallel projection lines visible in illustration', 'Accurate 60° tilt representation of projection plane', 'Consistent vertex projections maintaining parallel relationships', 'Triangular projection shape with angle distortion matching plane orientation', 'Clear visual connection between 3D edges and their 2D projections'"
Display a square after a 90-degree clockwise rotation around its center. Show its initial position and the position after the rotation.,"The image should show a square in its initial position and the same square rotated 90 degrees clockwise around its center, highlighting the rotational symmetry.",Symbolic Mathematical,Geometrical Transformations,46,"'Clear distinction between initial and rotated squares', 'Exact 90° clockwise rotation (not counter-clockwise)', 'Rotation center matches the square geometric center', 'Equal side lengths and angles in both squares', 'Visual emphasis on rotational symmetry (e.g., alignment of vertices)'"
Illustrate the translation of a line 4 units to the left and 2 units down. Show its initial position and the position after the translation.,"The image should show a line in its original position and then its translated position, 4 units to the left and 2 units down, with arrows indicating the direction of the translation.",Symbolic Mathematical,Geometrical Transformations,47,"Precise 4-unit left and 2-unit down displacement', 'Parallelism between original and translated lines', 'Equal length and orientation of both lines', 'Clear translation vectors/arrows showing direction', 'No rotation or scaling during movement'"
Illustrate the scaling of a hexagon by a factor of 1.5 from its center. Show the initial position of the hexagon and its scaled position.,"The image should show a hexagon in its original size and then the same hexagon scaled by a factor of 1.5 from its center, with the new vertices placed accordingly to represent the enlarged shape.",Symbolic Mathematical,Geometrical Transformations,48,"Uniform scaling in all directions from center', '1.5x size increase in all dimensions', 'Matching center points between original and scaled shapes', 'Proportional placement of all vertices', 'Preservation of original angles and shape proportions'"
Show the shearing of a triangle along the y-axis by a factor of 1.5. Display its initial position and the sheared position.,"The image should show a triangle in its original position and then the same triangle sheared along the y-axis by a factor of 1.5, distorting the shape by shifting the bottom vertices vertically.",Symbolic Mathematical,Geometrical Transformations,49,"Vertical distortion along y-axis only', 'Shear factor 1.5 applied correctly to y-coordinates', 'Base vertices shifted vertically as specified', 'Preserved original height of the triangle', 'Area change consistent with shear transformation'"
Illustrate the projection of a 3D pyramid onto a 2D plane. Show the pyramid in 3D and its projection in 2D.,"The image should show a 3D pyramid in perspective, and its corresponding projection onto a 2D plane, illustrating how the three-dimensional structure appears flattened.",Symbolic Mathematical,Geometrical Transformations,50,"Clear perspective representation of 3D pyramid (vanishing points, foreshortening)', 'Accurate vertex projection alignment between 3D structure and 2D plane', 'Proper depth compression without 3D shading in the projection', 'Consistent base/apex relationships in both representations', 'Distinct visual differentiation between 3D object and 2D projection'"
Display a circle after a 60-degree counterclockwise rotation around its center. Show its initial position and the position after the rotation.,"The image should show a circle in its initial position and the same circle rotated 60 degrees counterclockwise around its center, highlighting the rotational symmetry.",Symbolic Mathematical,Geometrical Transformations,51,"Fixed center point maintained during rotation', 'Visual marker (e.g., radial line) showing 60° angular displacement', 'Perfect overlap of circle outlines demonstrating symmetry', 'Clear directional indication for counterclockwise rotation', 'Identical radius preservation in both positions'"
Illustrate the reflection of a trapezoid across the line y = 3. Show its initial position and the position after the reflection.,"The image should show a trapezoid placed in the plane, and its reflection should appear symmetrically across the line y = 3, with the corresponding vertices swapped to match the reflected position.",Symbolic Mathematical,Geometrical Transformations,52,"Clear visualization of reflection line y=3 with proper labeling', 'Mirror-image symmetry in vertex positions across the axis', 'Consistent vertical distances from original to axis and axis to reflection', 'Preservation of trapezoid properties (parallel sides, angles)', 'Distinct visual coding for original vs reflected shapes'"
Illustrate the translation of a rectangle 2 units to the right and 1 unit up. Show its initial position and the position after the translation.,"The image should show a rectangle in its original position and then its translated position, 2 units to the right and 1 unit up, with arrows indicating the direction of the translation.",Symbolic Mathematical,Geometrical Transformations,53,"Identical dimensions/orientation between original and translated rectangle', 'Accurate displacement vector (2R,1U) shown with proportional arrows', 'No rotational or scaling artifacts introduced', 'Clear coordinate system reference for translation measurement', 'Proper spatial relationship maintenance between rectangle sides'"
Illustrate the scaling of a star by a factor of 0.8 from its center. Show the initial position of the star and its scaled position.,"The image should show a star in its original size and then the same star scaled by a factor of 0.8 from its center, with the new vertices placed accordingly to represent the reduced shape.",Symbolic Mathematical,Geometrical Transformations,54,"Consistent center point for scaling operation', 'Proportional reduction (20% size decrease) in all radial directions', 'Preserved angular relationships between star points', 'Uniform edge thickness reduction matching scale factor', 'Clear visual hierarchy between original and scaled versions'"
Shear a hexagon along the y-axis by a factor of 1.2. Display its initial position and the sheared position.,"The image should show a hexagon in its original position and then the same hexagon sheared along the y-axis by a factor of 1.2, distorting the shape by shifting the bottom vertices vertically.",Symbolic Mathematical,Geometrical Transformations,55,"The image clearly displays both the original hexagon and its sheared counterpart in distinct positions.', 'Shear transformation is applied strictly along the y-axis with the correct factor of 1.2, verified by proportional vertical distortion.', 'Visible vertical displacement of the hexagon’s bottom vertices due to shearing, creating a slant effect without horizontal shifting.', 'Fundamental geometric properties of the hexagon (e.g., six sides, closed structure) are preserved post-transformation.', 'No extraneous transformations (e.g., rotation, scaling) are introduced; distortion aligns purely with y-axis shear.', 'Visual clarity in distinguishing between the initial and sheared shapes, including labeling or spatial separation if applicable.'"
Rotate a rectangle 45 degrees counterclockwise around its center. Show its initial position and the position after the rotation.,"The image should show a rectangle in its initial position and the same rectangle rotated 45 degrees counterclockwise around its center, highlighting the rotational symmetry.",Symbolic Mathematical,Geometrical Transformations,56,"Precise 45° counterclockwise rotation about geometric center', 'Maintained congruence between original and rotated rectangle', 'Clear rotational trajectory visualization', 'Proper center point alignment during rotation', 'Diagonal orientation of sides post-rotation'"
Translate a 3D sphere 3 units to the right and 2 units up. Show its initial position and the position after the translation.,"The image should show a sphere in its original position and then its translated position, 3 units to the right and 2 units up, with arrows indicating the direction of the translation.",Symbolic Mathematical,Geometrical Transformations,57,"Accurate displacement along x-axis (right) and y-axis (up)', 'Maintained spherical shape and size during translation', 'Clear directional arrows showing translation vector', 'Proper 3D coordinate system alignment', 'No unintended rotation or scaling during movement'"
Scale a 3D cube by a factor of 0.8 from its center. Show the initial position of the cube and its scaled position.,"The image should show a cube in its original size and then the same cube scaled by a factor of 0.8 from its center, with the new vertices placed accordingly to represent the reduced shape.",Symbolic Mathematical,Geometrical Transformations,58,"Uniform scaling in all dimensions from center point', '20% size reduction maintained proportionally', 'Shared geometric center between original and scaled cubes', 'Clear visual hierarchy showing size relationship', 'Accurate vertex positioning relative to center'"
Reflect a 3D octahedron across the plane x = y. Show its initial position and the position after the reflection.,"The image should show an octahedron placed in space, and its reflection should appear symmetrically across the plane x=y, with the corresponding vertices swapped to match the reflected position.",Symbolic Mathematical,Geometrical Transformations,59,"Accurate mirror symmetry across x=y plane', 'Proper vertex correspondence between original and reflection', 'Clear representation of reflection plane (transparent surface/grid)', 'Maintained shape congruence post-reflection', 'Correct spatial orientation in mirrored configuration'"
Illustrate the reflection of an equilateral triangle across the line x = 2. Show its initial position and the position after the reflection.,"The image should show an equilateral triangle placed in the plane, and its reflection should appear symmetrically across the line x=2, with the corresponding vertices swapped to match the reflected position.",Symbolic Mathematical,Geometrical Transformations,60,"Precise alignment with vertical reflection line x=2', 'Mirror symmetry between original and reflected triangle', 'Equal vertex distances from reflection line on both sides', 'Preservation of equilateral properties in reflection', 'Correct angular orientation of reflected vertices', 'Clear visual representation of reflection axis'"
Illustrate the translation of a hexagon 4 units up and 2 units to the left. Show its initial position and the position after the translation.,"The image should show a hexagon in its original position and then its translated position, 4 units up and 2 units to the left, with arrows indicating the direction of the translation.",Symbolic Mathematical,Geometrical Transformations,61,"Precise 4-unit vertical and 2-unit horizontal displacement', 'Parallel alignment between original and translated shape', 'Preservation of all geometric properties during movement', 'Clear directional arrows indicating translation path', 'Uniform movement of all vertices equally', 'Consistent orientation between pre/post-translation'"
Show the reflection of a rhombus across the line y = -x. Show its initial position and the position after the reflection.,"The image should show a rhombus placed in the plane, and its reflection should appear symmetrically across the line y=-x, with the corresponding vertices swapped to match the reflected position.",Symbolic Mathematical,Geometrical Transformations,62,"Correct reflection across the line y=-x (diagonal line from top-left to bottom-right).', 'Vertices of the reflected rhombus are swapped symmetrically relative to the original.', 'The reflection line y=-x is clearly depicted and positioned.', 'Symmetry is maintained between the original and reflected rhombus.', 'Both initial and transformed shapes are distinctly visible.'"
Illustrate the scaling of a rectangle by a factor of 0.5 from its top-left corner. Show the initial position of the rectangle and its scaled position.,"The image should show a rectangle in its original size and then the same rectangle scaled by a factor of 0.5 from its top-left corner, with the new vertices placed accordingly to represent the reduced shape.",Symbolic Mathematical,Geometrical Transformations,63,"Scaling factor of 0.5 is accurately applied (all dimensions halved).', 'Top-left corner remains fixed as the scaling anchor point.', 'Distances from the top-left corner to other vertices are proportionally reduced.', 'Both original and scaled rectangles are clearly distinguishable.', 'No unintended translation or rotation occurs during scaling.'"
