Prompt,Reference Caption,Assessment Point,Category,Subcategory,id
Show a Venn diagram of common factors between 24 and 36.,"Two overlapping circles labeled 'Factors of 24' (1,2,3,4,6,8,12,24) and 'Factors of 36' (1,2,3,4,6,9,12,18,36). The intersection includes 1,2,3,4,6,12, with GCD 12 highlighted.","'Complete factor lists: 24's (1,2,3,4,6,8,12,24) vs 36's (1,2,3,4,6,9,12,18,36)', 'Correct intersection (1,2,3,4,6,12)', 'GCD (12) emphasized through size/color/position', 'Clear differentiation between unique and shared factors', 'Proper set labeling and diagram proportions'",Symbolic Mathematical,Number Theory,26
Depict 12 mod 5 using modular arithmetic on a circular clock.,A clock labeled 0-4 (mod 5). An arrow points from 12 to the equivalent residue 2 (since 12 ÷ 5 = 2 remainder 2).,"'Clock face with exactly 5 positions (0-4)', 'Clear base conversion (12 → 2 mod 5)', 'Arrow/connection showing 12's equivalence to position 2', 'Numerical annotation (12 = 5×2 + 2)', 'Visual emphasis on cyclical nature of modular arithmetic'",Symbolic Mathematical,Number Theory,27
Visualize Goldbach’s conjecture for the even number 20 as a sum of two primes.,"The image should show pairs like 3+17, 7+13, etc., adding to 20. Highlight prime numbers in distinct colors.","'All valid prime pairs (3+17, 7+13) are clearly shown', 'Prime numbers are distinctly colored and differentiated from non-primes', 'The sum of each pair equals 20 visually', 'No incorrect prime pairs (e.g., 5+15) are included', 'The visualization emphasizes the conjecture's core idea (even number decomposition)'",Symbolic Mathematical,Number Theory,28
Show a 3-4-5 Pythagorean triple with squares on each side.,"A right-angled triangle with sides 3, 4, 5. Squares of areas 9, 16, and 25 are attached to each side, showing 9 + 16 = 25.","Accurate right-angled triangle proportions (3:4:5 ratio)', 'Squares clearly show areas 9, 16, and 25 proportional to side lengths', 'Visual demonstration of 9 + 16 = 25 relationship', 'Correct orientation (square on hypotenuse aligns with triangle)', 'No mathematical inconsistencies in spatial relationships",Symbolic Mathematical,Number Theory,29
Differentiate factors and multiples of 8 using visual examples.,"Two sections: 'Factors of 8' (1,2,4,8) and 'Multiples of 8' (8,16,24,...). Use arrows or distinct diagrams (e.g., factor pairs vs. a number line).","Clear visual separation between factors and multiples sections', 'Factors limited to {1,2,4,8} with no extraneous numbers', 'Multiples shown as infinite progression (8,16,24...) with ellipsis', 'Distinct visual metaphors (e.g., factor pairs vs linear progression)', 'No overlap or confusion between the two concepts",Symbolic Mathematical,Number Theory,30
Visualize the distribution of prime numbers between 1-100.,"A 10x10 grid (1-100) with primes highlighted (e.g., 2,3,5,7,11,...,97). Non-primes are uncolored or grayed out.","Complete 10x10 grid covering numbers 1-100', 'All 25 primes in this range correctly highlighted', 'Number 1 clearly distinguished as non-prime', 'Consistent highlighting system (colors/icons) for primes', 'Discernible pattern of prime distribution (e.g., primes thinning at higher numbers)",Symbolic Mathematical,Number Theory,31
Visualize the Sieve of Eratosthenes process to identify prime numbers between 1 and 30.,"A grid of numbers 1–30 with non-primes sequentially crossed out (e.g., multiples of 2, 3, 5). Primes like 2, 3, 5, 7, 11, 13, 17, 19, 23, 29 should remain uncrossed/circled.","Complete grid structure with numbers 1-30 arranged sequentially', 'Multiples of primes (2, 3, 5) crossed out in sequential order', 'Prime numbers (2, 3, 5, 7, 11, 13, 17, 19, 23, 29) clearly marked as uncrossed/circled', 'Visual distinction between crossed composite numbers and remaining primes', 'Accurate representation of sieve progression steps",Symbolic Mathematical,Number Theory,32
Create a grid of numbers 2–12 where prime numbers are highlighted in blue and composite numbers in red.,"Primes (2, 3, 5, 7, 11) in blue; composites (4, 6, 8, 9, 10, 12) in red. Number 1 should be gray (neither prime nor composite).","Complete number sequence from 2 to 12', 'Correct color coding: blue for primes, red for composites', 'Number 1 displayed in distinct gray color', 'Clear visual hierarchy between number categories', 'Accurate classification of all numbers (primes: 2,3,5,7,11; composites: 4,6,8,9,10,12)",Symbolic Mathematical,Number Theory,33
Visualize the first 10 numbers in the Fibonacci sequence.,"A sequence or spiral showing 0, 1, 1, 2, 3, 5, 8, 13, 21, 34 with clear numerical labels.","Correct sequence order: 0, 1, 1, 2, 3, 5, 8, 13, 21, 34', 'Clear numerical labeling of all elements', 'Appropriate spatial arrangement (linear sequence or logarithmic spiral)', 'Visual emphasis on additive progression (e.g., connecting lines between terms)', 'Inclusion of both numerical values and structural pattern",Symbolic Mathematical,Number Theory,34
Show twin prime pairs under 20 on a number line.,"Highlighted pairs: (3,5), (5,7), (11,13), (17,19) marked on a number line with brackets or color coding.","Accurate number line scale from 0 to 20', 'Clear highlighting of all twin prime pairs', 'Consistent visual markers for pairs (brackets/color/connectors)', 'Correct identification of twin primes (3-5, 5-7, 11-13, 17-19)', 'Distinction between twin primes and other number pairs",Symbolic Mathematical,Number Theory,35
Illustrate how to compute the least common multiple (LCM) of 4 and 6.,"Multiples of 4 (4, 8, **12**, 16...) and 6 (6, **12**, 18...) shown in parallel lists or a Venn diagram, with 12 highlighted as the LCM.","Clear visual separation between multiples of 4 and multiples of 6', 'Highlighted number 12 as the first common multiple in both sequences', 'Accurate listing of multiples (4,8,12... and 6,12,18...)', 'Use of parallel lists/Venn diagram to show set relationships', 'Labels indicating which number set belongs to 4 vs 6",Symbolic Mathematical,Number Theory,36
Use lattice multiplication to calculate 45 × 6.,"A 2x1 grid with 4|5 (top) and 6 (side). Diagonals split cells into 24 (4×6) and 30 (5×6), summing to 270. The final result 45×6=270 must be shown.","Correct 2x1 grid structure with 4|5 top placement', 'Diagonal splits in multiplication cells', 'Partial products 24 and 30 clearly shown in divided cells', 'Summation process leading to 270 visually demonstrated', 'Final equation 45×6=270 prominently displayed",Symbolic Mathematical,Number Theory,37
Show Goldbach’s conjecture for the even number 10 by representing it as a sum of two primes.,"Two valid pairs: 3+7 and 5+5, visualized with number blocks or equations (e.g., 10 = 3+7 and 10 = 5+5).","Both valid prime pairs (3+7 and 5+5) displayed', 'Prime numbers clearly identified as such', 'Visual representation of summation (blocks/equations)', 'Result 10 shown as sum total', 'Distinct separation between different prime pairs",Symbolic Mathematical,Number Theory,38
"Visualize Pascal’s Triangle with the first 5 rows, highlighting triangular numbers.","Rows 0–4:
1
1 1
1 **2** 1
1 3 **3** 1
1 4 **6** 4 1
Triangular numbers (1, 3, 6) should be distinctly colored or circled.","Correct triangular arrangement with 5 rows', 'Accurate numerical values in each row', 'Triangular numbers (1,3,6) distinctly highlighted', 'Consistent highlighting method (color/circles) for triangular numbers', 'Row numbers (0-4) either implied or labeled",Symbolic Mathematical,Number Theory,39
Show the Fibonacci sequence up to the 10th term and highlight which terms are prime numbers.,"Sequence: 0, 1, 1, 2, 3, 5, 8, 13, 21, 34. Primes highlighted: 2, 3, 5, 13.","The first 10 Fibonacci terms (0, 1, 1, 2, 3, 5, 8, 13, 21, 34) are listed in order.', 'Prime numbers (2, 3, 5, 13) are distinctly highlighted using color, labels, or symbols.', 'Non-prime terms (e.g., 0, 1, 8, 21, 34) are not highlighted.', 'Clarity in distinguishing term positions (e.g., numbering terms 1 to 10).",Symbolic Mathematical,Number Theory,40
Compare the multiplication of 6 × 7 in base 10 vs. base 12.,"Two grids:
- Base 10: 42 (4×10 + 2).
- Base 12: 36 (3×12 + 6 → '36' in base 12).","Presence of two distinct grids labeled clearly as Base 10 and Base 12', 'Base 10 grid accurately shows 4×10 + 2 (place value decomposition)', 'Base 12 grid correctly represents 3×12 + 6 with proper positional notation', 'Numerical results (42 in base 10 vs 36 in base 12) are explicitly labeled', 'Visual distinction between base systems (e.g., subscript notation for base identifiers)",Symbolic Mathematical,Number Theory,41
Visualize 17 mod 5 using a circular clock-like diagram.,"A clock labeled 0-4 (mod 5). 17 is shown as 3 full rotations (15) + remainder 2, pointing to 2 on the clock.","Clock face clearly labeled with numbers 0-4', 'Visual indication of 3 full rotations (15 units total)', 'Pointer/arrow lands precisely on 2 for the remainder', 'Numerical annotation showing 17 = 3×5 + 2', 'Clear separation between full rotations and final remainder position",Symbolic Mathematical,Number Theory,42
"Create a 5x5 Ulam Spiral grid starting at 1, highlighting prime numbers.","A spiral grid with numbers 1-25 arranged clockwise. Primes (2,3,5,7,11,13,17,19,23) highlighted in contrasting colors.","Correct spiral pattern starting at center (1) moving clockwise', 'All numbers 1-25 present in proper spiral sequence', 'All prime numbers (2,3,5,7,11,13,17,19,23) clearly highlighted', 'Non-prime numbers (including 1) shown without highlighting', 'Consistent visual coding (e.g., color/shading) for primes",Symbolic Mathematical,Number Theory,43
Solve the system `x ≡ 2 mod 3` and `x ≡ 3 mod 5` using the Chinese Remainder Theorem.,"Image shows numbers congruent to 2 mod 3 (2,5,8,11,14,...) and 3 mod 5 (3,8,13,18,...). The common solution 8 is highlighted.","Two separate number sequences clearly displayed (2 mod 3 and 3 mod 5)', 'First sequence shows 2,5,8,11,14... with proper spacing', 'Second sequence shows 3,8,13,18... with proper spacing', 'Common solution 8 prominently highlighted in both sequences', 'Visual connection (e.g., Venn diagram overlap) showing intersection point",Symbolic Mathematical,Number Theory,44
Show the divisibility rule for 9 using the example of the number 729.,The number 729 split into digits: 7 + 2 + 9 = 18. The image should highlight the sum (18) and show that 18 is divisible by 9 (18 ÷ 9 = 2).,"729 visually decomposed into individual digits (7, 2, 9)', 'Addition process clearly shown: 7 + 2 + 9 = 18', 'Final sum (18) prominently displayed', 'Division demonstration: 18 ÷ 9 = 2 with result emphasis', 'Clear connection between digit sum and divisibility conclusion",Symbolic Mathematical,Number Theory,45
Depict the first 8 Fibonacci numbers and highlight which are prime.,"The sequence: 1, 1, 2, 3, 5, 8, 13, 21. Primes (2, 3, 5, 13) should be marked distinctly (e.g., circled or colored).","Complete sequence shown: 1, 1, 2, 3, 5, 8, 13, 21', 'Non-primes (1, 8, 21) unmarked', 'Primes (2, 3, 5, 13) clearly distinguished', 'Visual hierarchy maintaining sequence order', 'Appropriate labeling to avoid confusion with twin primes",Symbolic Mathematical,Number Theory,46
Create a 12-hour modular arithmetic clock showing the result of 10 mod 4.,"A circular clock with numbers 0–3. An arrow points to 2 (since 10 mod 4 = 2), and the equation 10 ≡ 2 (mod 4) should be displayed.","'Clock has 4 positions labeled 0, 1, 2, 3 (not standard 12-hour labels)', 'Arrow unambiguously points to the number 2', 'Equation 10 ≡ 2 (mod 4) is legible and adjacent to the clock', 'Visual distinction between the modular clock and traditional clocks'",Symbolic Mathematical,Number Theory,47
Show twin prime pairs between 10 and 30.,"Highlighted pairs: (11, 13), (17, 19), (29, 31) with a gap of 2 between each pair. The numbers should be grouped or connected.","All three pairs (11,13), (17,19), and (29,31) are shown', 'Each pair visually connected (lines/brackets/color coding)', 'Numerical gap of 2 explicitly shown (e.g., spacing or annotations)', 'No extraneous numbers or incorrect pairs included', '31 is shown despite being outside 10-30 range (as per mathematical definition)",Symbolic Mathematical,Number Theory,48
Illustrate the factors of the perfect number 28 and their sum.,"Factors 1, 2, 4, 7, 14 arranged around 28. The sum 1 + 2 + 4 + 7 + 14 = 28 should be clearly shown.","All proper factors (1,2,4,7,14) are displayed', 'Factors are visually associated with 28 (e.g., radial arrangement or arrows)', 'Sum equation is complete: 1+2+4+7+14=28', '28 is centrally positioned and distinct from factors', 'No extraneous numbers (e.g., 28 itself in the sum)",Symbolic Mathematical,Number Theory,49
"Depict the factors of 24 as rectangular arrays (e.g., 2×12, 3×8).","Visual grids or rectangles representing factor pairs: 1×24, 2×12, 3×8, 4×6. Each pair should be labeled.","All factor pairs shown: 1×24, 2×12, 3×8, 4×6', 'Arrays use grid/rectangle structures (not just text)', 'Each array proportionally accurate (e.g., 2×12 rectangle longer than 3×8)', 'Pairs clearly labeled with multiplication expressions', 'No missing or incorrect factor pairs (e.g., 5×4.8 excluded)",Symbolic Mathematical,Number Theory,50
Visualize the LCM of 8 and 12 by listing their multiples until a common value is found.,"Multiples of 8 (8, 16, 24, 32) and 12 (12, 24, 36) displayed in parallel lists. The first common multiple (24) should be highlighted.","Complete multiple sequences: 8,16,24,32 and 12,24,36', 'Parallel alignment showing correspondence', '24 is visually emphasized (color/box/arrow)', 'No numbers beyond first common multiple required', 'Clear distinction between the two number sequences",Symbolic Mathematical,Number Theory,51
Illustrate the Sieve of Eratosthenes method to find all prime numbers up to 30.,"A grid of numbers 2–30 with non-primes (multiples of 2, 3, 5, etc.) crossed out. Primes 2, 3, 5, 7, 11, 13, 17, 19, 23, 29 remain highlighted.","Complete grid of numbers from 2 to 30', 'Proper sequential elimination of multiples (2, 3, 5 first)', 'All primes remaining clearly highlighted/unmarked', 'Non-prime numbers correctly crossed out', 'Visual distinction between eliminated and remaining numbers",Symbolic Mathematical,Number Theory,52
Visualize that 8 and 15 are coprime by showing their prime factorizations.,"8 = 2 × 2 × 2 and 15 = 3 × 5 displayed side-by-side with no overlapping factors, emphasizing GCD = 1.","Accurate prime factorization (2³ for 8, 3×5 for 15)', 'Clear visual separation between factors', 'No overlapping prime numbers shown', 'Explicit indication of GCD=1', 'Distinct formatting for different prime bases",Symbolic Mathematical,Number Theory,53
Depict the Goldbach conjecture by expressing the even number 10 as the sum of two primes.,"Two pairs of primes (3+7 and 5+5) visually combined to form 10, with primes distinctly labeled.","'Both valid pairs shown (3+7 and 5+5)', 'Prime components clearly labeled as primes', 'Summation visualization equals 10', 'Distinction between prime and composite numbers', 'Representation of conjecture's basic principle'",Symbolic Mathematical,Number Theory,54
"Create a modular clock for modulus 5, demonstrating that 17 mod 5 = 2.","A clock labeled 0–4. An arrow starts at 0, circles 3 full times (15 steps), then lands on 2 after 17 total steps.","Correct clock labeling (0-4 for modulus 5)', 'Clear demonstration of 3 full rotations (15 units)', 'Final position at 2 after 17 total steps', 'Visual distinction between rotations and remainder', 'Mathematical notation showing 17 ≡ 2 mod 5",Symbolic Mathematical,Number Theory,55
Illustrate that 28 is a perfect number by summing its proper divisors.,"Divisors 1, 2, 4, 7, 14 arranged around 28 with arrows summing to 28 (1+2+4+7+14 = 28).","All proper divisors (1, 2, 4, 7, 14) are visibly present', 'Arrows clearly demonstrate summation flow to 28', 'Final equation 1+2+4+7+14=28 is displayed', 'Visual distinction between divisors and the original number 28', 'Clarity in showing no other numbers are included as divisors",Symbolic Mathematical,Number Theory,56
Show twin primes 11 and 13 on a number line.,"A number line segment from 10–14 with 11 and 13 highlighted, emphasizing their 2-unit gap.","Number line clearly spans 10-14', '11 and 13 distinctly highlighted/emphasized', '2-unit gap visually apparent between primes', 'Non-prime numbers (10, 12, 14) not emphasized', 'Twin prime relationship explicitly labeled or implied",Symbolic Mathematical,Number Theory,57
Display all divisors of 24 arranged around the number.,"24 centered with divisors 1, 2, 3, 4, 6, 8, 12, 24 connected via radial lines or concentric circles.","All divisors (1,2,3,4,6,8,12,24) present', 'Central positioning of 24', 'Clear organizational structure (radial/concentric)', 'Visual hierarchy distinguishing proper vs improper divisors', 'No missing or extra numbers included",Symbolic Mathematical,Number Theory,58
Create a Venn diagram showing the prime factors of 24 and 36 to illustrate their GCD and LCM.,"- **24 = 2³×3**, **36 = 2²×3²**.
- Venn diagram: Intersection has **2²×3** (GCD = 12), union has **2³×3²** (LCM = 72).","Correct prime factorization displayed for both numbers', 'Venn diagram circles properly labeled for 24 and 36', 'Intersection shows GCD (2²×3) with proper exponents', 'Union shows LCM (2³×3²) with proper exponents', 'Visual distinction between shared/unique factors",Symbolic Mathematical,Number Theory,59
Depict a modular arithmetic clock for 23 mod 7.,"A 7-hour clock face with numbers 0–6. The hand points to **23 - 3×7 = 2**, showing **23 ≡ 2 mod 7**.","Correct 7-hour clock face (0-6)', 'Visual representation of full rotations (3×7)', 'Final pointer position at 2', 'Mathematical equation shown (23-21=2)', 'Clear modular equivalence notation (23 ≡ 2 mod 7)",Symbolic Mathematical,Number Theory,60
Show the prime factorization tree of 84.,"Tree steps:
84 → 2 × 42 → 2 × 21 → 3 × 7. Final factorization: **2² × 3 × 7**.","Proper tree structure with root at 84', 'Correct sequential branching (2×42 → 2×21 → 3×7)', 'Termination at prime factors only', 'Final factorization displayed with exponents', 'Clear hierarchical connection between nodes",Symbolic Mathematical,Number Theory,61
Convert 25 to base 2 (binary) and visualize the steps.,"Division steps:
25 ÷ 2 = 12 R1
12 ÷ 2 = 6 R0
6 ÷ 2 = 3 R0
3 ÷ 2 = 1 R1
1 ÷ 2 = 0 R1
Result: **11001** (read bottom-to-top).","All division steps (25→12→6→3→1→0) with remainders clearly shown', 'Remainders arranged in bottom-to-top order for final binary result', 'Emphasis on the **R1/R0** notation in each step', 'Correct binary output **11001** prominently displayed",Symbolic Mathematical,Number Theory,62
"Visualize Bézout’s identity for GCD(28, 16) as a linear combination.","GCD(28,16) = 4. Equation: **4 = 28×1 + 16×(-1)**, shown with coefficients 1 and -1.","GCD value (4) explicitly stated', 'Coefficients 1 and -1 highlighted in equation', 'Proper alignment showing relationship between original numbers (28,16) and GCD', 'Negative coefficient visually distinguished (color/symbol)",Symbolic Mathematical,Number Theory,63
Show how to count trailing zeros in 50! (50 factorial).,"Steps:
50 ÷ 5 = 10
50 ÷ 25 = 2
Total trailing zeros = **10 + 2 = 12**.","Clear separation of division by 5¹ and 5² steps', 'Quotients (10 and 2) displayed as intermediate results', 'Summation process for final total (12)', 'Power hierarchy visualization (5 vs 25)",Symbolic Mathematical,Number Theory,64
