Prompt,Reference Caption,Category,Subcategory,id,Assessment Point
Visualize the message 'OWL' encoded in ASCII art using Unicode characters.,U+1F989 U+1F989 U+1F989,Symbolic Mathematical,Cryptographic Encoding,12,"The prompt asks for 'OWL' to be visualized in ASCII art using Unicode characters. The Reference Caption uses the Unicode character U+1F989 (the owl emoji) three times, visually encoding 'OWL' through the emoji representation. This approach correctly matches the intended cryptographic encoding task by using visual Unicode characters to represent the word."
Depict a Vigenère cipher encryption of the word 'STYMIE' using the key 'UNFOLD'.,An image of 'UACQLF'.,Symbolic Mathematical,Cryptographic Encoding,13,"The prompt requests the Vigenère cipher encryption of the word 'STYMIE' using the key 'UNFOLD'. The Vigenère cipher works by shifting each letter of the plaintext by the corresponding letter in the key. The Reference Caption correctly provides the encrypted text 'UACQLF', which matches the expected output for the Vigenère cipher encryption of 'STYMIE' using 'UNFOLD'."
Show the hexadecimal representation of the word 'CRYPT' using UTF-16 encoding.,U+0043 U+0052 U+0059 U+0054 U+0050,Symbolic Mathematical,Cryptographic Encoding,14,"The prompt asks for the UTF-16 hexadecimal representation of the word 'CRYPT'. In UTF-16 encoding, each character is represented by its Unicode code point. The Reference Caption provides the correct hexadecimal code points for each letter in 'CRYPT' (U+0043 for 'C', U+0052 for 'R', U+0059 for 'Y', U+0054 for 'T', and U+0050 for 'P'). This accurately reflects the UTF-16 encoding for the word 'CRYPT'."
Depict a Caesar cipher where the word 'REASON' is encrypted with a shift of 2.,An image of 'SFHPSU'.,Symbolic Mathematical,Cryptographic Encoding,15,"'Correct application of +2 alphabetical shift to each character', 'Accurate wrapping from Z to B when required', 'Exact final encrypted text SFHPSU displayed', 'Clear visual distinction between plaintext and ciphertext', 'Proper alignment and formatting of shifted characters'"
Visualize the message 'QUIRK' encoded in binary using ASCII art.,01010001 01010101 01001001 01010010 01001011,Symbolic Mathematical,Cryptographic Encoding,16,"'Accurate ASCII-to-binary conversion for each character', 'Correct binary sequences: Q(01010001), U(01010101), I(01001001), R(01010010), K(01001011)', 'Proper spacing between binary octets', 'Visual consistency in ASCII art style', 'Legible binary digit representation'"
Show the Unicode representation of the word 'VIRUS' using hexadecimal.,U+0056 U+0069 U+0072 U+0075 U+0073,Symbolic Mathematical,Cryptographic Encoding,17,"'Correct Unicode code points: V(0056), I(0069), R(0072), U(0075), S(0073)', 'Proper U+ prefix format for all characters', 'Consistent hexadecimal casing (lowercase preferred)', 'Appropriate spacing between code points', 'Complete sequence without omissions'"
Depict a ROT13 cipher encryption of the word 'DIALOGUE' using no key.,An image of 'QNVYBTLH'.,Symbolic Mathematical,Cryptographic Encoding,18,"'Accurate 13-character shift for all letters', 'Proper handling of letter wrapping (A-Z continuity)', 'Correct final ciphertext: QNVYBTLH', 'Clear visual representation of substitution mechanism', 'Consistent letter casing in output'"
Visualize the message 'OPINION' encoded in UTF-8 using Unicode characters.,U+004F U+0050 U+0049 U+004E U+0049 U+004F U+004E,Symbolic Mathematical,Cryptographic Encoding,19,"'Correct UTF-8 code points: O(004F), P(0050), I(0049), N(004E), I(0049), O(004F), N(004E)', 'Proper U+ notation format', 'Sequential ordering matching original word', 'Consistent hexadecimal representation', 'Complete representation of all seven characters'"
Render the binary representation of the phrase 'JOURNEY TIME' using ASCII encoding.,J: 01001010 O: 01001111 U: 01010101 R: 01010010 N: 01001110 E: 01000101 Y: 01011001  (space): 00100000 T: 01010100 I: 01001001 M: 01001101 E: 01000101,Symbolic Mathematical,Cryptographic Encoding,20,"'Accurate ASCII conversion for all letters in JOURNEYTIME (note: space between Y and T)', 'Correct binary values for each character (including space: 00100000)', 'Proper formatting with letter labels and colons', 'Double space between Y and T maintaining phrase structure'"
Show the Vigenère cipher encryption of the word 'BREEZE' using the key 'CLIMATE'.,An image of 'YLLKGRVJ'.,Symbolic Mathematical,Cryptographic Encoding,21,"'Correct application of Vigenère algorithm with key repetition (CLIMATE → CLIMCLIM)', 'Accurate letter shifts (B→Y, R→L, E→L, etc.)', 'Final encrypted text matches YLLKGRVJ exactly', 'Clear visual distinction between original and encrypted text'"
Show the Morse code encryption of the word 'SOS'.,... --- ...,Symbolic Mathematical,Cryptographic Encoding,22,"'Correct Morse sequence: 3 dots for S, 3 dashes for O, 3 dots for S', 'Proper spacing between letters (single spaces between code groups)', 'No additional symbols or separators', 'Accurate representation of dash (-) and dot (.) symbols'"
Depict the Morse code for the word 'HELP'.,.... . .-.. .--.,Symbolic Mathematical,Cryptographic Encoding,23,"'Correct sequences: H(....), E(.), L(.-..), P(.--.)', 'Proper spacing between letter codes', 'Accurate use of dots and dashes in each code group', 'No extra characters or misplaced symbols'"
Show the ASCII decimal values for the word 'BYTE'.,66 89 84 69,Symbolic Mathematical,Cryptographic Encoding,24,"'Correct ASCII decimal for B (66)', 'Correct ASCII decimal for Y (89)', 'Correct ASCII decimal for T (84)', 'Correct ASCII decimal for E (69)', 'Proper sequential order of values matching BYTE', 'Appropriate spacing between numbers'"
Render the HTML entities for the characters '<>&'.,&lt;&gt;&amp;,Symbolic Mathematical,Cryptographic Encoding,25,"'Correct entity for < (&lt;)', 'Correct entity for > (&gt;)', 'Correct entity for & (&amp;)', 'Proper sequence of entities matching <>&', 'No extraneous characters or missing semicolons', 'Appropriate concatenation without spaces'"
Encrypt 'BOUTIQUE' with Rail Fence cipher using 3 rails.,BOTEIQUUI,Symbolic Mathematical,Cryptographic Encoding,26,"'Correct arrangement in 3-rail zigzag pattern', 'Proper reading sequence (top to bottom rails)', 'Inclusion of all original characters', 'Correct ordering of B O T E I Q U U I', 'No duplicate or missing letters', 'Accurate reconstruction from cipher pattern'"
Show the Vigenère cipher encryption of the word 'LANTERN' using the key 'MAP'.,BNXJYM,Symbolic Mathematical,Cryptographic Encoding,27,"'Correct key repetition (MAPMAP)', 'Accurate shift calculations for each character pair', 'Proper handling of case (assuming uppercase)', 'Correct mapping: L+M=B, A+A=N, N+P=X, T+M=J, E+A=Y, R+P=M', 'No transposition errors in final ciphertext', 'Complete encryption of all 6 characters'"
Depict the Caesar cipher encryption of 'QUICK' with a shift of 7.,BVLPA,Symbolic Mathematical,Cryptographic Encoding,28,"'Correct shift application (+7 positions)', 'Accurate mapping: Q→B, U→V, I→L, C→P, K→A', 'No alphabet wrap-around errors', 'Consistent case preservation', 'Maintained original character count', 'Proper sequence without substitutions'"
Show the hexadecimal representation of 'OCEAN' using UTF-8 encoding.,4F 43 45 41 4E,Symbolic Mathematical,Cryptographic Encoding,29,"'Correct hex values for each character (O=4F, C=43, E=45, A=41, N=4E)', 'Proper space separation between hex codes', 'Uppercase hexadecimal digits', 'Complete representation without missing characters'"
Visualize the ROT13 encoding of the message 'MYSTERY'.,ZFLGERL,Symbolic Mathematical,Cryptographic Encoding,30,"'Accurate letter substitution (M→Z, Y→F, S→L, T→G, E→R, R→E, Y→L)', 'Preservation of uppercase formatting', 'No non-alphabetic characters present', 'Complete transformation of all characters'"
Render the URL encoding of the phrase 'Decode this!'.,Decode%20this%21,Symbolic Mathematical,Cryptographic Encoding,31,"'Space character properly encoded as %20', 'Exclamation mark correctly converted to %21', 'Alphanumeric characters left unencoded', 'Correct placement of encoded characters within the string'"
Depict the binary representation of the letter 'C' using ASCII encoding.,01000011,Symbolic Mathematical,Cryptographic Encoding,32,"'Accurate 8-bit binary representation (ASCII 67 = 01000011)', 'Inclusion of leading zero', 'No extraneous bits or truncation', 'Clear visual distinction between binary digits'"
Show the ASCII values of the word 'VIOLET' separated by spaces.,86 73 79 76 69 84,Symbolic Mathematical,Cryptographic Encoding,33,"'Correct decimal ASCII values for each character: V=86, I=73, O=79, L=76, E=69, T=84.', 'Values are ordered sequentially (V→I→O→L→E→T) and separated by single spaces.', 'No extra characters, symbols, or formatting errors in the output.'"
Visualize the Base32 encoding of the word 'Pluto'.,KRSXG5D2,Symbolic Mathematical,Cryptographic Encoding,34,"'Exact match to the Base32 output KRSXG5D2 with uppercase letters.', 'No padding characters (e.g., =) since the input length is valid for Base32.', 'Accurate representation of the 5-byte input (Pluto) into 8-character Base32 encoding.'"
Depict the XOR encryption of 'A' with key 'A' (show result in hexadecimal).,00,Symbolic Mathematical,Cryptographic Encoding,35,"'Correct computation of XOR between A (0x41) and key A (0x41), resulting in 0x00.', 'Hexadecimal representation uses two digits (00) with leading zero.', 'No use of decimal, binary, or alternate formats for the output.'"
Render the URL encoding of 'Eclipse Vision!'.,Eclipse%20Vision%21,Symbolic Mathematical,Cryptographic Encoding,36,"'Space is encoded as %20 and exclamation mark as %21.', 'Alphanumeric characters (E, c, l, i, p, s, V, n) remain unencoded.', 'Correct placement of encoded values: Eclipse%20Vision%21 with no missing or extra symbols.'"
Depict the A1Z26 cipher for the word 'QUIZ'.,17 21 9 26,Symbolic Mathematical,Cryptographic Encoding,37,"'Accurate alphabetical positions: Q=17, U=21, I=9, Z=26.', 'Numbers are ordered sequentially (Q→U→I→Z) and separated by spaces.', 'No extra characters or deviations from the Reference Caption sequence (17 21 9 26).'"
Visualize the Atbash cipher encryption of 'VECTOR'.,EFGCIW,Symbolic Mathematical,Cryptographic Encoding,38,"'Correct application of Atbash cipher (A↔Z, B↔Y mapping)', 'Accurate letter-by-letter transformation (V→E, E→F, C→G, T→C, O→I, R→W)', 'Final encrypted text clearly displayed as EFGCIW', 'Visual distinction between plaintext and ciphertext'"
Show the binary representation of 'FIRE' using ASCII encoding.,01000110 01001001 01010010 01000101,Symbolic Mathematical,Cryptographic Encoding,39,"'Correct ASCII values for characters: F=70, I=73, R=82, E=69', 'Accurate 8-bit binary conversion (70→01000110, 73→01001001, 82→01010010, 69→01000101)', 'Proper spacing between binary representations', 'Visual clarity in distinguishing individual bits', 'Consistent binary formatting (leading zeros maintained)'"
Render the Base64 encoding of 'Decode me'.,RGVjb2RlIG1l,Symbolic Mathematical,Cryptographic Encoding,40,"'Correct grouping of input bytes (24-bit groups)', 'Proper padding implementation if needed', 'Accurate conversion using Base64 index table', 'Final encoded result displayed as RGVjb2RlIG1l', 'Visual representation of encoding process steps'"
Encrypt the number '1837' using ROT5 cipher.,6342,Symbolic Mathematical,Cryptographic Encoding,41,"'Correct application of ROT5 (0-9 number shift)', 'Accurate digit transformation: 1→6, 8→3, 3→8, 7→2', 'Proper handling of wrap-around (5+5=10→0 with carry)', 'Final encrypted number clearly shown as 6342', 'Visual distinction between original and encrypted numbers'"
Depict the Atbash cipher encryption of the message 'GADGET'.,TZWTVG,Symbolic Mathematical,Cryptographic Encoding,42,"'Consistent application of Atbash mapping (G→T, A→Z, D→W)', 'Correct handling of duplicate letters (double G→double T)', 'Final encrypted text properly displayed as TZWTVG', 'Visual alignment between plaintext and ciphertext characters', 'Clear representation of alphabet reversal mechanism'"
Visualize the reverse cipher encryption of 'MYSTERY'.,YRETSYM,Symbolic Mathematical,Cryptographic Encoding,43,"'Clear visual representation of character sequence reversal', 'Original MYSTERY shown being transformed step-by-step', 'Final encrypted text YRETSYM displayed prominently', 'Characters maintain case consistency (all uppercase)', 'No additional characters or symbols present in output'"
Render the SHA-256 hash of the string 'puzzle'.,c3b7e4f2255a4425b7b7d96f0e960fe574b1b118d2078108f2ba622f3897e424,Symbolic Mathematical,Cryptographic Encoding,44,"'Exact 64-character hexadecimal hash displayed', 'Visual distinction between input (lowercase puzzle) and output hash', 'Proper representation of hash case sensitivity (all lowercase)', 'No partial hashes or truncated outputs', 'Clear indication of SHA-256 algorithm used in visualization'"
Show the binary representation of the letter 'Q' using ASCII encoding.,01010001,Symbolic Mathematical,Cryptographic Encoding,45,"'Correct 8-bit binary sequence displayed', 'Clear association between Q and its binary equivalent', 'Proper spacing/grouping of binary digits (no spaces between bits)', 'Mention of ASCII standard in visualization', 'Decimal value (81) shown as intermediate step (optional but beneficial)'"
Visualize the octal representation of 'KNIFE' using ASCII encoding.,113 110 105 106 115,Symbolic Mathematical,Cryptographic Encoding,46,"'Each character converted to 3-digit octal equivalent', 'Proper spacing between octal values (space-separated)', 'Correct octal sequence: K(113)-N(110)-I(105)-F(106)-E(115)', 'Consistent use of ASCII encoding standard', 'Numeric representation without additional symbols or prefixes'"
Render the HTML entity encoding of 'CODE'.,&lt;CODE&gt;,Symbolic Mathematical,Cryptographic Encoding,47,"'Correct replacement of < with &lt; and > with &gt;', 'Accurate preservation of original capitalization in CODE', 'No extraneous characters or incorrect entity formats (e.g., missing semicolons)', 'Proper sequence ordering without spaces between entities and text'"
Depict the XOR encryption of the message 'BREEZE' with the key '9876'.,An image of 'DDBDVG UIBO'.,Symbolic Mathematical,Cryptographic Encoding,48,"'Correct cyclical application of 4-character key to 6-character message', 'Accurate ASCII-based XOR results for each character pair', 'Proper separation of encrypted words matching plaintext structure', 'Consistent casing in output (all uppercase as in example)'"
Visualize the Caesar cipher where the word 'ANALOG' is encrypted with a shift of 4.,An image of 'ERPEKQ'.,Symbolic Mathematical,Cryptographic Encoding,49,"'Correct +4 alphabetical shift for each character', 'Accurate wrap-around from Z to D for letter A → E', 'Preservation of original word length and capitalization', 'No non-alphabetic characters or unReference Caption symbols'"
Render the Base64 encoding of the phrase 'LIGHT AND DARK'.,TElHVEggQU5EIERBUksi,Symbolic Mathematical,Cryptographic Encoding,50,"'Correct padding with = at string end', 'Proper grouping into 4-character segments', 'Accurate encoding of spaces between words', 'Consistent use of uppercase Base64 characters'"
Show the hexadecimal representation of the word 'BRIDGE' using UTF-8 encoding.,42 52 49 44 47 45,Symbolic Mathematical,Cryptographic Encoding,51,"'Correct hex values for each character: B=42, R=52, I=49, D=44, G=47, E=45', 'Proper space separation between hex pairs', 'Uppercase hexadecimal digits (A-F)', 'No extraneous prefixes like 0x or \x'"
"Depict the ROT13 encoding of the message 'WIND, BREEZE'.","JVAQ, OERRMR",Symbolic Mathematical,Cryptographic Encoding,52,"'Each letter is shifted 13 positions in the alphabet (e.g., W→J, I→V, N→A).', 'Non-alphabetic characters (comma, space) remain unchanged.', 'Case preservation: Uppercase letters in the input remain uppercase in the output (e.g., WIND becomes JVAQ).', 'Comma is correctly included at the end of the encoded message.'"
Visualize the Base32 encoding of the phrase 'MANIFEST CREATION DREAM'.,TWFuaWZlc3QgQ3JlYXRpb24gRHJlYW0=,Symbolic Mathematical,Cryptographic Encoding,53,"'Encoded output matches the exact Reference Caption string, including uppercase letters and padding.', 'Proper use of Base32 alphabet characters (A-Z, 2-7, and = for padding).', 'Accurate grouping and padding to ensure the encoded string aligns with 40-bit blocks.', 'Spaces in the original phrase are preserved in the encoded output (if applicable).'"
Render the URL encoding of the phrase 'ftp://archive.org/data?search'.,ftp%3A%2F%2Farchive.org%2Fdata%3Fsearch,Symbolic Mathematical,Cryptographic Encoding,54,"'Reserved characters (:, /, ?) are correctly encoded as %3A, %2F, and %3F.', 'Non-reserved characters (e.g., letters, numbers) remain unaltered.', 'Encoded string exactly matches the Reference Caption output, including case sensitivity.', 'No unnecessary encoding of already safe characters.'"
Visualize the binary representation of the letter 'Z' using ASCII encoding.,01011010,Symbolic Mathematical,Cryptographic Encoding,55,"'Correct 8-bit binary representation of ASCII Z (decimal 90).', 'No additional bits or truncation—exactly 8 bits displayed.', 'Binary digits are grouped as a continuous string without spaces.', 'Uppercase Z is used, avoiding lowercase representations.'"
"Visualize the message 'XENON' encoded in ASCII hexadecimal, with each character separated by a space.",58 45 4E 4F 4E,Symbolic Mathematical,Cryptographic Encoding,56,"'Each character (X, E, N, O, N) is converted to its correct uppercase hexadecimal value (58, 45, 4E, 4F, 4E).', 'Hexadecimal codes are separated by single spaces as specified.', 'No extra spaces, prefixes (e.g., 0x), or suffixes included.', 'Case consistency: Hexadecimal uses uppercase letters (A-F).'"
Show the binary representation of the word 'HORIZON' using ASCII encoding.,H: 01001000 O: 01001111 R: 01010010 I: 01001001 Z: 01011010 O: 01001111 N: 01001110,Symbolic Mathematical,Cryptographic Encoding,57,"'Correct binary representation of H (01001000), O (01001111), R (01010010), I (01001001), Z (01011010), N (01001110) per ASCII standards.', 'Clarity in labeling each character with its corresponding binary code (e.g., H: 01001000).', 'Proper separation of binary codes (e.g., spaces or visual grouping for readability).'"
Depict a Caesar cipher where the word 'BREEZE' is encrypted with a shift of 2.,An image of 'DTGGAG',Symbolic Mathematical,Cryptographic Encoding,58,"'Accurate application of a shift of **2** to each letter (e.g., B→D, R→T, E→G, etc.).', 'Final encrypted text must spell **DTGGAG**.', 'Visual clarity in distinguishing the encrypted text from background elements.'"
"Visualize the message 'QUIZ' encoded in Base64, with each word separated by a space.",UXVpek=,Symbolic Mathematical,Cryptographic Encoding,59,"'Correct Base64 output: **UXVpek=** (no extra characters or spaces).', 'Inclusion of the required padding character **=** at the end.', 'Clear separation of the encoded string from other visual elements.'"
Show the binary representation of the word 'GADGET' using Unicode encoding.,G: 01000111 A: 01100001 D: 01100100 G: 01000111 E: 01100101 T: 01110100,Symbolic Mathematical,Cryptographic Encoding,60,"'Accurate 8-bit binary representation for each character (e.g., G→01000111, A→01100001).', 'Consistent labeling of characters with their binary equivalents (e.g., G: 01000111).', 'Proper alignment or spacing to avoid overlapping or misread codes.'"
Depict a Vigenère cipher encryption of the word 'FOURTH' using the key 'LIME'.,An image of 'UQJYKZ',Symbolic Mathematical,Cryptographic Encoding,61,"'Correct application of the Vigenère cipher using the repeating key **LIME** (L, I, M, E, L, I, M, etc.).', 'Final encrypted text must match **UQJYKZ** (case-sensitive).', 'Visual emphasis on the cipher text to ensure legibility (e.g., no distortion or background noise).'"
Show the hexadecimal representation of the word 'STORM' using UTF-16 encoding.,S: 0053 T: 0054 O: 004F R: 0052 M: 004D,Symbolic Mathematical,Cryptographic Encoding,62,"'Correct 4-digit UTF-16 hexadecimal codes for each character: S as 0053, T as 0054, O as 004F, R as 0052, M as 004D.', 'Hexadecimal values formatted with leading zeros (e.g., 0053 instead of 53).', 'Order of characters matches STORM.', 'Clear labeling (e.g., S: 0053) if labels are included.'"
Depict a ROT13 cipher where the word 'MOUNT' is encrypted.,An image of 'ZBHG',Symbolic Mathematical,Cryptographic Encoding,63,"'Each letter in MOUNT is shifted by exactly 13 positions (e.g., M → Z, O → B).', 'Case preservation: encrypted text ZBHG in uppercase (matching input case).', 'Accurate depiction of the encrypted result without typos or formatting errors.'"
"Visualize the message 'RACE' encoded in Unicode escape sequences, with each character separated by a space.",R: \u0052 A: \u0041 C: \u0043 E: \u0045,Symbolic Mathematical,Cryptographic Encoding,64,"'Correct Unicode escape sequences for each character: R as \u0052, A as \u0041, C as \u0043, E as \u0045.', 'Escape sequences formatted with \u prefix followed by 4 hexadecimal digits.', 'Spaces between escape sequences as specified (e.g., \u0052 \u0041 \u0043 \u0045).'"
"Visualize the message 'EXPERT' encoded in hexadecimal, with each letter separated by a space.","E: 45, X: 58, P: 50, E: 45, R: 52, T: 54",Symbolic Mathematical,Cryptographic Encoding,65,"'Each character (E, X, P, E, R, T) is paired with its correct hexadecimal value.', 'Hex values are uppercase and formatted as specified (e.g., E: 45).', 'Letters and hex codes are separated by spaces and clearly aligned.', 'No errors in ASCII-to-hex conversion (e.g., P correctly maps to 50).'"
Show the binary representation of the word 'ENCRYPT' using UTF-8 encoding.,"E: 01000101, N: 01001110, C: 01000011, R: 01010010, Y: 01011001, P: 01010000, T: 01010100",Symbolic Mathematical,Cryptographic Encoding,66,"'Each letter in ENCRYPT is converted to its 8-bit UTF-8 binary equivalent.', 'Binary strings are precise (e.g., E = 01000101, not truncated).', 'Binary values are grouped by character and separated for readability.', 'No errors in UTF-8 encoding logic (e.g., N maps to 01001110, not 01001010).'"
Show the ASCII art representation of the word 'ASCII' using the ASCII character set.,"A: /_/\, S: ^_^, C: /_/\, I: /_\",Symbolic Mathematical,Cryptographic Encoding,67,"'Each character (A, S, C, I) is depicted using the specified ASCII symbols.', 'Symbols match common ASCII art conventions (e.g., A as /_/\).', 'Characters are distinct and spaced appropriately to form the word ASCII.', 'No use of non-ASCII symbols or complex graphics beyond basic characters.'"
Depict a substitution cipher where the word 'MYSTIFY' is encrypted by replacing each letter with the letter three positions ahead.,An image of 'PBWVBUB'.,Symbolic Mathematical,Cryptographic Encoding,68,"'The encrypted text PBWVBUB is prominently visible.', 'Each letter in MYSTIFY is shifted forward by 3 positions (e.g., M→P, Y→B).', 'Wrapping at the end of the alphabet is handled correctly (e.g., Y→B).', 'The substitution rule (shift of +3) is clearly implied or labeled.'"
"Visualize the message '100101' encoded in decimal, with each digit separated by a space.","1: 1, 0: 0, 0: 0, 1: 1, 0: 0, 1: 1",Symbolic Mathematical,Cryptographic Encoding,69,"'Each binary digit (0/1) is correctly converted to its decimal equivalent (0→0, 1→1).', 'Digits are clearly separated by spaces as specified.', 'Sequence order of the original message 100101 is preserved.', 'No extraneous grouping or misinterpretation of binary digits (e.g., treating pairs as bytes).'"
Show the hexadecimal representation of the string 'QUERY' in UTF-8 encoding.,51 55 52 45 59,Symbolic Mathematical,Cryptographic Encoding,70,"'Accurate hexadecimal codes for each character (Q=51, U=55, R=52, E=45, Y=59).', 'Hex values use uppercase letters as specified in the Reference Caption output.', 'Values are separated by spaces and maintain the original character order.', 'No inclusion of non-UTF-8 representations or incorrect delimiters.'"
Depict a ROT13 cipher where the word 'PREDICTION' is encrypted.,CNQRKVGRF,Symbolic Mathematical,Cryptographic Encoding,71,"'Each letter is shifted by exactly 13 positions (e.g., P→C, R→N).', 'Ciphertext matches the Reference Caption output CNQRKVGRF.', 'Uppercase letters are preserved in the encrypted result.', 'No non-alphabetic characters or incorrect substitutions (e.g., numbers or symbols).'"
Show the Base64 encoding of the string 'MODIFY DATA' in UTF-8 encoding.,TW9kaWZ5IERhdGE=,Symbolic Mathematical,Cryptographic Encoding,72,"'Correct Base64 encoding of MODIFY DATA in UTF-8 (matching the Reference Caption output).', 'No extraneous padding characters (e.g., =) unless required by the standard.', 'Case accuracy (uppercase letters for Base64 string as shown in the example).', 'Proper handling of spaces and UTF-8 byte conversion before encoding.'"
"Visualize the message 'XYZ' encoded in Unicode code points, with each character separated by a space.",88 89 90,Symbolic Mathematical,Cryptographic Encoding,73,"'Correct Unicode code points for each character: 88 (X), 89 (Y), 90 (Z).', 'Numbers displayed in decimal format, separated by spaces.', 'No extraneous symbols or incorrect values (e.g., hexadecimal or binary).'"
Show the URL encoding of the string 'QUIZ NIGHT' in UTF-8 encoding.,QUIZ%20NIGHT,Symbolic Mathematical,Cryptographic Encoding,74,"'Space character replaced with %20.', 'Alphanumeric characters (Q, U, I, Z, N, I, G, H, T) remain unencoded.', 'No over-encoding (e.g., letters not converted to percent-encoded values).'"
Depict a Caesar cipher where the word 'ENIGMA' is encrypted with a shift of 7.,LVNPDH,Symbolic Mathematical,Cryptographic Encoding,75,"'Each letter shifted forward by 7 positions in the alphabet (e.g., E → L, N → V, I → N, etc.).', 'Correct handling of wrap-around (e.g., N (14th letter) +7 → V (21st letter)).', 'Result matches the exact ciphertext: LVNPDH.'"
"Visualize the message '11010101' encoded in ASCII code, with each character separated by a space.",01011000 01011001 01011010 01011100,Symbolic Mathematical,Cryptographic Encoding,76,"'Binary representations match 8-bit ASCII codes: 01011000 (X), 01011001 (Y), 01011010 (Z), 01011100 (\).', 'Each binary value separated by a space.', 'No partial or incorrect binary values (e.g., truncated or extra bits).'"
Visualize the message 'Salutations Universe' encoded in Base64 format.,U2FsdXRhdGlvbnMgVW5pdmVyc2U=,Symbolic Mathematical,Cryptographic Encoding,77,"'Accurate conversion of alphanumeric characters to Base64', 'Proper padding with == at the end', 'Exact character sequence: U2FsdXRhdGlvbnMgVW5pdmVyc2U=', 'No line breaks or special formatting in the output', 'Maintaining case sensitivity of Base64 characters'"
