Prompt,Reference Caption,Assessment Point,Category,Subcategory,id
"Create an isosceles triangle and its mirror image across a vertical line of symmetry. Label corresponding vertices A/A', B/B', C/C'.",Two congruent isosceles triangles mirrored across vertical axis. Matching vertices equally distant from symmetry line with proper alphanumeric labels.,"['Vertical symmetry line equidistant from both triangles', 'Identical size and orientation of mirrored triangles', 'Accurate vertex labeling showing correspondence', 'Equal base angles maintained in reflection', 'Consistent distance from symmetry line for matching vertices']",Symbolic Mathematical,Spatial Reasoning,17
Illustrate a regular hexagon perfectly inscribed in a circle with all vertices touching the circumference.,"Six-sided regular polygon with equal sides/angles inside circle. Each vertex precisely contacts circumference, three pairs of parallel sides visible.","['All six vertices touch circle circumference', 'Equal side lengths and 120° internal angles', 'Three pairs of parallel opposite sides', 'Radii to vertices form 60° central angles', 'Symmetrical appearance from any rotation']",Symbolic Mathematical,Spatial Reasoning,18
"Draw a triangle with midpoints marked on two sides, connected by a midsegment parallel to the third side.","Triangle with midpoints clearly indicated on two sides, connected by line segment parallel to unmarked third side. Visual length comparison showing midsegment = ½ third side.","['Accurate midpoint marking on two sides', 'Midsegment parallel to third side', 'Length relationship clearly demonstrated', 'Proper angle maintenance in smaller triangle', 'Clear visual distinction between original and midsegment']",Symbolic Mathematical,Spatial Reasoning,19
Construct a parallelogram with opposite sides labeled as congruent and opposite angles marked as equal.,"Quadrilateral with two pairs of parallel sides. Matching hash marks on opposite sides, identical arc symbols on opposite angles.","['Two pairs of parallel sides', 'Congruent side markings with matching symbols', 'Equal angle measurements with matching arcs', 'Opposite angles equal but not 90°', 'Non-perpendicular adjacent angles']",Symbolic Mathematical,Spatial Reasoning,20
Create a rhombus with two 30° angles and two 150° angles. Mark all sides as equal length.,"Four-sided figure with equal-length sides, opposing angles of 30° and 150°. Side congruence symbols present.","['Confirm all sides equal through markings', 'Verify acute/obtuse angle measurements', 'Check opposing angles match', 'Validate congruent side hash marks', 'Ensure non-right angle relationships']",Symbolic Mathematical,Spatial Reasoning,21
Design a four-petaled flower shape that matches itself when rotated 90°. Indicate the rotation center with a star.,"Radially symmetric floral design with four identical petals. Central star marker, identical appearance at quarter turns.","['Confirm four identical petals', 'Verify star marks true center point', 'Check 90° rotational symmetry', 'Validate petal equidistance from center', 'Ensure pattern continuity between quadrants']",Symbolic Mathematical,Spatial Reasoning,22
Draw an isosceles triangle with a vertical line of symmetry. Highlight the axis and label the congruent sides.,"A triangle with two equal sides and a vertical symmetry axis through the apex. Congruent sides marked with hash marks, axis clearly highlighted.","['Vertical axis bisects base and reaches apex', 'Two sides marked as congruent with matching symbols', 'Base angles equal in measurement', 'Clear visual distinction of symmetry axis', 'Proper isosceles proportions (non-equilateral)']",Symbolic Mathematical,Spatial Reasoning,23
Create a circle with tangent line AB and secant line CD intersecting at point C outside the circle. Show the tangent-secant theorem relationship.,Circle with tangent AB touching at point T and secant CD intersecting circle at E and F. Visual proof that (CT)^2 = CE × CF with measurements shown.,"['Tangent touches at exactly one point', 'Secant passes through two circle points', 'Correct geometric mean relationship displayed', 'Accurate labeling of all key points', 'Clear visual hierarchy of elements']",Symbolic Mathematical,Spatial Reasoning,24
Construct a 3D pyramid with a square base in isometric projection. Show hidden edges with dashed lines.,"Square-based pyramid with front edges solid, rear edges dashed. Base square appears as rhombus in projection, triangular faces converge to apex.","['Square base appears as 60° rhombus', 'Four triangular faces visible', 'Correct use of dashed lines for hidden edges', 'Apex vertically above base center', 'Consistent isometric angles (30° for non-axial lines)']",Symbolic Mathematical,Spatial Reasoning,25
Illustrate the angle bisector theorem with triangle ABC and bisector AD. Show proportional side lengths.,Triangle with angle bisector dividing opposite side proportionally. Labels showing AB/AC = BD/DC with measurement examples.,"['Bisector divides angle into two equal parts', 'Clear proportional labeling of divided side', 'Visual indication of divided segments', 'Mathematical equation displayed correctly', 'Consistent scaling throughout diagram']",Symbolic Mathematical,Spatial Reasoning,26
Depict two congruent circles overlapping to form a lens shape. Highlight the overlapping region and chord connecting intersection points.,"Two equal-radius circles intersecting at two points. Lens-shaped overlap shaded, chord between intersection points drawn and labeled.","['Identical circle radii maintained', 'Two distinct intersection points', 'Clear shading of vesica piscis area', 'Chord connecting intersection points visible', 'Symmetrical overlap region']",Symbolic Mathematical,Spatial Reasoning,27
Draw a triangle showing a midsegment connecting two side midpoints. Demonstrate its parallel relationship to the third side.,Triangle with midpoints marked on two sides connected by midsegment. Visual indicators (arrow marks) show parallelism to third side. Length ratio (1:2) displayed.,"['Accurate midpoint markings on two sides', 'Clear parallel notation between midsegment and base', 'Length comparison annotation (½ base length)', 'Proper triangle proportions maintained', 'Midsegment endpoints precisely at midpoints']",Symbolic Mathematical,Spatial Reasoning,28
Construct a triangle with an angle bisector dividing the opposite side proportionally to adjacent sides. Show the length ratios.,Triangle with angle bisector creating proportional segments on opposite side. Visual indicators showing AD/DB = AC/BC ratio with measurement labels.,"['Accurate angle bisector construction', 'Proportional division of opposite side', 'Clear ratio labeling (e.g., 2:3 markings)', 'Consistent angle division at bisector origin', 'Proper triangle proportionality maintained']",Symbolic Mathematical,Spatial Reasoning,29
Display two concentric circles where the inner circle's diameter is exactly one-third of the outer circle's diameter.,Perfectly centered circles with diameter ratio 1:3. Multiple radius lines demonstrating proportional relationships between circles.,"['Shared center point visible', 'Clear 1:3 diameter ratio', 'Radial lines showing proportional distances', 'No elliptical distortion in circles', 'Hierarchical distinction between circles (e.g., line weight difference)']",Symbolic Mathematical,Spatial Reasoning,30
Create a rhombus with both diagonals intersecting at right angles. Mark the point where they bisect each other.,Rhombus with two diagonals intersecting at 90°. All four triangle segments formed by diagonals are congruent. Intersection point marked as bisection midpoint.,"['Equal side lengths on rhombus', 'Diagonals intersecting at precise 90° angle', 'Congruent triangles formed by diagonals', 'Midpoint clearly marked at intersection', 'Diagonal lengths follow rhombus proportions (unequal lengths)']",Symbolic Mathematical,Spatial Reasoning,31
Draw two lines that are perpendicular to each other.,2 perpendicular lines.,"['Verify two distinct lines intersect at exactly 90°', 'Confirm the lines form a right angle at intersection', 'Check lines extend sufficiently in both directions', 'Ensure proper orientation (e.g., horizontal/vertical or other angular configurations)', 'Validate absence of curvature in lines']",Symbolic Mathematical,Spatial Reasoning,32
Draw two similar triangles where one is twice as large as the other. Label corresponding angles with matching symbols.,"Two triangles with identical angle measures but different sizes. Corresponding angles (e.g., ∠A, ∠A') are marked equally, demonstrating similarity.","['Confirm size ratio of 2:1 between corresponding sides', 'Verify identical angle measures through geometric markings', 'Check consistent symbol labeling for matching angles', 'Validate proportional scaling in all dimensions', 'Ensure triangles maintain same shape characteristics']",Symbolic Mathematical,Spatial Reasoning,33
Illustrate a line segment with its midpoint marked clearly. Ensure both halves of the segment are equal.,"A straight line divided into two equal parts by a midpoint marker (e.g., a dot or label). Both segments must appear identical in length.","['Verify precise central positioning of midpoint marker', 'Confirm equal visual length on both sides', 'Check clear demarcation of midpoint (dot/label/dash)', 'Validate straightness of entire segment', 'Ensure no overlapping elements distort length perception']",Symbolic Mathematical,Spatial Reasoning,34
Draw a line segment and its perpendicular bisector intersecting at 90°. Highlight the midpoint where they cross.,"A horizontal/vertical line segment intersected by a perpendicular bisector at its midpoint. The intersection forms a right angle, with the midpoint explicitly labeled.","['Confirm bisector intersects original segment at 90°', 'Verify intersection occurs precisely at midpoint', 'Check explicit highlighting of intersection point', 'Validate equal division of original segment', 'Ensure bisector extends equally in both directions from midpoint']",Symbolic Mathematical,Spatial Reasoning,35
Show two intersecting lines forming a 45° angle. Label the acute and obtuse angles created.,Two lines intersecting to create one 45° angle (acute) and one 135° angle (obtuse). Both angles are numerically labeled.,"['Verify accurate 45° measurement at acute angle', 'Confirm 135° measurement at supplementary obtuse angle', 'Check clear numerical labeling of both angles', 'Validate proper angle arc markings', 'Ensure lines extend sufficiently to form measurable angles']",Symbolic Mathematical,Spatial Reasoning,36
Draw two parallel horizontal lines crossed by a diagonal transversal. Mark alternate interior angles as congruent.,"Parallel horizontal lines with a diagonal transversal. Alternate interior angles (e.g., ∠1 and ∠2) are marked with identical symbols to show congruence.","['Two distinct parallel horizontal lines', 'Diagonal transversal intersecting both lines', 'Clear identification of alternate interior angles', 'Congruence marking (identical symbols) on alternate interior angles', 'Correct angular positioning relative to transversal']",Symbolic Mathematical,Spatial Reasoning,37
"Display a square inscribed in a circle, with all four vertices touching the circumference.",A circle containing a square where each vertex contacts the circle’s edge. The square’s diagonals should align with the circle’s diameter.,"['Perfect square proportions (equal sides, right angles)', 'All four vertices making contact with circle circumference', 'Square diagonals coinciding with circle diameter', ""Accurate perpendicularity of square's sides"", 'Clear hierarchy showing circle encompassing square']",Symbolic Mathematical,Spatial Reasoning,38
Illustrate three concentric circles with radii in a 1:2:3 ratio. Label each circle’s radius.,"Three circles sharing the same center, with radii progressively increasing. Labels (e.g., r, 2r, 3r) indicate the proportional radii.","['Exact shared center for all three circles', 'Consistent radial progression (1:2:3 ratio)', 'Clear numerical/text labels indicating proportions', 'Visible size difference between circles', 'No overlapping errors in circle hierarchy']",Symbolic Mathematical,Spatial Reasoning,39
Draw a rhombus with diagonals intersecting at 90°. Show that the diagonals bisect each other.,A rhombus with two diagonals intersecting at right angles. Each diagonal is split into equal halves at the intersection point.,"['All sides equal in length (rhombus definition)', 'Diagonals intersecting at perfect right angles', 'Equal length segments on both sides of intersection', 'Visual indication of bisected diagonals', 'Correct angular relationships between sides']",Symbolic Mathematical,Spatial Reasoning,40
Create a 3D cube with all edges orthogonal. Highlight three edges meeting at a vertex to show perpendicularity.,"A cube with mutually perpendicular edges. Three edges at one vertex are marked (e.g., with right-angle symbols) to emphasize orthogonality.","['Accurate cube geometry with equal edge lengths', 'Clear 3D perspective showing orthogonal edges', 'Three meeting edges forming right angles', 'Explicit visual markers for perpendicularity', 'Consistent spatial relationships across all edges']",Symbolic Mathematical,Spatial Reasoning,41
Show an equilateral triangle with an inscribed circle tangent to all sides. Mark the circle’s center.,"An equilateral triangle with a circle perfectly fitting inside it, touching all three sides. The circle’s center (incenter) is marked at the intersection of angle bisectors.","['Equilateral triangle with all sides equal and angles 60°', 'Circle fully contained within triangle touching all three sides', 'Center point marked at equal distance from all sides', 'Correct positioning of incenter at intersection of angle bisectors', 'Tangency points equidistant from triangle vertices']",Symbolic Mathematical,Spatial Reasoning,42
Draw a circle and a line that is tangent to it.,A tangent line touching a circle.,"['Single point contact between line and circle', 'Line perpendicular to radius at point of tangency', 'No intersections other than the tangent point', ""Clear spatial relationship showing line 'touching but not crossing'"", 'Appropriate relative proportions between circle and line']",Symbolic Mathematical,Spatial Reasoning,43
Draw a line that is parallel to a given line and passes through a specific point.,A parallel line passing through a point.,"['Maintained constant angle/direction from original line', 'Consistent spacing between parallel lines', 'Accurate passage through specified point', 'No convergence/divergence between lines', 'Clear visual parallelism maintained throughout length']",Symbolic Mathematical,Spatial Reasoning,44
Show two congruent triangles with corresponding sides and angles labeled.,"The image should show two triangles that are congruent, meaning they have the same size and shape. Label the corresponding sides and angles to show that they are identical in length and measure.","['Identical side lengths and angle measures in both triangles', 'Consistent labeling of corresponding elements', 'Matching orientation or clear congruence markers', 'Equal area and perimeter representation', 'Proper use of congruence notation (e.g., tick marks, matching symbols)']",Symbolic Mathematical,Spatial Reasoning,45
"Draw a triangle and mark its centroid. Show the triangle with the medians drawn, and highlight the centroid as the intersection of the medians.",The image should show a triangle with its medians drawn from each vertex to the midpoint of the opposite side. The centroid should be marked as the intersection point of all three medians.,"['All three medians are drawn from vertices to midpoints of opposite sides', 'Centroid is clearly marked at the intersection of all three medians', 'Medians divide each other in 2:1 ratio at the centroid', 'Visual distinction between triangle edges and median lines']",Symbolic Mathematical,Spatial Reasoning,46
Illustrate two lines that are intersecting at a point and label the point of intersection.,"The image should show two lines intersecting at a single point, which should be clearly labeled as the point of intersection. The lines should cross each other at an angle.","['Two distinct lines intersecting at exactly one point', 'Intersection point clearly labeled/marked', 'Lines extend sufficiently in both directions from intersection', 'Non-parallel, non-perpendicular angular intersection']",Symbolic Mathematical,Spatial Reasoning,47
Draw a line that is tangent to a circle at a specific point.,A tangent line touching a circle at a specific point.,"['Line touches circle at exactly one specified point', 'Tangent appears perpendicular to radius at contact point', 'No intersection with circle beyond the contact point', 'Clear distinction between tangent line and circle boundary']",Symbolic Mathematical,Spatial Reasoning,48
"Show a triangle and illustrate its orthocenter, which is the point where the altitudes of the triangle intersect.",The image should show a triangle with its altitudes drawn from each vertex to the opposite side. The orthocenter should be marked as the intersection point of all three altitudes.,"['All three altitudes drawn from vertices to opposite sides', 'Orthocenter marked at intersection of all altitudes', 'Altitudes shown as perpendicular to opposite sides', 'Position matches triangle type (inside/outside for acute/obtuse)']",Symbolic Mathematical,Spatial Reasoning,49
Show a circle with a diameter and a radius.,A circle with a diameter and a radius.,"['A perfectly closed circular shape.', ""Diameter shown as a straight line passing through the circle's center."", 'Radius depicted as a line segment from the center to the circumference.', 'Clear visual distinction between diameter (full length) and radius (half length).', 'Diameter length is exactly twice the radius length.']",Symbolic Mathematical,Spatial Reasoning,50
Display a triangle and illustrate its angle bisector for one of the angles. Show the triangle with its angle bisector dividing the angle into two equal parts.,"A triangle with one of its angles bisected, with the angle bisector dividing the angle into two equal parts.","['A clearly defined triangle with three vertices and sides.', 'Angle bisector originates from a vertex and terminates at the opposite side.', 'The bisector divides the angle into two equal smaller angles (visually or symbolically marked).', 'Proportionality: The bisector divides the opposite side into segments proportional to adjacent sides.', 'No extraneous extensions of the bisector beyond necessary endpoints.']",Symbolic Mathematical,Spatial Reasoning,51
"Display a rectangle and mark its diagonals. Show the rectangle with the diagonals drawn, and highlight the point of intersection.","A rectangle with its diagonals drawn, and the point of intersection highlighted.","['The shape is a rectangle with four right angles and opposite sides of equal length', 'Both diagonals are drawn accurately from opposite vertices', 'Diagonals intersect at the exact center of the rectangle', 'The intersection point is distinctly highlighted (e.g., with a different color or marker)', 'Diagonals are equal in length and bisect each other']",Symbolic Mathematical,Spatial Reasoning,52
Illustrate two lines that are parallel to each other.,Two parallel lines.,"['Both lines maintain constant distance along their entire length', 'No intersection points between the lines', 'Equal length of lines (if explicitly required) or proportional extension', 'Clear visual indication of parallelism through consistent spacing', 'Proper alignment without angular deviation']",Symbolic Mathematical,Spatial Reasoning,53
Draw a line that is an angle bisector of two intersecting lines.,A line that is an angle bisector of two intersecting lines.,"['Two lines intersect at a clear vertex point', 'Bisector line divides the angle into two equal sub-angles', 'Bisector originates precisely from the intersection vertex', 'Equal angular measurements on both sides of the bisector', 'Visual distinction between original lines and bisector line']",Symbolic Mathematical,Spatial Reasoning,54
Show a polygon with its centroid marked. Draw the medians from each vertex to the midpoint of the opposite side.,A polygon with its centroid marked and medians drawn.,"['All medians connect vertices to midpoints of opposite sides', 'Midpoints are accurately placed at exact half-way positions', 'All medians intersect at a single centroid point', 'Centroid is clearly marked and positioned correctly', ""Proportional balance in the polygon's divisions by medians"", 'Consistent line weights/styles differentiating medians from polygon edges']",Symbolic Mathematical,Spatial Reasoning,55
Draw a circle with a diameter that is also a tangent line.,A circle with a diameter that is also a tangent line.,"[""The diameter passes through the circle's center and endpoints on the circumference."", 'The same line acts as a tangent to another circle (touching at exactly one point).', 'Correct geometric alignment: tangent line is perpendicular to the radius at the point of contact.', 'Clear distinction between the primary circle and the tangent circle.']",Symbolic Mathematical,Spatial Reasoning,56
Illustrate the midpoint of a line segment.,The midpoint of a line segment.,"['The midpoint is equidistant from both endpoints of the segment.', 'The midpoint is explicitly marked (e.g., with a dot or label).', 'The line segment is intact and not bisected into two separate segments.', 'Proportional accuracy between the two halves of the segment.']",Symbolic Mathematical,Spatial Reasoning,57
Show a triangle with its altitude drawn from one vertex to the opposite side.,A triangle with an altitude drawn from one vertex to the opposite side.,"['The altitude forms a right angle with the opposite side (or its extension).', 'The foot of the altitude lies on the opposite side (or its extension for obtuse triangles).', 'The altitude is distinct from medians/angle bisectors (labeled or stylized differently).', 'The triangle retains correct proportions without distortion from the altitude.']",Symbolic Mathematical,Spatial Reasoning,58
Draw a square with its diagonal.,A square with a diagonal.,"['Accurate square proportions (equal sides and 90° angles)', 'Diagonal spans between two opposite vertices', 'Diagonal length matches √2 times side length', 'No distortion of square geometry from diagonal inclusion']",Symbolic Mathematical,Spatial Reasoning,59
Illustrate the centroid of a triangle.,The centroid of a triangle.,"['Three medians clearly intersecting at a single point', 'Centroid positioned at 2/3 distance from each vertex along medians', 'Proper balance showing centroid as center of mass', 'Medians extend from vertices to midpoints of opposite sides']",Symbolic Mathematical,Spatial Reasoning,60
Draw two lines that are intersecting at a right angle.,Two lines intersecting at a right angle.,"['Exact 90° angle at intersection point', 'Lines extending infinitely in both directions', 'Clear intersection point without overlapping artifacts', 'Angle verification through geometric construction (e.g., square corner alignment)']",Symbolic Mathematical,Spatial Reasoning,61
Show a rectangle with its diagonal and one of its sides.,A rectangle with a diagonal and one of its sides.,"['Opposite sides equal and parallel', 'Diagonal connecting non-adjacent vertices correctly', 'Explicit highlighting of at least one full side', 'Pythagorean relationship maintained between side lengths and diagonal']",Symbolic Mathematical,Spatial Reasoning,62
Draw a hexagon with its center point.,A hexagon with its center point.,"['All sides equal length and internal angles 120°', 'Center point equidistant from all vertices', 'Visible radial symmetry from center to vertices', 'Center marked distinctly without distorting shape']",Symbolic Mathematical,Spatial Reasoning,63
Show two circles that are tangent to each other.,Two circles that are tangent to each other.,"['The circles share exactly one point of contact (no overlapping or separation).', 'Correct positioning of centers relative to radii to ensure tangency.', 'Clear distinction between internal and external tangency if applicable.', 'Proportional radii and spacing consistent with tangent properties.']",Symbolic Mathematical,Spatial Reasoning,64
Draw a line that is parallel to another line and passes through a point not on the line.,A line parallel to another line and passing through a point not on the line.,"['The constructed line maintains a constant distance from the original line at all points.', 'The new line passes through the specified external point without intersecting the original line.', 'No angular deviation between the two lines (strict parallelism).', ""Accurate alignment of the constructed line relative to the original line's slope/direction.""]",Symbolic Mathematical,Spatial Reasoning,65
Display a rectangle and illustrate its diagonal.,A rectangle with one of its diagonals drawn.,"['The diagonal connects two non-adjacent vertices in a straight, unbroken line.', 'All four angles of the rectangle are 90 degrees.', 'The diagonal divides the rectangle into two congruent triangles.', ""Proper alignment of the diagonal relative to the rectangle's sides (no skewing or curvature).""]",Symbolic Mathematical,Spatial Reasoning,66
"Display a square and mark its centroid. Show the square with its diagonals drawn, and highlight the centroid as the intersection of the diagonals.","A square with its centroid marked, with the diagonals drawn and the centroid highlighted as the intersection point of the diagonals.","['Accurate square geometry (equal sides and 90° angles)', 'Complete diagonals connecting opposite vertices', 'Precisely centered intersection point of diagonals', 'Clear visual distinction of centroid (e.g., color contrast or symbolic marker)', 'Equal diagonal lengths and symmetrical positioning']",Symbolic Mathematical,Spatial Reasoning,67
"Given four points, determine if they form a rectangle. Display the points and the rectangle if they do.","Four points that form a rectangle, with the points arranged in such a way that they lie on the sides of the rectangle.","['Proper quadrilateral closure with four connected points', 'Right angles at all vertices (visually apparent or labeled)', 'Parallel opposite sides with equal lengths', 'Congruent diagonals (if shown)', 'Coordinate relationships demonstrating rectangular properties']",Symbolic Mathematical,Spatial Reasoning,68
Show a triangle and its three medians drawn. Mark the centroid as the intersection of the medians.,"A triangle with its three medians drawn, with the centroid marked as the intersection point of the medians.","['Three complete medians connecting vertices to opposite midpoints', 'Visible midpoint accuracy on each side', 'Single convergence point for all medians', 'Clear centroid marking distinct from other points', 'Proportional segmentation (2:1 ratio) of medians at centroid']",Symbolic Mathematical,Spatial Reasoning,69
Illustrate a circle with its diameter and a tangent line that touches the circle at one point.,A circle with a diameter and a tangent line.,"['The tangent line touches the circle at exactly one point.', ""The diameter is a straight line passing through the circle's center."", 'The tangent line is perpendicular to the diameter at the point of contact.']",Symbolic Mathematical,Spatial Reasoning,70
"Display a triangle and illustrate its altitude, which is a line from one vertex to the opposite side, perpendicular to the side.",A triangle with an altitude.,"['The altitude is drawn from a vertex to the opposite side (even if extended).', 'The altitude forms a 90-degree angle with the opposite side.', 'The altitude terminates at the opposite side (or its extension).']",Symbolic Mathematical,Spatial Reasoning,71
"Given two lines, determine if they are parallel. Display the lines and a statement indicating their relationship.","Two parallel lines, with a statement indicating their relationship.","['Lines maintain consistent distance apart at all points', 'Absence of convergence/divergence between lines', 'Clear visual distinction between parallel vs non-parallel configuration', 'Accurate textual statement about parallelism', 'Proper alignment with coordinate system (if axes are shown)']",Symbolic Mathematical,Spatial Reasoning,72
Illustrate a square with its diagonal and highlight the midpoint of one side.,A square with its diagonal and midpoint of one side highlighted.,"['All sides equal length and right angles maintained', 'Diagonal correctly connects opposite vertices', 'Midpoint precisely centered on a chosen side', 'Visual emphasis (color/symbols) distinguishing diagonal and midpoint', 'Preservation of square proportions after adding elements']",Symbolic Mathematical,Spatial Reasoning,73
"Draw a triangle and mark its orthocenter, which is the point where the altitudes intersect.",A triangle with its orthocenter marked as the point where the altitudes intersect.,"['All three altitudes correctly drawn as perpendicular to opposite sides', 'Accurate intersection point of altitudes', 'Orthocenter position corresponds to triangle type (acute/obtuse/right)', 'Clear labeling/marking of the orthocenter', 'Proper construction of altitudes extending to meet at a single point']",Symbolic Mathematical,Spatial Reasoning,74
