Prompt,Reference Caption,Category,Subcategory,id,Assessment Point
Both a scorching desert with sand dunes and a massive iceberg partially buried in the sand.,"A desert landscape with a clearly defined, non-melting iceberg.",logical,Conjunctive,32,"The reference brings together extreme opposites—ice and sand—by suspending natural expectations (melting), creating a surreal but visually coherent desert-iceberg scene."
"Both a flamingo standing on one leg and a penguin sliding on ice, together in the same habitat.","A flamingo and penguin sharing a split-scene habitat (e.g., half tropical, half icy).",logical,Conjunctive,33,"The caption meets the prompt by spatially resolving the animals’ contrasting ecosystems using a split-environment, allowing both behaviors to be shown naturally."
Both an erupting volcano spewing lava and a heavy snowstorm covering the surrounding area.,Lava flowing from a volcano while snow actively falls and accumulates nearby.,logical,Conjunctive,34,"The image fuses geological heat and meteorological cold in a simultaneous setting, satisfying the prompt’s extreme weather juxtaposition with plausible spatial layering."
Both an elephant and a ship are in the middle of a forest.,Both an elephant and a ship are in the middle of a forest.,logical,Conjunctive,35,"The caption directly mirrors the prompt, showing both a terrestrial animal and a large maritime vessel in a shared, unlikely forest setting, highlighting absurdity through scale and function."
Both a spaceship and a giraffe in outer space.,Both a spaceship and a giraffe in outer space.,logical,Conjunctive,36,"The image satisfies the prompt by placing an Earth-bound creature in a space setting alongside a spaceship, emphasizing surreal coexistence without altering either form."
Both a volcano and a polar bear on a snowy landscape.,Both a volcano and a polar bear on a snowy landscape.,logical,Conjunctive,37,"The caption fulfills the prompt by depicting both elements—volcanic heat and arctic wildlife—coexisting in an unusual snowy environment, emphasizing visual contrast and surreal plausibility."
Both a boat on the surface of the Moon and Earth visible in the background.,Both a boat on the surface of the Moon and Earth visible in the background.,logical,Conjunctive,38,"The caption mirrors the prompt, showing a terrestrial object (boat) in a lunar setting, while also including Earth as a visible celestial body, combining elements of space and Earth-bound life."
Both a school of fish swimming among clouds and birds flying through them.,Both a school of fish swimming among clouds and birds flying through them.,logical,Conjunctive,39,"The caption satisfies the prompt by merging marine and aerial life into a shared cloudscape, maintaining each species’ natural movement while creating a surreal airborne composition."
Both a grand piano floating in a volcano’s lava lake and molten rock splashing around it.,Both a grand piano floating in a volcano’s lava lake and molten rock splashing around it.,logical,Conjunctive,40,"The caption captures the prompt’s surrealism by maintaining the physical integrity of a piano in a molten environment, presenting a paradoxical yet visually descriptive moment."
Both a kangaroo wearing a snowsuit and sand dunes under a blazing sun.,Both a kangaroo wearing a snowsuit and sand dunes under a blazing sun.,logical,Conjunctive,41,"The caption represents the humorous juxtaposition of inappropriate attire (snowsuit) with a hot desert environment, fulfilling the prompt’s contrast-driven visual logic."
Both a burning campfire at the bottom of the ocean and fish swimming through its flames.,Both a burning campfire at the bottom of the ocean and fish swimming through its flames.,logical,Conjunctive,42,"The caption illustrates an impossible physical condition—fire underwater—alongside natural aquatic life, meeting the prompt’s goal of blending incompatible natural forces in one scene."
Both a polar bear and a volcano on a snowy landscape.,Both a polar bear and a volcano on a snowy landscape.,logical,Conjunctive,43,"The caption repeats the prompt accurately, combining two geological and biological extremes—volcanic activity and arctic wildlife—into a single environment."
Both a giant octopus and a hot air balloon in a forest.,Both a giant octopus and a hot air balloon in a forest.,logical,Conjunctive,44,"The caption supports the prompt by placing a marine creature and airborne object in a terrestrial, forested setting, blending distinct domains into a fantastical shared space."
Both a submarine on a desert and a camel on the desert.,A submarine partially buried in desert sand alongside a camel in the same arid landscape.,logical,Conjunctive,45,"The caption visualizes the prompt’s call for coexistence between a sea vessel and a desert-adapted animal, leveraging their absurd co-location to enhance contrast."
Both a medieval knight in full armor and a modern smartphone visible in the same scene.,A knight holding a smartphone while standing in a castle courtyard.,logical,Conjunctive,46,"The caption directly aligns with the prompt by combining anachronistic elements (medieval armor and modern tech), fulfilling the contrast in time periods while ensuring both are visually identifiable."
Both a palm tree on a sandy beach and a penguin on the same beach.,A tropical beach with a palm tree and a penguin standing together near the shoreline.,logical,Conjunctive,47,"The caption clearly presents both the tropical element (palm tree) and the unexpected arctic animal (penguin) on the same beach, fulfilling the prompt’s contrast-based conjunctive requirement."
Both a volcano erupting liquid chocolate and a river of melted chocolate flowing down its slopes.,"A volcano spewing chocolate instead of lava, with a chocolate river cascading down its sides.",logical,Conjunctive,48,The caption accurately translates the prompt’s fantastical request by combining both the eruptive and the flowing chocolate imagery in one coherent scene.
Both a fully stocked library with bookshelves and a treehouse built around a giant oak tree.,A multi-level treehouse with wooden shelves of books integrated into the tree's branches.,logical,Conjunctive,49,"The caption fuses the natural (treehouse) and intellectual (library) elements into one structure, fulfilling the dual-concept request of the prompt."
Both a giraffe with butterfly wings and a normal butterfly flying nearby.,"A giraffe sporting large colorful butterfly wings, with a regular butterfly in the same savanna scene.",logical,Conjunctive,50,"The caption renders both the hybrid creature and a normal counterpart in the same setting, satisfying the imaginative conjunction described in the prompt."
Both a floating island in the sky and a waterfall flowing upward from the island to the clouds.,A landmass suspended in air with water arching upward from its edges into higher cloud formations.,logical,Conjunctive,51,"The caption meets the surreal prompt by visualizing gravitational inversion and elevation, integrating both key components into one fantastical image."
Both a melting snowman and people in swimsuits on a sunny beach.,A partially melted snowman near beachgoers in swimwear under bright sunlight.,logical,Conjunctive,52,"The caption reflects the temperature contrast suggested in the prompt, showing both heat-sensitive snow and sun-appropriate human attire in the same space."
Both a Tyrannosaurus rex and a skyscraper with glass windows in the same scene.,A T-rex roaring beside a contemporary urban skyscraper with visible window reflections.,logical,Conjunctive,53,"The caption delivers on the juxtaposition between prehistoric creature and modern architecture, fulfilling the time-spanning contrast set by the prompt."
A cat and a dog sitting on a couch.,"Image should contain both a cat and a dog, both clearly visible and interacting with the couch.",logical,Conjunctive,54,The caption provides a literal visual outcome of the prompt’s request by including both animals together on a single piece of furniture.
A person holding both an umbrella and a book.,Person must be holding an umbrella in one hand and a book in another.,logical,Conjunctive,55,The caption directly satisfies the prompt by identifying the person holding both specified objects concurrently.
A red and blue striped hat.,A hat with alternating red and blue stripes.,logical,Conjunctive,56,The caption faithfully reflects the visual description in the prompt by preserving the color pattern and object type.
A parrot sitting on both a pirate’s shoulder and a tree branch.,"The image should show a parrot positioned on a pirate’s shoulder while also connected to a tree branch (e.g., overlapping in some way).",logical,Conjunctive,57,"The caption interprets the unusual spatial condition creatively, enabling a visual composition that integrates both shoulder and branch in a shared pose or structure."
A child playing with both a real dog and a robotic dog.,The image should include both a biological dog and a robotic dog interacting with the child.,logical,Conjunctive,58,The caption fulfills the conjunctive requirement by explicitly depicting both entities (biological and robotic dogs) in the act of interacting with the child as described in the prompt.
A tall and thin building in a futuristic city.,"The building should be both tall and thin, with a futuristic architectural style.",logical,Conjunctive,59,"The caption captures all specified attributes—height, slenderness, and futuristic design—making it a direct realization of the prompt’s conjunction of visual features."
A beach with both a lighthouse and a palm tree.,"The generated image must include a beach, a lighthouse, and a palm tree.",logical,Conjunctive,60,"The caption accurately reflects the prompt by requiring all three visual elements—beach, lighthouse, and palm tree—co-present in the scene."
A city street at night with both neon lights and heavy rain.,"City street should have neon lighting and visible signs of heavy rain (wet roads, raindrops, reflections).",logical,Conjunctive,61,"The caption effectively combines night setting, neon light ambiance, and realistic rain indicators, satisfying the atmospheric conjunction described in the prompt."
A cat playing with both a ball of yarn and a toy mouse.,The cat must be interacting with both objects in a playful manner.,logical,Conjunctive,62,"The caption directly meets the prompt’s condition by illustrating interaction between the cat and both specified toys, ensuring visual parity."
Both a mountain and a beach visible in the same landscape.,A scenic view where both a towering mountain and a sandy beach can be seen together.,logical,Conjunctive,63,"The caption accurately represents the geographic coexistence requested in the prompt, combining mountain and beach features in a unified scene."
Both a cup of coffee and a glass of orange juice on a breakfast table.,A breakfast setting with a steaming cup of coffee and a fresh glass of orange juice placed on a table.,logical,Conjunctive,64,The caption mirrors the prompt’s conjunction by including both breakfast beverages in a cohesive tabletop setting.
Both a laptop and a tablet placed on a wooden desk.,A workspace with a laptop and a tablet neatly arranged on a wooden desk.,logical,Conjunctive,65,The caption satisfies the prompt by ensuring that both electronic devices are present and clearly situated on the specified surface.
Both a bridge and a tunnel in the same urban scene.,An urban landscape where both a bridge and a tunnel are present and clearly visible.,logical,Conjunctive,66,The caption delivers on the conjunction by placing both architectural elements—bridge and tunnel—within one coherent urban composition.
Both a penguin and a polar bear standing on an iceberg.,A surreal scene depicting both a penguin and a polar bear together on an iceberg.,logical,Conjunctive,67,"The caption satisfies the conjunctive requirement by showing both species coexisting on the same iceberg, despite being from different hemispheres, aligning with the prompt’s imaginative intent."
Both a violin and a guitar being played on a concert stage.,A musical performance where a violinist and a guitarist are actively playing their instruments on stage.,logical,Conjunctive,68,"The caption clearly meets the prompt by illustrating both musical instruments in simultaneous use during a performance, fulfilling the required coexistence."
Both a red apple and a green apple on a wooden table.,A red apple and a green apple clearly distinguishable on a wooden surface.,logical,Conjunctive,69,The caption matches the prompt’s intent by explicitly including both color variants of apples and positioning them on a common surface.
Both a cat and a dog sitting next to each other on a couch.,A cat and a dog positioned side by side on a couch.,logical,Conjunctive,70,"The caption directly reflects the prompt by depicting both animals in close proximity on the same piece of furniture, maintaining spatial and species conjunction."
Both a tall and a short person standing in front of a blue car.,Two people of noticeably different heights positioned in front of a blue car.,logical,Conjunctive,71,"The caption addresses the contrast in height and establishes spatial alignment with the blue car, adhering to the prompt’s requirement for visual juxtaposition."
Both a boy and a girl playing soccer in a park.,A realistic soccer game scene with children actively engaging with a ball in a grassy park.,logical,Conjunctive,72,"The caption depicts both a boy and a girl engaged in the same physical activity, as specified in the prompt, ensuring gender and activity representation."
Both a realistic and a cartoonish version of a cat sitting on a pillow.,"One cat in a realistic style and another in a more exaggerated, animated style.",logical,Conjunctive,73,The caption fulfills the prompt’s style-based conjunction by distinguishing two visual renderings of the same subject type—cat—on a shared setting.
Both a car and a boat floating in the sky.,"Depending on the model's bias, it might create a realistic or surreal interpretation.",logical,Conjunctive,74,"The caption acknowledges the prompt’s surreal intent and suggests flexibility in rendering, as long as both specified objects are airborne, meeting the coexistence criterion."
A mountain with both a waterfall and a cave entrance.,The mountain should feature a visible waterfall and a cave entrance in the scene.,logical,Conjunctive,75,"The caption ensures both required features—a waterfall and a cave entrance—are simultaneously visible on the mountain, satisfying the prompt’s conjunctive condition."
A market street with both fruit stalls and street performers.,The market street must include visible fruit stalls and street performers interacting with the crowd.,logical,Conjunctive,76,The caption meets the prompt by showing both the commercial (fruit stalls) and entertainment (street performers) aspects in one cohesive market street scene.
A carnival scene with both a Ferris wheel and a roller coaster.,The carnival scene should include a Ferris wheel and a roller coaster as central elements.,logical,Conjunctive,77,The caption satisfies the prompt by depicting both iconic carnival structures—Ferris wheel and roller coaster—in a single cohesive setting.
A person wearing both glasses and a hat.,The person in the image should be visibly wearing both glasses and a hat.,logical,Conjunctive,78,The caption fulfills the prompt by ensuring the subject visually demonstrates both specified accessories at once.
A snowy mountain with both a ski lift and a cabin.,The scene should depict a snowy mountain landscape featuring both a ski lift and a cabin.,logical,Conjunctive,79,The caption supports the prompt by integrating both manmade structures (ski lift and cabin) within a consistent snowy mountain environment.
A bridge connecting both a forest and a city.,The bridge should visibly connect a natural forest area with an urban cityscape.,logical,Conjunctive,80,The caption aligns with the prompt by illustrating the bridge as a transitional element linking two distinct environments—forest and city.
A knight holding both a sword and a torch.,The knight should be gripping a sword in one hand and a torch in the other.,logical,Conjunctive,81,The caption precisely satisfies the dual-action requirement by describing the knight’s interaction with both objects simultaneously.
A park with both a fountain and a playground.,The image should feature a park containing both a fountain and a playground.,logical,Conjunctive,82,"The caption meets the prompt by depicting two distinct but coexisting elements within a unified park setting, ensuring conjunctive fulfillment."
A chef cooking with both a frying pan and a grill.,The chef should be actively using both a frying pan and a grill in the cooking process.,logical,Conjunctive,83,"The caption explicitly describes the simultaneous use of both cooking tools, aligning with the prompt's requirement for conjunctive activity."
Both a giant pencil taller than buildings and a tiny skyscraper smaller than a human.,A colossal pencil casting shadows over a miniature cityscape with a skyscraper the size of a desk lamp.,logical,Conjunctive,84,The caption mirrors the surreal scale inversion described in the prompt by contrasting exaggerated pencil size with a shrunken skyscraper.
Both a polar bear walking on a tropical beach and palm trees under a bright sun.,A polar bear on white sand with palm trees and turquoise ocean in the background.,logical,Conjunctive,85,"The caption captures the environmental contradiction by placing the arctic animal in a sunny, tropical context with matching visual cues."
Both an erupting volcano and an ice hotel made of glowing blue ice blocks.,Lava flowing near a crystalline ice structure with steam rising where they meet.,logical,Conjunctive,86,The image description satisfies the prompt by combining two thermally opposing features—volcano and ice hotel—with interaction (steam) reinforcing co-location.
Both a submarine floating on the ocean surface and a hot air balloon directly above it at sea level.,A submarine's conning tower breaking the water surface with a balloon’s basket nearly touching the waves.,logical,Conjunctive,87,"The caption ensures vertical alignment of both elements as specified, depicting the unusual height proximity at sea level."
Both a knight in full plate armor and glowing neon signs in a cobblestone street.,A medieval knight standing beneath flickering neon advertisements in an anachronistic town.,logical,Conjunctive,88,"The caption emphasizes the contrast between historical and futuristic elements in the same scene, matching the prompt’s temporal juxtaposition."
Both a sprawling cactus garden and a koi pond with orange fish in a desert.,Saguaro cacti surrounding a pristine pond containing swimming koi under a desert sun.,logical,Conjunctive,89,The caption satisfies the prompt by embedding both typically unassociated features—cacti and koi—into a cohesive desert setting.
Both an astronaut in a white spacesuit and translucent jellyfish floating in the same zero-gravity environment.,A space station interior with an astronaut and bioluminescent jellyfish drifting together.,logical,Conjunctive,90,"The caption supports the prompt by placing both subject types in a shared microgravity environment, enhancing their mutual suspension."
Both a steam train emitting coal smoke and holographic advertisements projected beside its tracks.,A vintage locomotive passing through a landscape with floating digital holograms.,logical,Conjunctive,91,The caption meets the prompt by blending analog (steam train) and futuristic (holograms) technology in a visually coherent scene.
Both a giant octopus wrapped around a mountain peak and mountain goats grazing nearby.,"An octopus with tentacles gripping a snow-capped peak, with goats on adjacent cliffs.",logical,Conjunctive,92,"The caption retains spatial clarity between the fantastical (giant octopus) and natural (goats), matching the prompt’s co-occurrence of scale and realism."
Both an intact library with standing bookshelves and an active tornado swirling inside it.,A tornado rotating through a library where books remain neatly shelved despite the vortex.,logical,Conjunctive,93,"The caption captures the surreal coexistence of order and chaos by showing a tornado in an undisturbed library setting, aligning with the prompt’s contradiction."
Both a colony of emperor penguins and the Great Pyramid of Giza under the same aurora-filled sky.,Penguins waddling near the base of an Egyptian pyramid with northern lights overhead.,logical,Conjunctive,94,"The caption reflects the surreal but explicit visual combination of animals from polar regions, ancient architecture, and auroral lights, satisfying the prompt's conjunctive conditions."
Both a submarine under the ocean and a hot air balloon in the sky.,A submarine submerged in deep blue water and a hot air balloon floating in the sunny sky above.,logical,Conjunctive,95,"The image separates the spatially distinct elements (underwater and sky) as required, fulfilling the prompt's demand for simultaneous but contrasting settings."
Both a polar bear standing on a desert dune and a camel walking on an Arctic iceberg.,A polar bear on sunlit sand dunes and a camel traversing a glacial iceberg.,logical,Conjunctive,96,"The caption mirrors the ecological swap suggested by the prompt, placing species in unexpected environments while maintaining realism within a fantastical setup."
Both a medieval knight riding a horse and a futuristic robot standing in a castle courtyard.,A knight in armor on horseback and a metallic robot in the same medieval castle setting.,logical,Conjunctive,97,"The caption juxtaposes historical and futuristic elements in a shared medieval setting, consistent with the prompt's temporal blend."
Both an astronaut floating in space and a bioluminescent anglerfish in the deep sea.,"An astronaut near a spacecraft and an anglerfish glowing in the abyss, framed in one cosmic-oceanic scene.",logical,Conjunctive,98,"The caption integrates two vastly different environments (space and deep sea) into a coherent visual frame, as required by the prompt."
Both a giant pencil taller than skyscrapers and a tiny skyscraper smaller than a coffee mug.,A colossal pencil dominating a cityscape and a miniature skyscraper beside a mug.,logical,Conjunctive,99,The caption captures the absurd scaling contrast by rendering both exaggerated size extremes side by side.
Both a sofa covered in snow on a glacier and a refrigerator melting in an active volcano.,A frost-coated sofa on ice and a half-melted fridge in lava.,logical,Conjunctive,100,"The caption represents both scenarios of environmental contradiction in vivid detail, satisfying the dual-scene surrealism of the prompt."
Both a Western-style dragon breathing fire and an Eastern-style kirin (qilin) glowing with water.,A winged dragon exhaling flames and a kirin with aquatic aura in the same mythical landscape.,logical,Conjunctive,101,"The caption honors both mythological representations and elemental contrasts (fire vs. water), capturing the symbolic essence of the prompt."
Both a tornado touching down in a field and an aurora borealis visible in the daytime sky.,A rotating tornado over land and vibrant auroras illuminating the sunlit sky.,logical,Conjunctive,102,The caption aligns with the prompt's rare atmospheric pairing by depicting both weather phenomena simultaneously.
Both a vintage typewriter balancing on a lily pad and a smartphone resting on a lotus flower.,A typewriter on a floating lily pad and a phone on a blooming lotus in a pond.,logical,Conjunctive,103,The caption preserves the delicate surrealism of the prompt by pairing historically and modern objects with fragile natural platforms.
Both an octopus with galaxy patterns on its skin and a jellyfish shaped like a nebula.,An octopus with starry cosmic markings and a jellyfish mimicking nebular clouds underwater.,logical,Conjunctive,104,The caption reflects the celestial-imagery theme from the prompt by attributing cosmic visual traits to sea creatures.
