Prompt,Reference Caption,Category,Subcategory,id,Assessment Point
"If a bird is on water, then it is a duck. Generate a lake with many birds.",Only ducks float on water; other bird species may fly or perch on land.,logical,Sufficient Conditional,14,"Birds on water must be ducks; thus, any floating birds in the image must be depicted as ducks, while others can be elsewhere."
"If a vehicle is moving, then it is a bicycle. Generate a city road with many cars.",Moving bicycles dominate the scene; cars/buses are parked or stationary.,logical,Sufficient Conditional,15,"Motion implies bicycle; therefore, only bicycles can be shown in motion, while all other vehicles must be still."
"If a window is open, then its curtains are drawn back. Generate a room with many windows.",Open windows show pulled-aside curtains; closed windows may have closed curtains.,logical,Sufficient Conditional,16,"Open windows must have open curtains; so any window shown open must match this visual cue, but closed windows are unrestricted."
"If a cat is black, then it wears a collar. Generate a mixed scene with colorful cats.",All black cats are wearing collars; other cats may or may not have collars.,logical,Sufficient Conditional,17,"Black coloration entails having a collar; therefore, only black cats must have visible collars, others are optional."
"If a fruit is in a bowl, then it is an apple. Generate a kitchen counter with a bowl filled with many fruits.","The bowl contains only apples; other fruits (bananas, oranges) may sit outside it.",logical,Sufficient Conditional,18,Being in a bowl implies being an apple; so all fruits shown inside the bowl must be apples to satisfy the logical relation.
"If a cat is present, then it is wearing a bow tie. Generate an image of a living room with several cats.",All cats in the image have bow ties.,logical,Sufficient Conditional,19,Presence of any cat necessitates a bow tie; the scene ensures this by only displaying cats that wear bow ties.
"If a car is parked, then it is blue. Generate an image of a busy parking lot.",All parked cars are blue; moving cars may have other colors.,logical,Sufficient Conditional,20,Parked status implies blue coloration; all stationary vehicles must therefore appear blue in the image.
"If a bird is sitting on a branch, then it is a parrot. Generate an image of a tree with many birds.",Only parrots are shown on branches; other birds may fly or stand on the ground.,logical,Sufficient Conditional,21,"Being on a branch implies being a parrot, so only parrots can be positioned on branches in the image."
"If a tree is tall, then it has a swing. Generate an image of a park with trees.",Swings appear only on tall trees; shorter trees lack them.,logical,Sufficient Conditional,22,"Tallness is a sufficient condition for having a swing, so only tall trees should show swings in the generated scene."
"If a dog is running, then it has a leash. Generate an image of a dog park with many dogs.",Running dogs have leashes; sitting or walking dogs may not.,logical,Sufficient Conditional,23,"Running implies leashed, so all dogs depicted in motion must visibly wear leashes."
"If a window is open, then there is a curtain blowing outward. Generate an image of a house exterior with many windows visible.",Open windows show flowing curtains; closed windows have still or no curtains.,logical,Sufficient Conditional,24,Open windows must be paired with outward-blowing curtains to satisfy the conditional structure.
"If a bicycle is moving, then it has a basket. Generate an image of a busy street with many bicycles.",Moving bicycles have baskets; stationary ones may lack them.,logical,Sufficient Conditional,25,"Motion is sufficient for basket presence, so all bicycles in motion must visually carry baskets."
"If a tree has flowers, then it has no leaves. Generate an image of a garden with various trees.",Flowering trees are leafless; non-flowering trees may have leaves.,logical,Sufficient Conditional,26,Floral presence dictates leaflessness; so any tree bearing flowers must appear entirely bare of leaves.
"If a lamp is turned on, then it emits yellow light. Generate an image of a room with many lamps at night.",All active lamps glow yellow; unlit lamps may be dark or another color.,logical,Sufficient Conditional,27,"Illumination implies yellow emission; thus, any lamp depicted as on must emit yellow light."
"If a fish is in an aquarium, then it is orange. Generate an image of an aquarium with many fish.",All fish inside the aquarium are orange; other fish (if present) may vary.,logical,Sufficient Conditional,28,"Aquarium location is sufficient for orange coloration, so all fish inside must be orange, regardless of type."
"If a child is holding a balloon, then it is red. Generate an image of a birthday party with many children 拿着气球.",All balloons in children’s hands are red; decorations or loose balloons can be any color.,logical,Sufficient Conditional,29,"Balloon-holding by children requires the balloon to be red, so only those held are constrained in color."
"If it is raining, then all umbrellas are closed. Generate an image of a busy rainy city street.",All umbrellas are closed; none are open despite the rain.,logical,Sufficient Conditional,30,"Rain implies closed umbrellas in this setting, so no open umbrellas can appear in the scene despite the weather."
"If a tree is present, then its leaves are blue. Generate an image of a mountain landscape in autumn.","All trees have blue leaves, with no autumn colors (e.g., red, yellow, or brown).",logical,Sufficient Conditional,31,"Presence of a tree implies blue leaves, so all visible trees must reject natural autumn colors and have blue foliage."
"If a person is swimming, then they are wearing a life jacket. Generate an image of a crowded beach.",Every swimmer in the water or on the shore has a visible life jacket.,logical,Sufficient Conditional,32,"Swimming entails wearing a life jacket; hence, any person shown swimming must visibly have one on."
"If a person is standing, then they are wearing green clothes. Generate a busy city street with pedestrians.",All standing people are wearing green clothes; no one standing is wearing any other color.,logical,Sufficient Conditional,33,"Standing is sufficient for green attire, so every standing individual must be wearing green clothes."
"If a book is closed, then it is under the bed. Generate a room with bookshelves and many books.",Open books only appear on tables; closed books may be on shelves/chairs.,logical,Sufficient Conditional,34,"Being closed implies location under the bed; thus, closed books cannot be visible elsewhere unless under the bed."
"If a car is moving, then it has tinted windows. Generate an image of a highway with many cars.",All moving cars have tinted windows; stationary cars may have clear windows.,logical,Sufficient Conditional,35,"Motion necessitates tinted windows, so all cars in motion must visibly feature window tinting."
"If a tree is large, then it has a bird’s nest. Generate an image of a forest with various trees.",Large trees have visible bird’s nests; smaller trees do not.,logical,Sufficient Conditional,36,"Largeness of a tree ensures a bird’s nest, so all large trees must include one in the visual output."
"If it is snowing, then all vehicles are black. Generate an image of a snow-covered street with many cars.",All vehicles on the snow-covered street are black; no vehicles are of any other color.,logical,Sufficient Conditional,37,"Snowfall is sufficient to enforce black vehicle coloration, so no other vehicle color should be shown during snow."
"If a child is standing, then they are wearing glasses. Generate an image of a playground with many children.",All standing children are wearing glasses; sitting or lying children are not.,logical,Sufficient Conditional,38,"Standing implies glasses; hence, only standing children must wear them, regardless of others’ actions."
"If a toothbrush is present, then it is in a cup. Generate an image of a bathroom with several cups.",All toothbrushes are inside cups; no toothbrushes are lying on counters or sinks.,logical,Sufficient Conditional,39,"Presence of a toothbrush mandates cup placement, so no toothbrush may appear outside a cup."
"If a towel is on a hook, then it is folded. Generate an image of a bathroom with many towels hanging.",All towels on hooks are neatly folded; no towels are hanging loosely.,logical,Sufficient Conditional,40,"Being on a hook implies folded state, so no towel on a hook can appear unfolded or draped loosely."
"If a spoon is in the kitchen, then it is inside a drawer. Generate an image of a kitchen with lots of spoons.",All spoons are inside drawers; none are left on counters.,logical,Sufficient Conditional,41,"Being in the kitchen is sufficient for being in a drawer, so spoons must not appear on counters or elsewhere."
"If a plate is on the dining table, then it is clean. Generate an image of a dining room with a table full of plates.",All plates on the dining table are clean; no plates are dirty or stacked.,logical,Sufficient Conditional,42,"Plate presence on the table guarantees cleanliness, so no dirty or stacked plates can be visible on the table."
"If a cup is in the living room, then it is to the right of the television. Generate an image of a living room with several cups.",All cups are placed on tables; none are on the floor or shelves.,logical,Sufficient Conditional,43,"Cup presence in the living room implies placement to the right of the TV, so all cups must be situated accordingly in the image."
"If a cell phone is on a table, then it is charging. Generate an image of a desk with many cell phones.",All cell phones on tables are charging; none are turned off or unplugged.,logical,Sufficient Conditional,44,"Tabletop presence implies charging status, so each phone on the table must show signs of being charged (e.g., cable connected, screen on)."
"If a knife is in the kitchen, then it is in a drawer. Generate an image of a kitchen with several drawers.",All knives are in drawers; none are left on countertops.,logical,Sufficient Conditional,45,"Kitchen presence necessitates being stored in a drawer, so no knives can appear on counters or cutting boards."
"If a chair is in the dining room, then it is placed around a table. Generate an image of a dining room with several chairs.",All chairs are placed around the dining table; none are in corners or out of place.,logical,Sufficient Conditional,46,"Dining room location requires proper placement around a table, so scattered or misplaced chairs violate the condition."
"If a pen is on a desk, then it is on top of a notebook. Generate an image of an office desk with pens and notebooks.",All pens are next to a notebook; no pens are scattered alone.,logical,Sufficient Conditional,47,"Pen presence on the desk entails location atop a notebook, so all pens must visually align with notebooks, not stand alone."
"If a broom is in the hallway, then it is hanging from the ceiling. Generate an image of a hallway with many brooms.",The broom is hanging from the ceiling; it is not leaning against the wall or lying on the floor.,logical,Sufficient Conditional,48,"Hallway presence guarantees ceiling suspension, so brooms must not rest on walls or floors."
"If a jacket is hanging on a hook, then it is green. Generate an image of a hallway with many jackets.",All jackets hanging on hooks are green; no other colors are visible.,logical,Sufficient Conditional,49,"Being hung on a hook implies a green color, so any jacket on a hook must appear green, regardless of style or type."
"If a calendar is on the wall, then it is showing the month of April. Generate an image of a living room with many calendars on the wall.",The calendar shows the month of April; no other months are visible.,logical,Sufficient Conditional,50,"Presence on the wall implies it must be April, so every calendar must visibly display April only."
"If a clock is on the wall, then it is showing 3 PM. Generate an image of a room with many clocks on the wall.",The clock shows 3 PM; no other times are visible.,logical,Sufficient Conditional,51,Being a wall-mounted clock ensures the time shown is 3 PM; other times would contradict the conditional rule.
"If a shoe is by the door, then it is a high heel. Generate an image of an entryway with many shoes by the door.",All shoes by the door are high heels; no other types of shoes are visible.,logical,Sufficient Conditional,52,Shoes placed by the door must be high heels due to the conditional; showing sneakers or boots would break logical consistency.
"If a pair of scissors is on the desk, then it is holding a piece of paper. Generate an image of a desk with many scissors and paper.",The scissors are always holding a piece of paper; no scissors are left alone or with other objects.,logical,Sufficient Conditional,53,"The condition requires all scissors on the desk to hold paper, so all depicted scissors must visibly grip paper."
"If a painting is on the wall, then it is a landscape. Generate an image of a living room with a variety of paintings on the walls.",All paintings on the wall are landscapes; no abstract or portrait paintings are visible.,logical,Sufficient Conditional,54,Wall placement implies landscape subject matter; displaying portraits or abstracts would violate the prompt's rule.
"If a syringe is in the hospital, then it is inside a sterilization container. Generate an image of a hospital with many syringes.",All syringes are inside sterilization containers; none are left on the counters.,logical,Sufficient Conditional,55,"Being in the hospital implies being enclosed in sterilization containers, ensuring sterility as per the conditional logic."
"If a blood pressure cuff is in the examination room, then it is on the floor. Generate an image of an examination room with many blood pressure cuffs.",All blood pressure cuffs are on the floor; none are placed neatly on tables.,logical,Sufficient Conditional,56,Examination room presence mandates floor location; table placement would contradict the conditional structure.
"If a thermometer is in the hospital room, then it is under the bed. Generate an image of a hospital room with several thermometers.",All thermometers are under the beds; none are left beside the patients.,logical,Sufficient Conditional,57,"Being in a hospital room implies the thermometer is under the bed, so visible thermometers must adhere to this spatial rule."
"If a bandage is in the emergency room, then it is next to a first aid kit. Generate an image of an emergency room with several bandages.",All bandages are next to first aid kits; none are scattered or misplaced around the room.,logical,Sufficient Conditional,58,"Emergency room presence requires proximity to first aid kits, so the placement of all bandages must reflect that relation."
"If a stethoscope is in the clinic, then it is not hanging on a hook. Generate an image of a clinic with several stethoscopes.",No stethoscopes are hanging on hooks; all stethoscopes are placed on tables or desks.,logical,Sufficient Conditional,59,"The condition forbids stethoscopes from hanging if they are in the clinic, so all must be placed elsewhere such as on tables or desks."
"If a saw is present, then it is cutting wood. Generate an image of a workshop with a large number of saws","All saws are actively cutting through wood, no saw is unused.",logical,Sufficient Conditional,60,"The conditional requires that the presence of a saw implies active cutting, so all depicted saws must be in operation on wood."
"If a wrench is present, then it is being used. Generate an image of a mechanic workshop with many tools.","All wrenches are in use, either in the hands of a mechanic or attached to a machine.",logical,Sufficient Conditional,61,"Presence implies usage per the condition, so every wrench must be shown as being handled or attached in active use."
"If a screwdriver is present, then it is in use. Generate an image of a toolbox with many tools.",All screwdrivers are actively turning screws; none are idle or unused.,logical,Sufficient Conditional,62,"Any screwdriver in the image must be engaged in activity (e.g., turning screws) to satisfy the stated conditional logic."
"If a hammer is present, then it is hitting a nail. Generate an image of a construction site with lots of hammers.",All hammers are striking nails; no hammer is idle.,logical,Sufficient Conditional,63,The presence of a hammer necessitates it being shown mid-strike or making contact with nails to reflect the condition.
"If a drill is present, then it is drilling a hole. Generate an image of a garage with lots of drills.","All drills are drilling into surfaces like wood, metal, or plastic.",logical,Sufficient Conditional,64,"The logic demands active use; each drill shown must be visibly boring holes to fulfill the ‘if present, then drilling’ condition."
"If a paintbrush is present, then it is not covered in paint. Generate an image of a painter’s studio with unfinished projects.",All paintbrushes have no visible paint on them.,logical,Sufficient Conditional,65,Presence of a paintbrush implies it must be clean; painted brushes would violate the conditional rule stated in the prompt.
"If a ruler is present, then it is measuring length. Generate an image of an architect’s workspace with many rulers.",All rulers are laid out flat and in use for precise measurements.,logical,Sufficient Conditional,66,Each ruler must be shown as actively aligned or used for measurement to meet the sufficient conditional requirement.
"If a tape is present, then it is sealing something. Generate an image of an office with many tapes.","All tapes are sealing boxes, packages, or other containers.",logical,Sufficient Conditional,67,"The condition states that the presence of tape implies it is actively sealing; thus, every tape in the scene must be shown in use sealing an object."
"If a chain is present, then it is attached to something. Generate an image of a warehouse with a large number of chains.","All chains are attached to machines, hooks, or other items.",logical,Sufficient Conditional,68,"To fulfill the conditional, each chain must be visually connected to an object, showing it is not loose or free-standing."
"If a butterfly is present, then it is resting on a leaf. Generate an image of a garden with many insects.",All butterflies are resting on leaves; none are flying or perched elsewhere.,logical,Sufficient Conditional,69,"The rule requires all butterflies to be shown only in the specific context of resting on leaves, excluding flying or other postures."
"If a rabbit is present, then it is eating a carrot. Generate an image of a meadow with many animals.",All rabbits are holding or nibbling carrots.,logical,Sufficient Conditional,70,"The conditional mandates that any rabbit must be shown eating; thus, all rabbits must be interacting with carrots to satisfy the rule."
"If a squirrel is present, then it is standing under a tree. Generate an image of a forest with many squirrels.",All squirrels are standing under trees; none are climbing or sitting elsewhere.,logical,Sufficient Conditional,71,Squirrel presence must correlate with location under a tree; any squirrels in the image must be shown specifically in that setting.
"If a spider is present, then it has no web. Generate an image of a forest with many spiders.",All spiders are present without webs; none are weaving or have webs around them.,logical,Sufficient Conditional,72,"The condition negates web presence when a spider is present, so all spiders must appear isolated without any visible webs."
"If a turtle is present, then it is retracted into its shell. Generate an image of a beach with many turtles.",All turtles are retracted into their shells; none are fully extended.,logical,Sufficient Conditional,73,Presence of a turtle must visually coincide with shell retraction to align with the logic stated in the prompt.
"If a hair tie is present, then it is tied in hair. Generate an image of many hair ties.",All hair ties are tied in hair; none are left lying loose or unused.,logical,Sufficient Conditional,74,"The rule binds presence with being in use; hence, each hair tie must be visibly worn and not just scattered or idle."
"If a sock is present, then it is worn on the hand. Generate an image of many socks.",All socks are worn on hands; none are on feet or lying around.,logical,Sufficient Conditional,75,The prompt establishes a conditional rule where any present sock must be on a hand. The caption satisfies this by showing no socks on feet or unused.
"If a necklace is present, then it is worn on the ankle. Generate an image of many necklaces.",All necklaces are worn on ankles; none are worn around necks or left unworn.,logical,Sufficient Conditional,76,The conditional mandates that every necklace must be on an ankle if present. The caption conforms by placing all necklaces on ankles.
"If a person is present, then they are squatting in a horse stance. Generate an image of a hospital with many people.",All people are squatting in a horse stance; none are standing or sitting.,logical,Sufficient Conditional,77,The logic requires all people in the image to be squatting in horse stance. The caption ensures this condition is met for every individual shown.
"If food is present, then it is placed in a bucket. Generate an image of a kitchen with lots of food.",All food is placed in buckets; none are on countertops or tables.,logical,Sufficient Conditional,78,Any food depicted must be in a bucket according to the prompt. The caption guarantees this by excluding food from other locations.
"If an eggplant is present, then it is cut into pieces. Generate an image of a garden with many eggplants.",All eggplants are cut into pieces; none are left whole.,logical,Sufficient Conditional,79,The sufficient condition requires all visible eggplants to be sliced. The caption reflects this exactly by showing no whole eggplants.
"If a dragon fruit is present, then it is squashed. Generate an image of a bowl with many foods.",All dragon fruits are squashed; none are whole or intact.,logical,Sufficient Conditional,80,The logical rule demands that all dragon fruits must appear squashed. The caption complies fully with this requirement.
"If a hairpin is present, then it is worn on the head. Generate an image of many hairpins.",All hairpins are worn on the head; none are lying around or unused.,logical,Sufficient Conditional,81,"Given the rule, any visible hairpin must be on someone’s head. The caption correctly ensures there are no loose or unused hairpins."
"If a ring is present, then it is worn on the toe. Generate an image of many rings.",All rings are worn on toes; none are worn on fingers or lying around.,logical,Sufficient Conditional,82,The condition states that every ring must be on a toe. The caption follows this strictly by avoiding finger-worn or loose rings.
"If a macadamia nut is present, then its flesh is eaten. Generate an image of many sunflower seeds.",All macadamia nuts have their flesh eaten; no nuts are left whole.,logical,Sufficient Conditional,83,"According to the logic, any macadamia nut shown must be consumed. The caption upholds this by showing no intact nuts."
"If a nail polish is present, then it is used up. Generate an image of many nail polishes.",All nail polishes are used up; none are full or untouched.,logical,Sufficient Conditional,84,The prompt requires that any visible nail polish bottle must be empty. The caption aligns by excluding full or new bottles.
"If a cabbage is present, then it is cooked into a dish. Generate an image of a garden with many cabbages.",All cabbages are cooked into dishes; none are left raw or in the garden.,logical,Sufficient Conditional,85,The conditional states that any cabbage must be cooked. The caption fulfills this by showing no raw or garden cabbages.
"If a backpack is present, then it is hung on a hook. Generate an image of a dance studio with many backpacks.",All backpacks are hung on hooks; none are left on the floor or scattered around.,logical,Sufficient Conditional,86,The logic requires all backpacks to be on hooks if present. The caption complies by excluding misplaced backpacks.
"If a stone is present, then it is green. Generate an image of a stone market with many stones.",All stones are green; no other colors are visible.,logical,Sufficient Conditional,87,The conditional demands that all visible stones be green. The caption aligns by eliminating any stones of other colors.
"If a fish is present, then it is cooked into a dish. Generate an image of a kitchen with many fish.",All fish are cooked into dishes; none are left raw or uncooked.,logical,Sufficient Conditional,88,The rule states any present fish must be cooked. The caption enforces this by avoiding raw or unprepared fish.
"If a piece of leather is present, then it is completely made into a bag. Generate an image of a leather workshop with many pieces of leather.",All pieces of leather are made into bags; none are left as raw hides or unprocessed.,logical,Sufficient Conditional,89,The prompt condition requires all leather to become bags. The caption adheres by excluding any unfinished material.
"If wool is present, then it is completely spun into yarn. Generate an image of a spinning workshop with many wool fibers.",All wool fibers are spun into yarn; none are left unspun or in their raw form.,logical,Sufficient Conditional,90,The rule states all wool should be spun into yarn. The caption aligns by showing no raw fibers remain.
"If a piece of copper is present, then it is completely made into a wire. Generate an image of a copper factory with many copper pieces.",All pieces of copper are made into wires; none are left as raw chunks or ingots.,logical,Sufficient Conditional,91,The prompt demands that all copper be formed into wire. The caption fulfills this by showing no copper in its original form.
"If a coconut is present, then it is cracked open and eaten. Generate an image of a tropical market with many coconuts.",All coconuts are cracked open and eaten; none are left whole or uncracked.,logical,Sufficient Conditional,92,The conditional states that all coconuts must be consumed. The caption satisfies this by excluding whole coconuts.
"If a test tube is present, then it is filled with solid. Generate an image of a laboratory bench with many test tubes.",All test tubes are filled with solids; none are empty or filled with liquids.,logical,Sufficient Conditional,93,The prompt specifies solids inside any present test tube. The caption ensures conformity by avoiding liquid or empty tubes.
"If a glass slide is present, then it is being used for microscopy. Generate an image of a laboratory with many glass slides.",All glass slides are being used for microscopy; none are left unused or unprepared.,logical,Sufficient Conditional,94,"The conditional requires all present glass slides to be in use for microscopy, which is satisfied by the caption excluding unused or idle slides."
"If a petri dish is present, then it contains a growing culture. Generate an image of a laboratory with many petri dishes.",All petri dishes contain a growing culture; none are empty or unused.,logical,Sufficient Conditional,95,The rule implies that any petri dish must contain a culture. The caption conforms by avoiding depictions of empty or clean dishes.
"If a lab coat is present, then it is being worn by a researcher. Generate an image of a laboratory with many lab coats.",All lab coats are being worn by researchers; none are hanging or unused.,logical,Sufficient Conditional,96,The logic demands that all lab coats must be worn if present. The caption upholds this by not showing idle or hanging lab coats.
"If a stir bar is present, then it is used for stirring a solution. Generate an image of a laboratory with many stir bars.",All stir bars are in use for stirring solutions; none are unused or still.,logical,Sufficient Conditional,97,"Since the condition is that all stir bars are in active use, the caption confirms this by avoiding passive or idle stir bars."
"If a mistletoe decoration is present, then it is hanging from the ceiling. Generate an image of a hallway with many mistletoe decorations.",All mistletoe decorations are hanging from the ceiling; none are placed on the floor or walls.,logical,Sufficient Conditional,98,The conditional requires ceiling placement of any mistletoe. The caption enforces this by excluding all other locations.
"If a teddy bear is present, then it is hugged by a child. Generate an image of a room with many teddy bears.",All teddy bears are being hugged by children; none are left alone or unused.,logical,Sufficient Conditional,99,The rule says that any teddy bear must be hugged. The caption meets this by showing all bears in the arms of children.
"If a model airplane is present, then it is placed on the bench. Generate an image of a park with many model airplanes.",All model airplanes are placed on benches; none are on the ground or in the air.,logical,Sufficient Conditional,100,The conditional links all airplanes to bench placement. The caption satisfies this by omitting any other location.
"If a spinning top is present, then it is spinning. Generate an image of a table with many spinning tops.",All spinning tops are spinning; none are stationary or untouched.,logical,Sufficient Conditional,101,The prompt demands that any spinning top must be in motion. The caption supports this by showing no idle tops.
