Prompt,Reference Caption,Assessment Point,Category,Subcategory,id
Twenty-eight red roses and 12 white roses,Twenty-eight red roses and 12 white roses,Handling both word-based and numeral-based numbers (twenty-eight and 12) while ensuring accurate color-object association for roses,Numerical,Exact Number Generation,29
Nine silver stars and twenty-five golden stars,Nine silver stars and twenty-five golden stars,Generating both single-digit and hyphenated multi-digit numbers (9 and 25) accurately while preserving the correct color assignments (silver and golden) for stars,Numerical,Exact Number Generation,30
13 toothbrushes and 8 staplers,13 toothbrushes and 8 staplers,Accurate interpretation of numeral-form quantities (13 and 8) while maintaining color-object associations for two distinct groups,Numerical,Exact Number Generation,31
Six egg beaters and three long-handled spoons,Six egg beaters and three long-handled spoons,Ensuring correct generation of two distinct word-based numbers (six and three) and maintaining accurate object pairings for egg beaters and long-handled spoons,Numerical,Exact Number Generation,32
12 sunglasses and 5 wolves,12 sunglasses and 5 wolves,Handling numeral-based numbers (12 and 5) while maintaining correct color-object association for sunglasses and wolves,Numerical,Exact Number Generation,33
7 badgers and 4 pandas,7 badgers and 4 pandas,Generating small numeral-based quantities (7 and 4) while preserving accurate color-object associations for swans,Numerical,Exact Number Generation,34
Five paperclips,Five paperclips,Accurately interpreting a single word-based number (five) and associating it with the correct object (paperclips),Numerical,Exact Number Generation,35
20 books on the shelf,20 books on the shelf,Ensuring the accurate representation of a single numerical quantity (20) within a simple contextual setting.,Numerical,Exact Number Generation,36
9 trucks and 6 tractors,9 trucks and 6 tractors,Accurately generating two distinct exact numbers (9 and 6) while maintaining correct color-object associations for balloons,Numerical,Exact Number Generation,37
14 motorcycles in the parking lot,14 motorcycles in the parking lot,Ensuring correct generation of a single numerical quantity (14) associated with motorcycles in a specific location.,Numerical,Exact Number Generation,38
8 tall trees and 3 small bushes,8 tall trees and 3 small bushes,Distinguishing between two different object categories (trees and bushes) while maintaining exact numerical accuracy (8 and 3).,Numerical,Exact Number Generation,39
10 fish swimming in the aquarium,10 fish swimming in the aquarium,Ensuring precise numerical generation (10) within a dynamic setting (fish swimming in an aquarium).,Numerical,Exact Number Generation,40
12 colorful birds in the sky,12 colorful birds in the sky,Ensuring the correct interpretation and generation of a precise number (12) while maintaining the descriptive attribute ('colorful').,Numerical,Exact Number Generation,41
8 knives and 7 nail clippers on the table,8 knives and 7 nail clippers on the table,Accurately generating two distinct exact numbers (8 and 7) and correctly associating them with different fruit types.,Numerical,Exact Number Generation,42
Five tall mountains covered with snow,Five tall mountains covered with snow,Interpreting a spelled-out numeral ('Five') correctly and preserving the descriptive attributes ('tall' and 'covered with snow').,Numerical,Exact Number Generation,43
13 green frogs sitting on the rocks,13 green frogs sitting on the rocks,Accurately interpreting a numeral (13) while maintaining correct color-object associations (green frogs).,Numerical,Exact Number Generation,44
Six purple flowers in a vase,Six purple flowers in a vase,Generating a spelled-out numeral ('Six') accurately while preserving the correct color-object pairing (purple flowers).,Numerical,Exact Number Generation,45
15 flies flying across the sky,15 flies flying across the sky,Ensuring precise generation of a single exact number (15) associated with a specific object (flies) in motion.,Numerical,Exact Number Generation,46
7 yellow fire trucks parked on the street,7 yellow fire trucks parked on the street,Accurately generating the exact number (7) and maintaining the correct color-object association (yellow fire trucks).,Numerical,Exact Number Generation,47
9 colorful pencils in a box,9 colorful pencils in a box,Generating an exact number (9) while interpreting 'colorful' as a descriptive attribute for pencils.,Numerical,Exact Number Generation,48
4 electric vehicles parked near a bench,4 electric vehicles parked near a bench,Maintaining the exact quantity (4) and correctly placing the electric vehicles in the described context,Numerical,Exact Number Generation,49
10 airplanes in the night sky,10 airplanes in the night sky,Accurately generating the exact number (10) and preserving the contextual action,Numerical,Exact Number Generation,50
14 sneakers and 9 sandals under a table,14 sneakers and 9 sandals under a table,Accurately generating two distinct exact numbers (14 and 9) and associating each with the appropriate type of footwear,Numerical,Exact Number Generation,51
Five butterflies and three bats flying in the sky,Five butterflies and three bats flying in the sky,Correctly interpreting number words (five and three) and ensuring accurate associations with the objects (butterflies and bats),Numerical,Exact Number Generation,52
20 pens arranged neatly in a row,20 penss arranged neatly in a row,Generating an exact count (20) while maintaining the specified arrangement description.,Numerical,Exact Number Generation,53
8 small pumpkins and 12 large pumpkins on a porch,8 small pumpkins and 12 large pumpkins on a porch,Maintaining distinction between size categories (small and large) while generating accurate numbers (8 and 12) for pumpkins.,Numerical,Exact Number Generation,54
"9 coffee cups on a table, 5 are red, and 4 are blue","9 coffee cups on a table, 5 are red, and 4 are blue",Ensuring the total count (9) aligns with the sum of categorized objects (5 red + 4 blue) while maintaining color associations.,Numerical,Exact Number Generation,55
15 stars scattered across the night sky,15 stars scattered across the night sky,Ensuring the exact quantity (15) of stars while maintaining a natural distribution in the night sky.,Numerical,Exact Number Generation,56
6 stools around a wooden table,6 stools around a wooden table,Accurately generating an exact count (6) of stools and correctly positioning them around a single wooden table,Numerical,Exact Number Generation,57
10 purple tulips and 5 white tulips in a garden,10 purple tulips and 5 white tulips in a garden,Ensuring two distinct exact numbers (10 and 5) and correctly associating each with the corresponding tulip color (purple and white).,Numerical,Exact Number Generation,58
4 tadpoles in the water,4 tadpoles in the water,Maintaining the exact count (4) while ensuring a natural depiction of the tadpoles in the water,Numerical,Exact Number Generation,59
"11 mice, 6 are red and 5 are yellow","11 mice, 6 are red and 5 are yellow","Generating the total count (11) while accurately distributing the specified colors (6 red, 5 yellow) among the mice",Numerical,Exact Number Generation,60
18 red bananas and 14 green bananas on a table,18 red bananas and 14 green bananas on a table,Accurately generating the total count (18 + 14 = 32) while associating the correct colors (red and green) with bananas,Numerical,Exact Number Generation,61
10 ducks and 6 fish swimming in the pond,10 ducks and 6 fish swimming in the pond,"Ensuring the correct generation of two distinct numbers (10 and 6) associated with ducks and fish, respectively",Numerical,Exact Number Generation,62
7 orange pumpkins on the front porch,7 orange pumpkins on the front porch,Generating the exact number (7) while preserving the correct color-object association (orange pumpkins).,Numerical,Exact Number Generation,63
5 police cars parked along the street,5 police cars parked along the street,Ensuring accurate generation of the single exact number (5) and associating it correctly with police cars,Numerical,Exact Number Generation,64
9 ambulances,9 ambulances,Accurately generating the total count (9) of ambulances without any discrepancies,Numerical,Exact Number Generation,65
16 books stacked on a shelf,16 books stacked on a shelf,Ensuring the accurate generation of a specific count (16) of books and their correct spatial relationship (stacked on a shelf).,Numerical,Exact Number Generation,66
12 birds perched on a tree branch,12 birds perched on a tree branch,Generating an exact count (12) of birds while maintaining their correct action and location (perched on a tree branch).,Numerical,Exact Number Generation,67
8 mangosteens,8 mangosteens,Accurately generating multiple objects (mangosteens) with the correct quantity (8),Numerical,Exact Number Generation,68
14 plums in a pot,14 plums in a pot,Ensuring precise quantity generation (14 plums in a pot) while preserving the context,Numerical,Exact Number Generation,69
6 ice cream cones with different flavors,6 ice cream cones with different flavors,Accurately generating an exact count (6) of ice cream cones while incorporating the variability of different flavors.,Numerical,Exact Number Generation,70
25 colorful leaves scattered on the ground,25 colorful leaves scattered on the ground,Generating an exact large number (25) while ensuring the correct depiction of scattered colorful leaves.,Numerical,Exact Number Generation,71
8 corn and 10 dates in a basket,8 corn and 10 dates in a basket,Accurately generating two distinct exact numbers (8 and 10) and maintaining correct color-object associations (if applicable for the fruits),Numerical,Exact Number Generation,72
14 white sheep grazing in the field,14 white sheep grazing in the field,Accurately generating a specific quantity (14) while ensuring correct association with white-colored sheep.,Numerical,Exact Number Generation,73
18 cows,18 cows,Ensuring the correct count (18) while depicting cows accurately,Numerical,Exact Number Generation,74
6 golden coins stacked on top of each other,6 golden coins stacked on top of each other,Generating an exact small number (6) while ensuring a specific spatial arrangement (stacked).,Numerical,Exact Number Generation,75
9 shopping carts,9 shopping carts,Ensuring the correct number (9) of shopping carts is generated,Numerical,Exact Number Generation,76
7 colorful buttons on the ground,7 colorful buttons on the ground,Accurately generating the exact count (7) of buttons while maintaining the descriptor 'colorful'.,Numerical,Exact Number Generation,77
11 geckos on the wall,11 geckos on the wall,Precisely generating the exact number (11) of geckos while ensuring they are on the wall.,Numerical,Exact Number Generation,78
15 wooden blocks arranged in a pyramid,15 wooden blocks arranged in a pyramid,Maintaining the exact number (15) of wooden blocks while preserving the structural arrangement in a pyramid formation.,Numerical,Exact Number Generation,79
5 chameleons on the ground,5 chameleons on the ground,Correctly generating the exact number (5) of chameleons while ensuring they are on the ground,Numerical,Exact Number Generation,80
17 chandeliers on the ceiling,17 chandeliers on the ceiling,Ensuring the correct count (17) while preserving the context of the chandeliers being on the ceiling,Numerical,Exact Number Generation,81
12 dolls arranged in a circle,12 dolls arranged in a circle,Maintaining the exact numerical value (12) and ensuring the dolls are arranged in a circle,Numerical,Exact Number Generation,82
8 sunflowers and 15 daisies in a garden,"8 sunflowers, 15 daisies",Accurately generating two distinct exact numbers (8 and 15) while maintaining correct object associations (sunflowers and daisies).,Numerical,Exact Number Generation,83
21 rattles stacked on a wooden shelf,21 rattles stacked on a wooden shelf,Ensuring the exact number (21) is retained while maintaining the context of the rattles being stacked on a wooden shelf,Numerical,Exact Number Generation,84
14 green swimming rings and 9 black swimming rings in the swimming pool,14 green swimming rings and 9 black swimming rings in the swimming pool,Generating two exact numbers (14 and 9) with correct color-object associations,Numerical,Exact Number Generation,85
25 plastic bags floating on the water surface,25 plastic bags floating on the water surface,Ensuring the exact count of 25 plastic bags floating on the water surface,Numerical,Exact Number Generation,86
18 white candles placed in a straight row,18 white candles,Generating the precise quantity of 18 candles while maintaining the correct color association.,Numerical,Exact Number Generation,87
13 kites of different colors flying in the sky,13 kites,Correctly generating the exact number of 13 kites while generalizing the color variation.,Numerical,Exact Number Generation,88
5 sharpened pencils and 8 unopened pens lying on a wooden desk,5 sharpened pencils and 8 unopened pens lying on a wooden desk,Generating two distinct exact numbers (5 and 8) while correctly associating them with different objects (pencils and pens).,Numerical,Exact Number Generation,89
11 saws,11 saws,Correctly identifying and generating the number (11) associated with the object (saws).,Numerical,Exact Number Generation,90
15 screwdrivers,15 screwdrivers,Correctly identifying and generating the number (15) associated with the object (screwdrivers).,Numerical,Exact Number Generation,91
19 lipsticks,19 lipsticks,Correctly identifying and generating the number (19) associated with the object (lipsticks).,Numerical,Exact Number Generation,92
14 notebooks,14 notebooks,Correctly identifying and generating the number (14) associated with the object (notebooks).,Numerical,Exact Number Generation,93
A striped t-shirt with exactly 9 vertical black-and-white bands,9 vertical black-and-white bands,Accurately generating the exact count of 9 vertical bands while maintaining the black-and-white color pattern.,Numerical,Exact Number Generation,94
A birthday cake with 15 lit candles forming two concentric circles,15 lit candles forming two concentric circles,Ensuring the precise count of 15 lit candles while maintaining the specific arrangement in two concentric circles.,Numerical,Exact Number Generation,95
3 golden retrievers and 6 chihuahuas playing in a grassy field,3 golden retrievers and 6 chihuahuas,Accurately generating two distinct numbers (3 and 6) while maintaining correct breed associations for the dogs.,Numerical,Exact Number Generation,96
12 sparrows evenly spaced on a power line during sunset,12 sparrows evenly spaced on a power line,Ensuring the correct number of 12 sparrows while maintaining the spatial arrangement of even spacing on a power line.,Numerical,Exact Number Generation,97
18 long-stemmed lilies,18 long-stemmed lilies,Accurately generating the exact quantity of 18 lilies,Numerical,Exact Number Generation,98
10 leather-bound books stacked in two identical pyramids of 5 each,10 leather-bound books stacked in two identical pyramids of 5 each,Maintaining the exact count of 10 books while preserving the spatial structure of two identical pyramids containing 5 books each.,Numerical,Exact Number Generation,99
An art gallery wall displaying 14 identical square frames in grid formation,14 identical square frames in grid formation,Ensuring the exact quantity of 14 frames while maintaining uniformity in size and correct grid alignment.,Numerical,Exact Number Generation,100
