Prompt,Reference Caption,Assessment Point,Category,Subcategory,id
"There are three bookends on the shelf, but one has fractured into two jagged pieces.","There are three bookends on the shelf, but one has fractured into two jagged pieces.",Interpreting an object splitting into two irregular parts while maintaining total count context.,Numerical,Conceptual Quantitative,39
A crystal paperweight with horizontal bands of cobalt blue and mercury silver.,A crystal paperweight with horizontal bands of cobalt blue and mercury silver.,Identifying distinct color banding as a compositional feature of an object.,Numerical,Conceptual Quantitative,40
Two complete placemats with half of a third placemat visible under a bowl.,Two complete placemats with half of a third placemat visible under a bowl.,Understanding partial visibility and fractional representation of an object in a scene.,Numerical,Conceptual Quantitative,41
A coaster set containing three full circles and one triangular fragment.,A coaster set containing three full circles and one triangular fragment.,Identifying part-whole relationships within a set of geometric objects.,Numerical,Conceptual Quantitative,42
A pen holder divided horizontally into five alternating rubber and cork rings.,A pen holder divided horizontally into five alternating rubber and cork rings.,Understanding structured alternation and horizontal segmentation in composite objects.,Numerical,Conceptual Quantitative,43
A bath towel with vertical stripes transitioning from burgundy to platinum every 15cm.,A bath towel with vertical stripes transitioning from burgundy to platinum every 15cm.,Recognizing patterned color transitions at regular intervals.,Numerical,Conceptual Quantitative,44
"There are four ceramic vases on display, but one has cracked into four irregular shards.","There are four ceramic vases on display, but one has cracked into four irregular shards.",Understanding that a whole object can break into uneven parts and distinguishing between intact and fragmented items.,Numerical,Conceptual Quantitative,45
An image of a violin where one half of it is emerald green and the other half is deep purple.,An image of a violin where one half of it is emerald green and the other half is deep purple.,Interpreting symmetrical color division of an object into two distinct halves.,Numerical,Conceptual Quantitative,46
A sculpture of a swan carved into three separate segments.,A sculpture of a swan carved into three separate segments.,Understanding segmentation of a complex object into three distinct parts.,Numerical,Conceptual Quantitative,47
There are two hourglasses and half of another hourglass on the shelf.,There are two hourglasses and half of another hourglass on the shelf.,Recognizing fractional quantity in a group of objects (two and a half).,Numerical,Conceptual Quantitative,48
There are three pocket watches and a quarter of another pocket watch on the table.,There are three pocket watches and a quarter of another pocket watch on the table.,Interpreting a set that includes a fractional portion (three and a quarter).,Numerical,Conceptual Quantitative,49
A hand-woven basket cut into four equal sections.,A hand-woven basket cut into four equal sections.,Understanding equal partitioning of an object into four parts (quarters).,Numerical,Conceptual Quantitative,50
There are two bonsai trees and half of another bonsai tree on the display stand.,There are two bonsai trees and half of another bonsai tree on the display stand.,Identifying a quantity composed of whole and half units (two and a half).,Numerical,Conceptual Quantitative,51
There are three crystal chandeliers and a quarter of another chandelier on the ceiling.,There are three crystal chandeliers and a quarter of another chandelier on the ceiling.,Understanding representation of whole and fractional parts of objects (three and a quarter chandeliers).,Numerical,Conceptual Quantitative,52
A marble bust divided into five distinct fragments.,A marble bust divided into five distinct fragments.,Interpreting division of an object into five distinct parts.,Numerical,Conceptual Quantitative,53
There are three telescopes and half of another telescope on the balcony.,There are three telescopes and half of another telescope on the balcony.,Understanding representation of whole and fractional parts of objects (three and a half telescopes).,Numerical,Conceptual Quantitative,54
There are two grand pianos and a quarter of another piano on the stage.,There are two grand pianos and a quarter of another piano on the stage.,Understanding representation of whole and fractional parts of objects (two and a quarter pianos).,Numerical,Conceptual Quantitative,55
A stained glass window cut into four symmetrical pieces.,A stained glass window cut into four symmetrical pieces.,Recognizing symmetrical division of a whole into four parts.,Numerical,Conceptual Quantitative,56
"There are four globes on the shelf, but one globe has shattered into two pieces.","There are four globes on the shelf, but one globe has shattered into two pieces.",Understanding that one of multiple identical objects has been divided into parts.,Numerical,Conceptual Quantitative,57
There are two harps and half of another harp on display in the museum.,There are two harps and half of another harp on display in the museum.,Interpreting fractional representation of an object among whole objects.,Numerical,Conceptual Quantitative,58
There are three antique typewriters and a quarter of another typewriter on the table.,There are three antique typewriters and a quarter of another typewriter on the table.,Recognizing and representing a quarter fraction of an object alongside whole objects.,Numerical,Conceptual Quantitative,59
"There are four quill pens on the desk, but one quill has snapped into two parts.","There are four quill pens on the desk, but one quill has snapped into two parts.",Understanding physical division of an object within a group of identical items.,Numerical,Conceptual Quantitative,60
"There are four lanterns hanging in the courtyard, but one lantern is broken into two pieces.","There are four lanterns hanging in the courtyard, but one lantern is broken into two pieces.",Recognizing that one object from a set is broken into multiple parts.,Numerical,Conceptual Quantitative,61
A grandfather clock with alternating segments of bronze and silver.,A grandfather clock with alternating segments of bronze and silver.,Identifying a pattern of alternating materials in a segmented object.,Numerical,Conceptual Quantitative,62
A violin bow split into five separate wooden segments.,A violin bow split into five separate wooden segments.,Understanding partitioning of an object into five discrete segments.,Numerical,Conceptual Quantitative,63
A decorative mask with one side painted in metallic blue and the other in matte gold.,A decorative mask with one side painted in metallic blue and the other in matte gold.,Interpreting symmetrical division and contrasting features of two halves.,Numerical,Conceptual Quantitative,64
A chessboard with squares transitioning from jet black to pearl white in a gradient pattern.,A chessboard with squares transitioning from jet black to pearl white in a gradient pattern.,Understanding gradual color transitions across a structured grid.,Numerical,Conceptual Quantitative,65
There are three vintage cameras and half of another camera on the display shelf.,There are three vintage cameras and half of another camera on the display shelf.,Recognizing partial inclusion as a fractional quantity in a set.,Numerical,Conceptual Quantitative,66
There are two durians and a third of another durian on the table.,There are two durians and a third of another durian on the table.,Comprehending mixed quantities involving whole and fractional parts of an object.,Numerical,Conceptual Quantitative,67
There are three starfruits and half of another on the table.,There are three starfruits and half of another on the table.,Interpreting a combination of whole and half quantities of objects.,Numerical,Conceptual Quantitative,68
An image of a coconut where one half is blue and the other half is silver.,An image of a coconut where one half is blue and the other half is silver.,Understanding a whole divided into two equal parts with contrasting characteristics.,Numerical,Conceptual Quantitative,69
There are two skateboards and one-third of another skateboard in the park.,There are two skateboards and one-third of another skateboard in the park.,Understanding fractional representation of an object alongside whole units.,Numerical,Conceptual Quantitative,70
A book torn into four equal sections.,A book torn into four equal sections.,Recognizing division of a whole object into four equal parts (quarters).,Numerical,Conceptual Quantitative,71
There are three books and a quarter of another book on the shelf.,There are three books and a quarter of another book on the shelf.,Understanding the combination of whole and fractional parts of objects.,Numerical,Conceptual Quantitative,72
A vase split vertically into red and orange halves.,A vase split vertically into red and orange halves.,Interpreting equal division of an object into two parts with distinct features.,Numerical,Conceptual Quantitative,73
There are four pineapples and two-thirds of another pineapple on the table.,There are four pineapples and two-thirds of another pineapple on the table.,Understanding the representation of multiple whole items with an additional fractional part.,Numerical,Conceptual Quantitative,74
There are two watermelons and two-thirds of another watermelon in the fridge.,There are two watermelons and two-thirds of another watermelon in the fridge.,Interpreting mixed quantities involving whole objects and fractional parts.,Numerical,Conceptual Quantitative,75
A mangosteen where one half is purple and the other half is gold.,A mangosteen where one half is purple and the other half is gold.,Recognizing division of an object into halves with contrasting properties.,Numerical,Conceptual Quantitative,76
There are five lychees and three-fifths of another lychee in the bowl.,There are five lychees and three-fifths of another lychee in the bowl.,Quantifying a group using whole numbers and a fractional part of an object.,Numerical,Conceptual Quantitative,77
"A dragon fruit divided into four parts, alternating black and yellow.","A dragon fruit divided into four parts, alternating black and yellow.",Understanding equal division into four parts and interpreting alternating color patterns.,Numerical,Conceptual Quantitative,78
There are two papayas and three-sevenths of another papaya on the plate.,There are two papayas and three-sevenths of another papaya on the plate.,Interpreting the combination of whole units and fractional parts of an object.,Numerical,Conceptual Quantitative,79
A kiwi berry divided into three equal sections.,A kiwi berry divided into three equal sections.,Understanding division of a whole into three equal parts (thirds).,Numerical,Conceptual Quantitative,80
There are three geodes and three-quarters of another geode on the shelf.,"An image showing three whole geodes and one partially broken geode with about three-quarters intact, all placed on a shelf.",Understanding fractional quantity in a countable set (three and three-quarters).,Numerical,Conceptual Quantitative,81
A ceremonial mask fragmented into five uneven pieces.,A broken ceremonial mask lying in five uneven fragments.,Interpreting division of an object into an unequal number of parts.,Numerical,Conceptual Quantitative,82
A tapestry divided into seven vertical panels.,A single tapestry split into seven vertical panels hanging side by side.,Recognizing segmentation of a whole object into multiple equal visual parts.,Numerical,Conceptual Quantitative,83
There are two hourglasses and a third of another hourglass on the desk.,A desk with two complete hourglasses and one hourglass missing two-thirds of its body.,Understanding a mixed quantity involving whole objects and a fractional part.,Numerical,Conceptual Quantitative,84
"A quiver containing five arrows, with one arrow split into two halves.",A quiver holding five whole arrows and one arrow broken cleanly into two pieces.,Identifying a mix of whole objects and one object split evenly into two halves.,Numerical,Conceptual Quantitative,85
There are four origami cranes and a third of another crane on the table.,A table with four complete origami cranes and one partially folded or torn crane showing about a third of the shape.,Interpreting a fractional portion (a third) in the context of discrete objects.,Numerical,Conceptual Quantitative,86
A bonsai tree pruned into seven distinct sections.,A bonsai tree with its foliage shaped into seven clearly separated sections or tiers.,Understanding segmentation of a whole living object into conceptually distinct parts.,Numerical,Conceptual Quantitative,87
A didgeridoo sawed into two equal halves.,"A didgeridoo cut in half, with the two equal pieces placed side by side.",Recognizing equal division of a cylindrical object into two halves.,Numerical,Conceptual Quantitative,88
There are three persimmons and half of another persimmon in the basket.,A basket containing three whole persimmons and one sliced in half.,Identifying whole and fractional parts within a group of objects.,Numerical,Conceptual Quantitative,89
A metronome disassembled into three components.,A metronome taken apart into three visible pieces.,Recognizing object decomposition into a specific number of parts.,Numerical,Conceptual Quantitative,90
There are five seashells and a quarter of another seashell on the shore.,Five full seashells and one small broken piece representing a quarter of a shell lying on the shore.,Understanding partial inclusion of an object within a group.,Numerical,Conceptual Quantitative,91
A kaleidoscope taken apart into four colorful fragments.,A dismantled kaleidoscope shown in four colorful and distinctive pieces.,Interpreting object disassembly into four distinct components.,Numerical,Conceptual Quantitative,92
There are two ukuleles and three-fifths of another ukulele in the studio.,"A studio scene with two whole ukuleles and a third ukulele missing a portion, showing roughly three-fifths of its body.",Reasoning about partial quantities in addition to whole objects.,Numerical,Conceptual Quantitative,93
A gingerbread house roof broken into four geometric fragments beside an intact base.,Four broken roof pieces next to complete gingerbread house structure.,Identifying a part-whole relationship through fragmented and intact components.,Numerical,Conceptual Quantitative,94
Two complete Chinese lanterns and one lantern torn horizontally into two pieces.,Two whole lanterns plus one separated into top and bottom halves.,Understanding partial division of an object into horizontal sections.,Numerical,Conceptual Quantitative,95
A snow globe shattered into three large glass fragments with glitter spread around them.,Three main glass pieces from broken globe with scattered glitter.,Identifying object fragmentation into multiple irregular parts with associated material dispersion.,Numerical,Conceptual Quantitative,96
A chocolate fountain split vertically with dark chocolate on one side and white chocolate on the other.,Bicolor chocolate fountain divided into dark and white sections.,Recognizing vertical division based on color contrast within a single object.,Numerical,Conceptual Quantitative,97
A rainbow layer cake missing two adjacent slices from its eight-slice arrangement.,Six remaining cake slices in an eight-slice circular pattern.,Understanding subtraction of adjacent parts from a whole based on original partitioning.,Numerical,Conceptual Quantitative,98
A glass sculpture fractured into five abstract shapes on its marble base.,Five distinct glass fragments maintaining base connection.,Recognizing division of an object into multiple irregular parts while preserving base attachment.,Numerical,Conceptual Quantitative,99
An hourglass separated at its narrow center with sand spilling between both bulbs.,Two glass bulbs disconnected mid-waist with sand transition.,Interpreting separation at a functional joint and transitional material flow.,Numerical,Conceptual Quantitative,100
