Prompt,Reference Caption,Assessment Point,Category,Subcategory,id
An image with some ceramic teapots and some glass vases. There are as many teapots as vases.,An image with some ceramic teapots and some glass vases. The number of teapots and vases should be approximately equal.,Approximate numerical equality between two object types.,Numerical,Approximate Number Generation,18
An image of a wooden workbench. There are no paintbrushes on the workbench.,An image of a wooden workbench with zero paintbrushes present.,Correct depiction of zero instances of an object.,Numerical,Approximate Number Generation,19
An image with some lanterns and some garden statues. There are more lanterns than statues.,"An image with some lanterns and some garden statues, with the lantern count being greater than the statue count.",Approximate quantity comparison using 'more than'.,Numerical,Approximate Number Generation,20
An image of a cobblestone garden path. There are no people visible on the path.,A garden path scene with zero people present.,Correct depiction of zero people in a scene.,Numerical,Approximate Number Generation,21
An image of a dining table with a few wooden bowls and many ceramic plates.,An image of a dining table where the number of ceramic plates is clearly larger than the number of wooden bowls.,Understanding and comparing quantities expressed with approximate quantifiers ('few' vs. 'many').,Numerical,Approximate Number Generation,22
An image with some folding chairs and some woven picnic mats. The number of folding chairs is about the same as the number of picnic mats.,A scene showing folding chairs and woven picnic mats in approximately equal quantities.,Interpreting and depicting approximate numerical equality between two groups.,Numerical,Approximate Number Generation,23
An image of a rooftop terrace. There are no potted plants on the terrace.,An empty rooftop terrace with no potted plants present.,Understanding and accurately representing the absence of objects ('no' quantifier).,Numerical,Approximate Number Generation,24
An image of an artist's studio with a small number of easels. There are more easels than unfinished paintings.,An image of an artist's studio with a small number of easels. There are more easels than unfinished paintings.,"Comparing relative quantities using approximate terms and quantifiers ('small number', 'more than').",Numerical,Approximate Number Generation,25
An image of a workshop with some chisels. There are fewer chisels than wooden sculptures.,An image of a workshop with some chisels. There are fewer chisels than wooden sculptures.,"Comparing relative quantities expressed through approximate terms ('some', 'fewer than').",Numerical,Approximate Number Generation,26
An image of an antique shop with many gramophones. There are twice as many gramophones as typewriters.,An image of an antique shop with many gramophones. There are twice as many gramophones as typewriters.,Understanding of approximate quantity ('many') and proportional comparison ('twice as many'),Numerical,Approximate Number Generation,27
An image of a library archive with a large number of scrolls. There are fewer scrolls than ancient manuscripts.,An image of a library archive with a large number of scrolls. There are fewer scrolls than ancient manuscripts.,Interpretation of large approximate quantity ('a large number') and comparative reasoning ('fewer than'),Numerical,Approximate Number Generation,28
An image of a magician’s table with a few tarot cards. There are more tarot cards than crystal balls.,An image of a magician’s table with a few tarot cards. There are more tarot cards than crystal balls.,Comprehension of small approximate quantity ('a few') and relative comparison ('more than'),Numerical,Approximate Number Generation,29
An image of a steampunk laboratory with some brass gears. There are as many gears as pressure gauges.,An image of a steampunk laboratory with some brass gears. There are as many gears as pressure gauges.,Understanding of approximate quantity ('some') and equivalence in quantity ('as many as'),Numerical,Approximate Number Generation,30
An image of a collector’s display case with several ancient coins. There are no gold coins in the display.,An image of a collector’s display case with several ancient coins. There are no gold coins in the display.,Interpretation of moderate approximate quantity ('several') and absolute absence ('no'),Numerical,Approximate Number Generation,31
An image of an alchemist’s desk with a few glass vials. There are fewer vials than old books.,An image of an alchemist’s desk with a few glass vials. There are fewer vials than old books.,Recognizing small quantities and making comparative judgments with 'more than'.,Numerical,Approximate Number Generation,32
An image of a ship captain’s cabin with several navigation charts. There are no modern maps in the cabin.,An image of a ship captain’s cabin with several navigation charts. There are no modern maps in the cabin.,Depicting approximate presence ('several') and absolute absence ('no') of objects.,Numerical,Approximate Number Generation,33
"An image with some sketchbooks, some paint palettes, and some wooden easels. There are more sketchbooks than palettes, and more palettes than easels.","A scene showing sketchbooks, palettes, and easels, where the sketchbook count > palette count > easel count.",Interpreting multiple layered comparisons of approximate quantities.,Numerical,Approximate Number Generation,34
An image of a children’s playground. There are no seesaws in the playground.,A playground without any seesaws visible.,Depicting the complete absence of an object using 'no'.,Numerical,Approximate Number Generation,35
"An image of a beachside picnic area with some canvas umbrellas and some wooden deck chairs. There are more umbrellas than chairs, but not many more.","A beachside picnic scene with umbrellas and deck chairs, where the number of umbrellas slightly exceeds the number of deck chairs.",Ability to depict a small quantitative difference using approximate comparative language.,Numerical,Approximate Number Generation,36
A table with some guitar picks and some spools of thread. The number of picks and spools is about the same.,"A table with some guitar picks and some spools of thread, with approximately equal numbers of each.",Ability to represent equal quantities described using approximate terms.,Numerical,Approximate Number Generation,37
A glass cabinet with a few postcards but no commemorative coins.,"A glass cabinet displaying a few postcards, with no commemorative coins present.",Ability to depict a small quantity alongside the explicit absence of another item.,Numerical,Approximate Number Generation,38
A toolbox with some screwdrivers and many wrenches. There are more wrenches than screwdrivers.,A toolbox containing a small number of screwdrivers and a significantly larger number of wrenches.,Ability to represent contrasting approximate quantities and correctly reflect comparative statements.,Numerical,Approximate Number Generation,39
A display shelf with a few berets but no baseball caps.,"A display shelf containing some berets, with no baseball caps at all.",Ability to illustrate a small quantity of one item and complete absence of another.,Numerical,Approximate Number Generation,40
A craft store with a few ceramic pots and many glass marbles.,"A craft store where the number of ceramic pots is small, while there are significantly more glass marbles.",Understanding of relative quantity using 'a few' versus 'many'.,Numerical,Approximate Number Generation,41
A desk with some quill pens and a few ink stones. There are more quill pens than ink stones.,A desk containing a larger number of quill pens compared to a smaller number of ink stones.,"Comparison of quantities using 'some', 'a few', and an explicit 'more than' statement.",Numerical,Approximate Number Generation,42
A storage shelf with some chess pieces but no chessboard.,"A storage shelf with only scattered chess pieces, but no chessboard at all.",Recognition of approximate presence ('some') versus absolute absence ('no').,Numerical,Approximate Number Generation,43
A garden with a few solar-powered lamps and many windmills.,A garden featuring a small number of solar-powered lamps and a significantly larger number of windmills.,Distinguishing between small and large approximate quantities using 'a few' and 'many'.,Numerical,Approximate Number Generation,44
An open kitchen with some bamboo steamers and many glass bowls.,An open kitchen where the number of bamboo steamers is noticeably smaller than the number of glass bowls.,Evaluation of unequal approximate quantities using 'some' versus 'many'.,Numerical,Approximate Number Generation,45
A display stand with a few vintage ink bottles but no feather pens.,"A display stand containing some vintage ink bottles, with no feather pens present.",Understanding of 'a few' as an approximate number and recognizing the absence of feather pens.,Numerical,Approximate Number Generation,46
An image with some candles and some lanterns. There are as many candles as lanterns.,"An image with some candles and some lanterns, with approximately equal numbers of each.",Ability to represent approximate quantities and equality in number.,Numerical,Approximate Number Generation,47
An image of a bookshelf. There are no books on the bookshelf.,"An image of a bookshelf that is completely empty, with no books on it.",Recognition and accurate depiction of zero quantity (absence of books).,Numerical,Approximate Number Generation,48
An image with some umbrellas and some walking canes. There are more umbrellas than walking canes.,"An image containing some umbrellas and some walking canes, with a noticeably greater number of umbrellas than canes.",Ability to compare approximate quantities and depict a relative difference.,Numerical,Approximate Number Generation,49
A park scene with a few stone benches and many wooden benches.,A park setting featuring a small number of stone benches and a significantly larger number of wooden benches.,Understanding and contrast of approximate quantities: 'a few' vs 'many'.,Numerical,Approximate Number Generation,50
A kitchen counter with some ceramic bowls and a few teapots. There are more bowls than teapots.,A kitchen counter displaying some ceramic bowls and a smaller number of teapots.,Model's ability to represent approximate quantities and a comparative relationship ('more bowls than teapots').,Numerical,Approximate Number Generation,51
An image of a tool rack with some pliers and no hammers.,A tool rack showing some pliers but no hammers at all.,Model's ability to depict an approximate quantity ('some') alongside the absence of an item ('no hammers').,Numerical,Approximate Number Generation,52
A marketplace stall with a few woven baskets and many clay pots.,A marketplace stall displaying a small number of woven baskets and a significantly greater number of clay pots.,Model's ability to distinguish between approximate quantities using contrastive quantifiers ('a few' vs. 'many').,Numerical,Approximate Number Generation,53
A museum exhibit with some old coins and some ancient scrolls. There are as many coins as scrolls.,"A museum exhibit displaying some old coins and some ancient scrolls, with both being approximately equal in number.",Model's ability to depict equal approximate quantities ('some') for two item types.,Numerical,Approximate Number Generation,54
A garden with some wind chimes and a few birdhouses. There are more wind chimes than birdhouses.,A garden scene containing some wind chimes and a noticeably smaller number of birdhouses.,Model's ability to represent a comparative relationship using approximate quantifiers ('some' vs. 'a few').,Numerical,Approximate Number Generation,55
A display case with several watches but no rings.,A display case filled with several watches and no rings at all.,Evaluates understanding of approximate quantity ('several') and complete absence ('no'),Numerical,Approximate Number Generation,56
An image with some wind chimes and some rattan chairs. The number of wind chimes is equal to the number of rattan chairs.,"The image contains some wind chimes and some rattan chairs, with approximately the same quantity of both.",Assesses recognition of approximate quantities ('some') and numerical equivalence,Numerical,Approximate Number Generation,57
An image featuring a wooden wine rack. There are no wine bottles on the rack.,"A wooden wine rack that is completely empty, with no wine bottles.",Evaluates understanding of total absence ('no'),Numerical,Approximate Number Generation,58
An image with quite a few oil-paper umbrellas and a few folding fans. The number of oil-paper umbrellas is greater than the number of folding fans.,The image contains significantly more oil-paper umbrellas than folding fans.,Tests comprehension of relative approximate quantities ('quite a few' vs. 'a few'),Numerical,Approximate Number Generation,59
An image with a shelf. There are no ceramic pots on the shelf.,The image shows a shelf with no ceramic pots placed on it.,Evaluates recognition of absence ('no') in the scene,Numerical,Approximate Number Generation,60
An image with some bronze ornaments and many stone mill wheels. The number of stone mill wheels is much greater than the number of bronze ornaments.,The image contains a small number of bronze ornaments and a significantly larger number of stone mill wheels.,Understanding of comparative quantities using 'some' and 'many'.,Numerical,Approximate Number Generation,61
"An image of a courtyard. There are some old waterwheels, but only a few wind vanes.",The image shows a courtyard with noticeably more old waterwheels than wind vanes.,Recognition of relative quantity between 'some' and 'a few'.,Numerical,Approximate Number Generation,62
"An image of a transparent herbal jar. The jar is empty, with no herbs inside.",The transparent herbal jar is completely empty.,Understanding of absolute absence indicated by 'empty' and 'no'.,Numerical,Approximate Number Generation,63
An image with many bamboo lanterns and some long-handled palm fans. The number of bamboo lanterns is greater than the number of palm fans.,The image shows significantly more bamboo lanterns than long-handled palm fans.,Recognition of quantity comparison between 'many' and 'some'.,Numerical,Approximate Number Generation,64
"An image of a wooden cabinet. The top compartment of the cabinet is empty, with no wooden carvings placed inside.","The top compartment of the wooden cabinet is empty, while other compartments may have items.",Interpretation of localized emptiness using 'empty' and 'no'.,Numerical,Approximate Number Generation,65
An image with some hand-cranked spinning wheels and some tea scales. The number of spinning wheels is approximately equal to the number of tea scales.,The image contains a roughly equal number of hand-cranked spinning wheels and tea scales.,Ability to represent approximate equality between quantities using 'some',Numerical,Approximate Number Generation,66
An image with some lanterns and some wooden stools. There are as many lanterns as wooden stools.,"An image with some lanterns and some wooden stools, with approximately the same number of each.",Understanding of the phrase 'as many as' to imply approximate numerical equality,Numerical,Approximate Number Generation,67
An image of a display shelf. There are no glass vases on the shelf.,An image of a display shelf that is completely empty of glass vases.,Ability to depict zero quantity of a specific object,Numerical,Approximate Number Generation,68
An image with several parasols and a few garden gnomes. There are more parasols than garden gnomes.,An image showing several parasols and a smaller number of garden gnomes.,"Understanding and comparison of approximate quantities using 'several', 'few', and 'more'",Numerical,Approximate Number Generation,69
An image of a long wooden table. There are no candles on the table.,A long wooden table with no candles placed on it.,Ability to represent the absence (zero quantity) of a specific object,Numerical,Approximate Number Generation,70
An image with some bronze sculptures and many ceramic plates. There are more ceramic plates than bronze sculptures.,An image showing a small number of bronze sculptures and a much larger number of ceramic plates.,Understanding and comparing approximate quantities using 'some' and 'many'.,Numerical,Approximate Number Generation,71
An image of a garden. There are some wind chimes but only a few weather vanes.,A garden with more wind chimes than weather vanes.,Differentiating quantities using 'some' and 'only a few'.,Numerical,Approximate Number Generation,72
An image of a glass jar. The jar is empty; there are no marbles inside.,"A glass jar that is completely empty, with no marbles inside.",Recognizing and representing the concept of zero quantity.,Numerical,Approximate Number Generation,73
An image with many woven baskets and some wooden trays. There are more baskets than trays.,An image showing significantly more woven baskets than wooden trays.,Comparing relative quantities expressed with 'many' and 'some'.,Numerical,Approximate Number Generation,74
An image of a wooden cabinet. The top shelf is empty with no pottery displayed.,"A wooden cabinet where the top shelf is empty, though other shelves may contain items.",Detecting absence of objects (zero) in a specified location.,Numerical,Approximate Number Generation,75
An image with some hand-painted fans and some paper lanterns. The number of fans and lanterns is approximately equal.,An image showing approximately the same number of hand-painted fans and paper lanterns.,Understanding approximate equality in quantity between two object groups.,Numerical,Approximate Number Generation,76
An image with some hourglasses and some compasses. There are as many hourglasses as compasses.,"The image contains some hourglasses and some compasses, with equal quantities (e.g., 4 or 5 each).",Understanding of approximate quantity ('some') and numerical equivalence between two object types.,Numerical,Approximate Number Generation,77
An image of a laboratory beaker. There is no liquid inside the beaker.,A dry beaker with no liquid inside.,Recognition of the concept of zero quantity.,Numerical,Approximate Number Generation,78
An image with a few kites flying in the sky.,"The sky contains a small number of kites, around 3 to 5.",Interpretation of the approximate quantifier 'a few'.,Numerical,Approximate Number Generation,79
An image with many gears scattered on the ground.,"The ground is covered with many gears, roughly 15 or more.",Interpretation of the approximate quantifier 'many'.,Numerical,Approximate Number Generation,80
An image with some folding fans and some hand drums. There are more folding fans than hand drums.,"The image shows some folding fans and some hand drums, with the folding fans clearly outnumbering the hand drums.",Understanding of comparative approximate quantities and relative numerosity ('more').,Numerical,Approximate Number Generation,81
An image of a table with some magnifying glasses and some telescopes. There are as many magnifying glasses as telescopes.,"The table holds equal numbers of magnifying glasses and telescopes (e.g., 4 or 5 each).",Approximate Number Generation �C equality of two approximate quantities,Numerical,Approximate Number Generation,82
An image of a birdcage. There are no birds inside the birdcage.,The birdcage is completely empty with no birds inside.,Zero �C verifying absence of Reference Caption entities,Numerical,Approximate Number Generation,83
An image with a few folding chairs leaning against a wall.,"A small number of folding chairs, around 3 to 5, leaning against the wall.",Approximate Number Generation �C interpreting 'a few',Numerical,Approximate Number Generation,84
An image of a display shelf filled with vinyl records.,"The display shelf is densely packed with vinyl records, roughly 20 or more.",Approximate Number Generation �C interpreting 'filled with' as many entities,Numerical,Approximate Number Generation,85
An image of an empty envelope. There is no letter inside the envelope.,The envelope is completely empty with no letter or any other contents inside.,Zero �C confirming complete emptiness of container,Numerical,Approximate Number Generation,86
There are some red spinning tops and some yellow spinning tops on the table. There are more red spinning tops than yellow ones.,"The tabletop has more red spinning tops than yellow ones, with both colors present but in different quantities.",Comparison of approximate quantities ('some') with a relative quantity difference ('more than'),Numerical,Approximate Number Generation,87
"There are several envelopes on the table, and all of them are empty.","A set of envelopes, clearly open to show that there are no letters inside.",Recognition of approximate quantity ('several') and total absence ('all of them are empty'),Numerical,Approximate Number Generation,88
"There are some beakers on the table. Some of them contain water, while others are empty. There are more beakers with water than empty ones.","Multiple beakers, with most containing water and a few being empty, creating a numerical contrast.",Interpretation of approximate quantities ('some') and comparative relationship ('more than'),Numerical,Approximate Number Generation,89
"There are some pinwheels on the grass. There are fewer red pinwheels than blue ones, but more than yellow ones.","The grass has red, blue, and yellow pinwheels distributed in a quantity order: blue > red > yellow.","Understanding of comparative relationships among multiple approximate quantities ('fewer than', 'more than')",Numerical,Approximate Number Generation,90
There are some bamboo dragonflies on the table and some in the air. There are more in the air than on the table.,"Several bamboo dragonflies floating in the air, with fewer resting on the table.","Comparison of spatially distributed approximate quantities ('some', 'more than')",Numerical,Approximate Number Generation,91
"Some marbles are scattered on the ground. Red marbles are the most numerous, while blue marbles are the least.","Marbles are distributed noticeably: red ones are the most, blue ones are the least, and other colors are in between.","Evaluation of approximate quantity ('some') and extremal comparison ('most numerous', 'least')",Numerical,Approximate Number Generation,92
"There are some birdcages in the room, and none of them contain birds.","Multiple empty birdcages in the room, all clearly visible with no birds inside.",Interpretation of approximate quantity ('some') and absolute absence ('none contain birds'),Numerical,Approximate Number Generation,93
"There is a stamp album on the table. Some pages have stamps, while some pages are blank.",A stamp album with some pages containing stamps and some blank pages.,Recognition of partial presence and absence through approximate quantifier ('some'),Numerical,Approximate Number Generation,94
There are some red paper umbrellas and blue paper umbrellas on the ground. There are more red paper umbrellas than blue ones.,"More red paper umbrellas than blue ones, with both colors clearly distinguishable.",Comprehension of approximate quantity ('some') and comparative relationship ('more than'),Numerical,Approximate Number Generation,95
"There are five glass bottles on the table, and two of them are empty.","Five glass bottles, with two being completely empty, while the others may contain water or other substances.",Understanding of exact quantity ('five') and partial absence ('two are empty'),Numerical,Approximate Number Generation,96
There are some paper-cut artworks on the wall. There are fewer red ones than blue ones.,"The wall is covered with paper-cut artworks, with more blue ones than red ones.",Interpretation of approximate quantity ('some') and comparative relationship ('fewer than'),Numerical,Approximate Number Generation,97
"There is a mailbox at the door, and it contains no letters.","A completely empty mailbox, with its opening clearly showing there are no letters inside.",Recognition of absolute absence ('no letters'),Numerical,Approximate Number Generation,98
There are some small copper bells and some silver bells on the table. There are more small copper bells than silver ones.,"Among the bells placed on the table, the small copper bells are noticeably more than the silver ones.",Comprehension of approximate quantities ('some') and comparative relationship ('more than'),Numerical,Approximate Number Generation,99
"There are several inkstones on the table, and some of them do not contain ink.","Some inkstones on the table have ink, while others are dry with no traces of ink or moisture.","Understanding of approximate quantity ('several', 'some') and partial absence ('do not contain ink')",Numerical,Approximate Number Generation,100
There are some puppets and some dolls on the shelf. There are fewer puppets than dolls.,"The shelf holds a mix of puppets and dolls, with more dolls than puppets.",Interpretation of approximate quantities ('some') and comparative relationship ('fewer than'),Numerical,Approximate Number Generation,101
