Prompt,Reference Caption,Assessment Point,Category,Subcategory,id
Generate an image to explain the cause of following scene: a tipped-over kayak floating downstream without a paddler.,"The kayak hitting a submerged rock, ejecting the paddler into the water.",Visualizing hidden underwater obstacles and resulting chain of events (collision → ejection → separation),Causal,Effect To Cause,43
Generate an image to explain the cause of following scene: a tree branch bending and leaves flying off.,"A strong wind blowing through a forest, causing a tree branch to bend and leaves to be blown off.",Conveying the strength and direction of the wind while ensuring the tree's movement looks natural.,Causal,Cause To Effect,44
Generate an image to explain the cause of following scene: a highway traffic jam with cars stuck in long lines.,"A construction zone, accident, or an event causing a bottleneck on the highway, leading to cars being stuck in traffic.",Accurately showing the traffic cause (like an accident or construction) without making the scene overly cluttered.,Causal,Cause To Effect,45
Generate an image to explain the cause of following scene: a car with deflated airbags visible through the windshield,A car that recently collided with a tree at moderate speed,Requires understanding delayed effects (airbags don't deploy in minor collisions) and visualizing crash aftermath,Causal,Effect To Cause,46
Generate an image to explain the cause of following scene: multiple fish floating belly-up in a pond,Industrial waste pipes discharging toxic chemicals into water,Needs to infer invisible water contamination from biological effects,Causal,Effect To Cause,47
Generate an image to explain the cause of following scene: distinctive circular burn marks on kitchen countertop,Hot cooking pans placed directly on surface without trivets,Demands material science knowledge about heat transfer effects,Causal,Effect To Cause,48
Generate an image to explain the cause of following scene: carved initials inside a heart shape on tree bark,Person using pocket knife to vandalize tree surface,Requires temporal reasoning about human actions leaving permanent marks,Causal,Effect To Cause,49
Generate an image to explain the cause of following scene: perfect circular holes in tree trunk with carbonized edges,Lightning strike creating instantaneous steam explosion in sap,Demonstrating the instantaneous effect of extreme weather on biological tissue,Causal,Effect To Cause,50
Generate an image to explain the cause of following scene: spiral patterns in crop field soil,Experimental drone seeding patterns with gyroscopic stabilizers,Mapping the 3D spatial relationship between aircraft trajectory and ground imprints,Causal,Effect To Cause,51
Generate an image to explain the cause of following scene: a tree losing its leaves in early spring,Sudden frost or cold snap damaging the tree’s leaves,Requires understanding of environmental conditions affecting plant life,Causal,Effect To Cause,52
Generate an image to explain the cause of following scene: smoke billowing from a chimney on a cold evening,Person starting a fire in a fireplace to keep warm,Requires linking domestic activity with environmental signs,Causal,Effect To Cause,53
Generate an image to explain the cause of following scene: a tree with a significant portion of its bark peeling off,Insects or animals causing damage to the bark,Requires reasoning about animal behavior and its impact on plant life,Causal,Effect To Cause,54
Generate an image to explain the cause of following scene: a person’s footprints on a snowy path,Person walking through the snow,Requires understanding human movement in relation to environmental conditions,Causal,Effect To Cause,55
Generate an image to explain the cause of following scene: an empty bird nest on the ground under a tree,Strong wind blowing the nest from a tree branch,Requires understanding of natural environmental causes affecting the nest's displacement,Causal,Effect To Cause,56
Generate an image to explain the cause of following scene: a tooth mark on an apple,Person biting into the apple with their teeth,Requires understanding the interaction between teeth and the apple surface causing an imprint,Causal,Effect To Cause,57
Generate an image to explain the cause of following scene: a bruise on a young boy's forehead,Boy hitting his head against a hard surface while playing,Requires temporal reasoning to connect the accident to the bruise formation on the forehead,Causal,Effect To Cause,58
Generate an image to explain the cause of following scene: red fruit juice stains on a little girl's skirt,Girl spilling fruit juice while drinking or eating it,Requires reasoning about the cause of the spill and its effect on the skirt,Causal,Effect To Cause,59
Generate an image to explain the cause of following scene: a broken pencil on the floor,Person dropping the pencil or stepping on it accidentally,Requires reasoning about the force applied to break the pencil and how it ends up on the floor,Causal,Effect To Cause,60
Generate an image to explain the cause of following scene: a torn piece of paper on a table,Person ripping the paper by accident or intentionally,"Requires understanding of how physical actions, like tearing, lead to a torn paper",Causal,Effect To Cause,61
Generate an image to explain the cause of following scene: a stain on the wall,Person accidentally spilling food or liquid on the wall,Requires reasoning about how substances like food or drink can stain a vertical surface,Causal,Effect To Cause,62
Generate an image to explain the cause of following scene: fingerprints on a mirror,Person touching the mirror with dirty or greasy fingers,Requires understanding how the natural oils and dirt on fingers leave marks on smooth surfaces like mirrors,Causal,Effect To Cause,63
Generate an image to explain the cause of following scene: a broken bed slat,Person jumping on or putting excessive weight on the bed,Requires understanding the structural limits of the bed and how weight causes a break,Causal,Effect To Cause,64
Generate an image to explain the cause of following scene: scratches on a door,Person dragging something sharp or heavy across the door surface,Requires reasoning about the interaction between materials and how certain actions cause visible damage,Causal,Effect To Cause,65
Generate an image to explain the cause of following scene: mud on the bottom of shoes,"Person walking on a wet, muddy surface",Requires reasoning about how external conditions like rain or dirt create marks on shoes,Causal,Effect To Cause,66
Generate an image to explain the cause of following scene: food crumbs on a computer keyboard,"Person eating while using the keyboard, causing crumbs to fall onto the keys",Requires understanding the interaction between eating habits and the resulting mess,Causal,Effect To Cause,67
Generate an image to explain the cause of following scene: a smartphone battery being drained,"Person using multiple apps or features that consume a lot of power, or leaving the phone on for an extended period",Requires understanding how different phone activities contribute to battery consumption over time,Causal,Effect To Cause,68
Generate an image to explain the cause of following scene: food crumbs on a car seat,Person eating food in the car and accidentally spilling crumbs,Requires reasoning about how small particles from food can end up on car seats during travel or eating,Causal,Effect To Cause,69
Generate an image to explain the cause of following scene: a foul odor inside a refrigerator,Spoiled food or leftover items causing bacteria to grow and create unpleasant smells,Requires understanding how perishable food and lack of proper cleaning lead to odors in closed spaces,Causal,Effect To Cause,70
Generate an image to explain the cause of following scene: a cigarette smell in a car,"Person smoking a cigarette inside the car, leaving behind smoke residue",Requires understanding how smoke lingers in enclosed spaces and leaves a lingering smell,Causal,Effect To Cause,71
