Prompt,Reference Caption,Assessment Point,Category,Subcategory,id
Generate the result caused by mixing hydrogen peroxide with potassium iodide.,"A rapid reaction occurs, producing iodine, which colors the solution brown, along with the release of oxygen gas and the formation of bubbles.","Accurately depicting the release of oxygen gas, the color change to brown, and the rapid nature of the reaction.",Causal,Cause To Effect,38
Generate the result caused by mixing sodium thiosulfate with hydrochloric acid.,"A cloudy, yellow precipitate of sulfur forms rapidly, accompanied by the release of heat and a color change from clear to opaque.","Depicting the precise moment when the solution turns cloudy and the formation of sulfur precipitates, while capturing the exothermic nature of the reaction.",Causal,Cause To Effect,39
Generate the result caused by leaving an unprotected antique oil painting in direct sunlight for six months.,A faded oil painting with cracked paint and discolored sections.,"Depicting cumulative UV damage effects (fading, cracking) from prolonged exposure over months.",Causal,Cause To Effect,40
Generate the result caused by leaving a bar of soap in a dish filled with water for a week.,"A partially or completely dissolved, soft bar of soap with a mushy texture.",Representing gradual material dissolution and textural transformation across extended duration.,Causal,Cause To Effect,41
Generate the result caused by soaking a loaf of bread in water for two hours.,"A soggy, disintegrating loaf of bread with water pooling around it.",Visualizing rapid water absorption leading to structural collapse while maintaining food item recognition.,Causal,Cause To Effect,42
Generate the result caused by pressing a hot iron onto a plastic tablecloth.,The plastic melts and deforms.,Capturing precise thermal deformation patterns and material state changes from heat contact.,Causal,Cause To Effect,43
Generate the result caused by adding magnesium ribbon to hydrochloric acid.,"The magnesium ribbon reacts vigorously with hydrochloric acid, producing hydrogen gas and forming magnesium chloride, with bubbling and fizzing occurring as a result.","Accurately depicting the vigorous release of hydrogen gas, the bubbling effect, and the formation of magnesium chloride.",Causal,Cause To Effect,44
"Generate the result caused by leaving a violin in a cold, dry attic for three years.","A violin with cracked wood, loose strings, and warped shape.","Depicting material degradation from prolonged exposure to cold/dry conditions (wood cracks, structural warping).",Causal,Cause To Effect,45
Generate the result caused by adding a small amount of copper sulfate to a solution of sodium hydroxide.,"A blue precipitate of copper(II) hydroxide forms, indicating a successful double displacement reaction.",Accurately depicting the formation of the blue copper(II) hydroxide precipitate and the visual clarity of the reaction.,Causal,Cause To Effect,46
"Generate the result caused by using an old, dried-out typewriter ribbon to type a letter.","A faint, barely visible typed text with some letters missing ink.",Illustrating degraded functionality of depleted ink sources (fragmented/textless impressions).,Causal,Cause To Effect,47
Generate the result caused by a bee sting on human skin.,"The skin becomes red, swollen, and painful at the sting site, with the potential for an allergic reaction such as hives or difficulty breathing in severe cases.","Illustrating both the local inflammatory response and the possibility of a systemic allergic reaction, such as anaphylaxis, depending on the individual’s sensitivity.",Causal,Cause To Effect,48
Generate the result caused by mixing hydrogen peroxide with sodium bicarbonate.,"A fizzing reaction occurs, producing carbon dioxide gas and causing bubbles to form as the sodium bicarbonate neutralizes the hydrogen peroxide.",Depicting the fizzing and bubbling reaction as well as accurately showing the gas release and the interaction between the chemicals.,Causal,Cause To Effect,49
Generate the result caused by submerging a book in a bathtub for an hour.,"A swollen, waterlogged book with pages sticking together and ink bleeding.","Depicting gradual material degradation (paper absorption, ink diffusion) and temporal progression of water damage.",Causal,Cause To Effect,50
Generate the result caused by leaving a leather wallet in a washing machine during a full cycle.,"A soaked, misshapen leather wallet with faded color and wrinkled texture.",Showing material-specific deformation (leather warping) and combined effects of mechanical agitation + chemical exposure.,Causal,Cause To Effect,51
Generate the result caused by placing a candle in a freezer for 24 hours.,A brittle candle with small cracks forming along its surface.,Visualizing thermal contraction effects on wax structure and fine surface fractures from cold stress.,Causal,Cause To Effect,52
Generate the result caused by adding potassium permanganate to a solution of oxalic acid.,"A dramatic color change occurs as the purple potassium permanganate is reduced to a colorless compound, with the formation of carbon dioxide gas and heat being released.","Depicting the transition from purple to colorless as the potassium permanganate is reduced, along with the release of gas and heat.",Causal,Cause To Effect,53
Generate the result caused by adding phenolphthalein to a solution of sodium hydroxide.,"The solution turns pink as the phenolphthalein acts as an indicator, showing the presence of a basic environment.","Accurately depicting the color change from colorless to pink as phenolphthalein reacts with the alkaline solution, indicating the pH shift.",Causal,Cause To Effect,54
Generate the result caused by striking a tuning fork and immediately submerging it in water.,Water rippling outward in concentric waves from the vibrating tuning fork.,Depicting energy transfer from vibrations to fluid dynamics,Causal,Cause To Effect,55
Generate the result caused by leaving a wooden cutting board outdoors in heavy rain for a week.,"A warped, discolored cutting board with visible cracks and softened edges.",Representing gradual material degradation over time,Causal,Cause To Effect,56
Generate the result caused by stacking a tower of 15 playing cards and blowing air at it.,A collapsing card tower with individual cards tumbling in different directions.,Capturing chaotic motion from external disturbance,Causal,Cause To Effect,57
Generate the result caused by placing a raw egg inside a vacuum chamber and removing all air.,An expanded egg with its shell cracking due to the pressure difference.,Visualizing internal pressure effects in a vacuum,Causal,Cause To Effect,58
Generate the result caused by heating a sealed can of soda on a stove.,The can will likely explode due to the buildup of internal pressure from the carbonated liquid heating up.,Visualizing the buildup of pressure inside the can and the resulting explosion due to the inability of the can to withstand the pressure.,Causal,Cause To Effect,59
Generate the result caused by putting a bunch of grapes in a food dehydrator for 48 hours.,"A tray of shrunken, wrinkled raisins where the grapes used to be.",Depicting time-dependent physical transformation through dehydration while maintaining object recognition (grapes → raisins).,Causal,Cause To Effect,60
Generate the result caused by placing a lit candle under a glass jar for a long time.,The candle will burn out.,Showing subtle thermal/material interaction effects (heat/moisture transfer) rather than obvious physical damage.,Causal,Cause To Effect,61
Generate the result caused by accidentally dropping a hot frying pan onto a linoleum kitchen floor.,"A burnt, discolored ring on the floor where the frying pan made contact.",Representing brief but intense thermal transfer effects on specific materials without melting/destructive damage.,Causal,Cause To Effect,62
Generate the result caused by wrapping a rubber band tightly around a banana for two days.,A deeply indented banana with the peel visibly compressed at the band location.,Visualizing slow deformation from sustained pressure while maintaining organic material consistency (peel vs flesh).,Causal,Cause To Effect,63
Generate the result caused by mixing potassium permanganate with glycerol.,The mixture will ignite due to the strong oxidizing nature of potassium permanganate reacting with the glycerol.,Illustrating pressure differential effects in contained environments with inverse inflation logic (external vacuum causing internal expansion).,Causal,Cause To Effect,64
Generate the result caused by placing a roll of aluminum foil inside a microwave and turning it on.,Sparks flying as the foil reflects and reacts to the microwave energy.,"Understanding electromagnetic interaction between metal and microwaves, leading to sparks.",Causal,Cause To Effect,65
Generate the result of a snail traveling across a freshly drawn chalk outline of a labyrinth.,"A snail trail disrupting the chalk outline, with a slightly wet, shiny path cutting through the dry chalk.","Visualizing the delicate contrast between the wet, slimy trail and the powdery dry chalk, and how the snail’s movement distorts the outline.",Causal,Cause To Effect,66
Generate the result of a spider web across a glass window during a rainstorm.,A web partially disrupted by raindrops.,"Visualizing the delicate balance of the spider’s web being constructed while rain impacts its structure, causing distortions in the web and in the appearance of the window.",Causal,Cause To Effect,67
Generate the result caused by placing a raw potato in an oven at high heat for two hours.,"A shriveled, burnt potato with a blackened outer skin.",Simulating combined dehydration effects (moisture loss) and pyrolysis (charring) from prolonged high heat exposure.,Causal,Cause To Effect,68
Generate the result caused by leaving bread dough to rise for five hours instead of one.,"A collapsed, over-fermented dough with a sunken center and large air pockets.",Representing delayed temporal effects of chemical/biological processes (over-fermentation leading to structural collapse).,Causal,Cause To Effect,69
Generate the result caused by watering a cactus daily for two weeks.,A wilting cactus with waterlogged soil.,Visualizing ecological mismatch consequences (biological decay from violating species-specific needs).,Causal,Cause To Effect,70
Generate the result caused by shaking a sealed soda can vigorously and then immediately opening it.,Soda foam and liquid spraying forcefully out of the opened can.,Capturing transient fluid dynamics caused by rapid pressure release (gas-liquid phase interaction).,Causal,Cause To Effect,71
A battery is inserted backward into a flashlight. Generate the result when switched on.,A non-functional flashlight with no light emission.,Conveying electrical circuit failure through absence of light while maintaining realistic device appearance.,Causal,Cause To Effect,72
A ripe avocado is left uneaten on a countertop for three weeks. Generate the result.,"A rotten, blackened avocado with mold growth.",Depicting organic decay processes and visible mold/texture changes over an extended timeframe.,Causal,Cause To Effect,73
A person forgets to apply sunscreen during a beach day with UV index 10. Generate the result.,"A person with severe sunburn and red, peeling skin.","Representing realistic human skin damage from UV exposure, including color variation and peeling texture.",Causal,Cause To Effect,74
A sealed bag of potato chips is carried in a suitcase to a high-altitude mountain peak. Depict its appearance upon arrival.,"An inflated, tightly stretched chip bag due to external low atmospheric pressure.",Visualizing pressure differential effects on sealed containers through material tension/distortion.,Causal,Cause To Effect,75
A porcelain vase is accidentally knocked off a high shelf onto a concrete floor. Display the immediate result.,Shattered porcelain fragments scattered around the base of the shelf.,Depicting material fragility (porcelain) and realistic fragmentation physics upon impact.,Causal,Cause To Effect,76
Generate the result of leaving a metal fork inside an active toaster.,Bright electrical sparks and smoke emerging from the toaster slots.,Illustrating conductive object-electrical current interaction (sparking hazards).,Causal,Cause To Effect,77
Generate the result of leaving an open milk carton at room temperature for two days.,An extinguished candle wick with residual smoke trapped under the jar.,"Demonstrating oxygen deprivation consequences (flame extinction, smoke containment dynamics).",Causal,Cause To Effect,78
Generate the result of storing raw meat uncovered in a warm kitchen for 48 hours.,Discolored meat with possible fuzzy green/white mold growth.,Requires temporal reasoning about biological decay processes and visual understanding of mold growth patterns under specific temperature/exposure conditions.,Causal,Cause To Effect,79
Generate the result of focusing sunlight through a magnifying glass onto a dry leaf.,A charred brown burn mark with possible smoke rising from the leaf.,Demands understanding of optical physics (light concentration) and thermodynamic principles to visualize combustion effects on organic materials.,Causal,Cause To Effect,80
