Prompt,Reference Caption,Assessment Point,Category,Subcategory,id
"A person is standing in front of a bookshelf, with a book in their hand. Place a lamp on the table beside them, slightly above their elbow.","A person is standing in front of a bookshelf, holding a book, with a lamp on a table beside them, slightly above their elbow.",Object placement relative to a person's body part (beside and above elbow).,Compositional,Prescriptive Spatial,11
"A cat is sitting on a windowsill, with a bird feeder hanging outside the window. The feeder should be slightly to the right of the window.","A cat is sitting on a windowsill, with a bird feeder hanging outside the window, slightly to the right of the window.",Spatial relation 'slightly to the right of' for object placement relative to a window,Compositional,Prescriptive Spatial,12
"Position a toy box at the foot of a bed, with a stuffed animal sitting on top of it. The animal should be facing towards the headboard.","A toy box is positioned at the foot of a bed, with a stuffed animal sitting on top of it, facing towards the headboard.",Orientation 'facing towards' relative to a specific object (headboard),Compositional,Prescriptive Spatial,13
"A person is standing in a kitchen, with a refrigerator behind them. Place a pot on the stove in front of them, slightly to the left.","A person is standing in a kitchen, with a refrigerator behind them, and a pot on the stove in front of them, slightly to the left.","Spatial relations 'behind', 'in front of', and 'slightly to the left' relative to person's position",Compositional,Prescriptive Spatial,14
"A dog is lying on a rug, with a ball nearby. The ball should be slightly to the right of the dog's head.","A dog is lying on a rug, with a ball slightly to the right of its head.",Spatial relation 'slightly to the right of' relative to a body part (dog's head),Compositional,Prescriptive Spatial,15
"Position a chair at the head of a table, with a vase on the table in front of it. The vase should be slightly above the chair's armrest.","A chair is positioned at the head of a table, with a vase on the table in front of it, slightly above the chair's armrest.",Spatial relations 'in front of' and 'slightly above' relative to object parts (chair armrest),Compositional,Prescriptive Spatial,16
"A person is sitting on a couch, with a bookshelf behind them. Place a book on the shelf, slightly to the left of the person's head.","A person is sitting on a couch, with a bookshelf behind them, and a book on the shelf, slightly to the left of the person's head.",Spatial relations 'behind' and 'slightly to the left of' relative to body part (person's head),Compositional,Prescriptive Spatial,17
"A car is parked in a driveway, with a bicycle leaning against the fence. The bicycle should be slightly to the right of the car's rear bumper.","A car is parked in a driveway, with a bicycle leaning against the fence, slightly to the right of the car's rear bumper.",Relative positioning (right) with respect to a specific object part (rear bumper).,Compositional,Prescriptive Spatial,18
"A bicycle leans against the west wall of a garage. A toolbox is placed a short distance to the right of the bicycle, and a car parked directly north of both objects faces southward.","The bicycle is positioned against the west wall. The toolbox is just to its right (east), leaving a noticeable gap. The car faces south and is parked parallel to the north side of the bicycle and toolbox, aligned perpendicular to the wall.","Cardinal directions (west, east, north) combined with right/left relative positioning and object alignment using approximate spatial phrasing.",Compositional,Prescriptive Spatial,19
"Position a coffee mug halfway between a laptop and a desk lamp. The lamp is on the far left edge of the table, and the laptop screen faces away from the mug.","The lamp is at the table’s left edge. The mug sits precisely midway between the lamp and laptop, with the laptop’s screen angled opposite to the mug’s position (e.g., if the mug is center-left, the laptop faces right).",Midpoint positioning between objects and orientation (facing away) relative to another object.,Compositional,Prescriptive Spatial,20
"A bluebird perches on the tallest branch of a pine tree. A squirrel sits on a lower branch diagonally to the bird’s left, and a hollow nest is visible directly below the squirrel.","The bluebird is on the highest branch. The squirrel occupies a lower branch positioned diagonally left-downward from the bird. The nest is vertically aligned under the squirrel’s branch, not overlapping the trunk.",Diagonal (left-downward) and vertical (directly below) positioning relative to referenced objects.,Compositional,Prescriptive Spatial,21
"Arrange three suitcases: a large one centered in a room, a medium one 45 degrees to its front-right, and a small one 45 degrees to its front-left. All face outward radially from the large suitcase.","The large suitcase is central. The medium and small suitcases form symmetrical angles (45°) in front of it, positioned like spokes on a wheel, each rotated to face away from the center.",Symmetrical angular placement (45°) and radial orientation from a central object.,Compositional,Prescriptive Spatial,22
"A cat sleeps under a dining chair. A bowl of milk is placed just northeast of the chair, and a toy mouse sits halfway between the bowl and the chair’s front legs.",The cat is beneath the chair. The milk bowl is northeast (45° angle) of the chair with a small gap. The toy mouse lies exactly midway between the bowl and the chair’s front legs.,Cardinal direction (northeast) positioning and midpoint alignment between objects using soft distance phrasing.,Compositional,Prescriptive Spatial,23
"A streetlight stands at the intersection’s northwest corner. A stop sign is placed a short distance to the east, and a fire hydrant is located just south of the sign, aligned with the streetlight’s base.","The streetlight is at the NW corner. The stop sign is a little way to the east (forming a horizontal line). The hydrant is just south of the sign, creating a vertical line down from it and staying aligned east-west with the streetlight.","Cardinal directions (NW, E, S) and multi-axis alignment (horizontal/vertical lines relative to objects) using approximate distance language.",Compositional,Prescriptive Spatial,24
"On a kitchen counter, place a cutting board to the right of the sink. Position a knife vertically on the board’s left edge and a carrot horizontally on its right edge.","The cutting board is immediately right of the sink. The knife stands upright on the board’s left side, while the carrot lies flat on the right side, parallel to the counter’s edge.",Relative horizontal positioning (right/left) and object orientation (vertical vs. horizontal alignment),Compositional,Prescriptive Spatial,25
Align three rocks in a straight diagonal line from the top-left to bottom-right of a sandbox. The middle rock is twice as large as the others and touches both.,"Three rocks form a diagonal (NW to SE). The central rock is larger and physically connects to the two smaller rocks, which are at the diagonal’s endpoints.",Diagonal spatial sequencing (NW-SE) with size-dependent connectivity constraints,Compositional,Prescriptive Spatial,26
"On a bookshelf, place a red book vertically in the top-left shelf. Lay a green book horizontally in the bottom-right shelf, and position a vase halfway between them diagonally, closer to the front edge.","The red book stands upright on the top-left shelf. The green book lies flat on the bottom-right shelf. The vase sits diagonally between them, shifted toward the front (not centered depth-wise).",Cross-quadrant diagonal positioning with combined orientation (vertical/horizontal) and depth prioritization,Compositional,Prescriptive Spatial,27
"A microwave door is open, with a mug placed inside. A metal spoon lies to the left of the microwave, and a plate is positioned directly below the microwave's door.","The mug is fully inside the open microwave. The spoon is placed distinctly to the microwave’s left (not overlapping), and the plate sits vertically aligned below the microwave door, not touching the appliance.","Precision in 'inside,' 'left of,' and 'below' relationships with clear spatial separation",Compositional,Prescriptive Spatial,28
"A white bookshelf stands against a wall. On its middle shelf, a potted plant sits between two stacks of books, with a framed photo leaning against the left stack.","The plant is centered on the middle shelf, flanked by equal book piles. The photo rests vertically against the left book pile’s side, not lying flat.",Accurate interpretation of 'between' for centering and 'against' for vertical placement,Compositional,Prescriptive Spatial,29
"At a crosswalk, a bicycle waits behind a stopped delivery truck. A pedestrian walks across the street to the truck’s right, aligned with its rear wheels.","The truck is foremost, bicycle positioned clearly behind it. The pedestrian crosses at the truck’s right side, vertically aligned with its back wheels, not in front/behind.",Clarity in hierarchical 'behind' prioritization and 'aligned with' for lateral positioning,Compositional,Prescriptive Spatial,30
"On a patio table, a coffee cup sits centered on a saucer. A teaspoon points northwest across the saucer’s right edge, while a napkin lies folded under the saucer’s left side.","Cup/saucer centered. Teaspoon diagonally crosses the saucer’s right half. Napkin is partially visible under the saucer’s left edge, not fully covered.","Execution of 'centered,' cardinal-angled placement, and partial 'under' relationships",Compositional,Prescriptive Spatial,31
"In a fish tank, a castle decoration stands to the right of a bubbling treasure chest. Three pebbles form a straight line starting just in front of the castle, extending leftward.","Treasure chest (left) and castle (right) inside tank. Pebbles form a horizontal line beginning at the front of the castle base, progressing leftward, spaced evenly.",Relative horizontal positioning (left/right) and linear spatial progression from a reference point.,Compositional,Prescriptive Spatial,32
"On a doctor’s desk, a stethoscope coils clockwise around a clipboard. A pen lies diagonally across the clipboard’s top-right corner, pointing northeast.","Stethoscope forms a circular loop enclosing the clipboard. Pen crosses the clipboard’s upper right corner at a 45-degree angle, tip facing NE.",Circular spatial enclosure (clockwise) and angular/directional precision (45-degree NE orientation),Compositional,Prescriptive Spatial,33
"On a chessboard, the white queen stands two squares in front of the black king. A captured knight lies flipped over to the king’s immediate left.","White queen is placed two squares vertically ahead of the black king. The defeated knight is horizontally adjacent to the king’s left, turned upside down.",Cheboard-specific vertical/horizontal positioning and adjacency relationships,Compositional,Prescriptive Spatial,34
"A red umbrella is open on the beach, with a green towel placed to its left. A yellow bucket is positioned behind the umbrella, and a sandcastle is built in front of the towel. All items are spaced with generous separation.","The red umbrella is centrally placed, with the green towel clearly to its left (no overlap). The yellow bucket is directly behind the umbrella, and the sandcastle is positioned in front of the towel. All objects maintain ample spacing in a diamond-like layout.",Multi-object relative positioning (left/right/front/behind) with clear spatial buffers between items.,Compositional,Prescriptive Spatial,35
"A stone bird statue sits atop a fountain in a garden. A wooden bench is positioned to the fountain’s right, facing a gravel path that runs along the garden’s left boundary.","The fountain is central, with the statue on its peak. The bench is placed to the fountain’s immediate right, angled to face the gravel path on the garden’s far left side. The bench and path form a diagonal line across the scene.",Positioning relative to a central object (fountain) with directional relationships (right/left) and diagonal alignment,Compositional,Prescriptive Spatial,36
"On a three-tiered bookshelf: a vase occupies the top-left shelf, a round clock is centered on the middle shelf, and a potted plant sits on the bottom-right shelf. The plant’s vines cascade over the shelf edge.","Clear vertical separation: vase (top-left), clock (middle-center), plant (bottom-right). The plant’s leaves visibly droop below the bottom shelf. No overlapping between shelves.",Vertical tier organization with quadrant-specific placement (top-left/middle-center/bottom-right) and containment within shelves,Compositional,Prescriptive Spatial,37
"A dining table has a fruit bowl at its center. To the bowl’s left is a plate, and to its right is a glass. A napkin is folded beneath a fork, which lies to the plate’s left.","Bowl at center, plate directly left of bowl, glass directly right. The fork is placed left of the plate, with the napkin positioned precisely under the fork (not adjacent to the plate or bowl).",Precise left/right positioning relative to a central object and 'beneath' relationship,Compositional,Prescriptive Spatial,38
"In a parking lot: a blue car is parked left of a red truck. A motorcycle faces east in front of the car, while a bicycle leans against a post behind the truck.","Horizontal alignment: truck (right), car (left of truck). Motorcycle is ahead of the car, facing away from both vehicles. Bicycle is behind the truck, separate from the car’s area.",Horizontal left/right alignment combined with front/behind positioning of multiple vehicles,Compositional,Prescriptive Spatial,39
"An office desk has a centered monitor. A lamp stands to the monitor’s left, angled toward it. A notebook lies to the monitor’s right, and a coffee cup is placed behind the lamp.","Monitor at center. Lamp left of monitor, tilted inward. Notebook aligned to the monitor’s right edge. Cup positioned behind the lamp (not beside it), creating depth.",Directional placement (left/right/behind) and depth relationships around a central object,Compositional,Prescriptive Spatial,40
"In a playground: a slide faces north, a swing set is southwest of the slide, and a seesaw sits east of the swings. All equipment faces the playground’s center.","Slide (north-facing) anchors the scene. Swings are diagonally southwest of the slide, seesaw east of swings. All structures angle inward toward an imaginary central point.",Cardinal direction-based placement (north/southwest/east) and inward-facing orientation,Compositional,Prescriptive Spatial,41
"A kitchen stove has a microwave mounted above it. Inside the microwave is a spatula. A plate rests to the stove’s right, and an open cabinet door is to its left.","Microwave directly above stove. Spatula visible inside microwave (door closed?). Plate on counter right of stove. Cabinet door open on the left side, revealing interior.","Vertical alignment, containment, and horizontal positioning relative to primary objects",Compositional,Prescriptive Spatial,42
"A street scene: a bus stop sign stands on the left. A bench is to the sign’s right, and a trash can is behind the bench. A bicycle rack is positioned in front of the sign.","Sign (far left), bench directly to its right. Trash can behind bench, not blocking it. Bike rack placed between sign and viewer, distinct from other elements.",Front/back positioning and maintaining unobstructed element placement,Compositional,Prescriptive Spatial,43
A tree stands central in a park. Northeast of the tree is a south-facing picnic table. Southeast of the table is a trash can. Directly west of the tree is a signpost.,"Tree at center. Picnic table diagonally northeast, oriented to face south. Trash can southeast of table (not near tree). Signpost west of tree, forming a horizontal axis.",Cardinal direction comprehension and object orientation alignment,Compositional,Prescriptive Spatial,44
A red book is positioned to the left of a blue vase on a wooden shelf. A green pot is placed above the vase but aligned with the right edge of the book.,"The red book is on the shelf’s left side, the blue vase directly to its right. The green pot hovers vertically above the vase but horizontally aligns with the book’s right edge, creating a diagonal relationship between pot, vase, and book.",Horizontal and vertical object positioning with cross-element alignment,Compositional,Prescriptive Spatial,45
"A coffee cup sits inside a microwave with its handle facing the door. A plate is placed on the counter below the microwave, and a spoon lies to the left of the plate.","The microwave door is closed, with the cup’s handle visibly angled toward it. The plate is centered below the microwave, and the spoon is positioned strictly to the plate’s left (no overlap).","Containment, object directional orientation, and adjacent placement",Compositional,Prescriptive Spatial,46
"A bicycle leans against a tree, its front wheel pointing toward a bench placed diagonally across the path. A dog sits beside the bench, facing the bicycle.","The bicycle’s front wheel angles toward the bench, which is placed at a 45-degree angle relative to the path. The dog sits adjacent to the bench’s far side, oriented toward the bicycle.",Angular object placement and directional orientation relationships,Compositional,Prescriptive Spatial,47
"A painting hangs above a sofa, centered on the wall. A floor lamp stands to the sofa’s right, and a side table is wedged between the lamp and sofa.","The painting is perfectly centered above the sofa. The lamp is positioned to the sofa’s immediate right, with the side table bridging the gap between them without overlapping either object.",Centered alignment above an object + adjacent placement with explicit non-overlapping constraints,Compositional,Prescriptive Spatial,48
"On a desk, position a monitor in the center with a keyboard in front of it. Place a mouse to the keyboard’s right and a coffee mug atop a notebook positioned left of the monitor.","The monitor is centered, keyboard directly in front. Mouse is aligned with the keyboard’s right edge. The notebook (left of the monitor) has the mug placed on its surface, not overlapping the monitor’s base.",Hierarchical positioning (center/front) + lateral alignment (mouse/keyboard) + compound placement (mug-on-notebook left-of-monitor),Compositional,Prescriptive Spatial,49
"A bird feeder hangs from a tree branch. A squirrel stands on the branch to the feeder’s left, and two birds perch on the feeder facing opposite directions.","The feeder hangs below the branch. The squirrel is on the branch’s left side relative to the feeder. Birds face 180° apart (e.g., one east, one west).",Vertical suspension (below) + relative lateral positioning on shared plane + directional opposition in orientations,Compositional,Prescriptive Spatial,50
"A car is parked in a driveway facing the garage. A mailbox stands on the sidewalk to the driveway’s left, and a bicycle leans against a partially open garage door.","The car’s front faces the garage. The mailbox is on the sidewalk adjacent to the driveway’s left edge. The bicycle leans on the garage door, which is ajar by ~30 degrees.",Facing orientation + adjacency to boundaries (driveway/sidewalk) + interaction with movable elements (ajar door),Compositional,Prescriptive Spatial,51
"Stack three books: red at the bottom, blue in the middle, green on top. Place a pen diagonally across the stack from top-left to bottom-right. Rest glasses on the red book’s right corner.",Books form a vertical stack with correct color order. The pen crosses the stack diagonally without touching the surface below. Glasses sit only on the red book’s rightmost edge.,Vertical ordering precision + diagonal spatial intersection + edge-specific placement,Compositional,Prescriptive Spatial,52
A cat sleeps under a chair. A yarn ball is halfway under the chair’s front left leg. A lamp shines light over the chair toward the yarn.,"The cat is fully under the chair. The yarn is partially obscured by the front leg. The lamp’s light cone angles downward, illuminating the yarn’s visible half.",Full/partial containment relationships + directional lighting relative to occluded objects,Compositional,Prescriptive Spatial,53
"An open pizza box sits on a kitchen counter, missing a slice from the top right corner. A knife lies across the box’s open lid, and a folded napkin is placed to the box’s left.","The box lid is open, showing a missing slice in the upper right quadrant. The knife spans the lid’s width. The napkin is positioned to the left of the box, not touching it.","Understanding spatial relationships (e.g., 'top right corner', 'across', 'to the left') and object positioning.",Compositional,Prescriptive Spatial,54
"Arrange three bookshelves in a triangular formation. Place a ladder leaning against the easternmost shelf. Position a cat on the middle shelf's top level, facing a potted plant that's 45° northeast of the western shelf.",Triangular arrangement of shelves (non-linear). Ladder on eastern shelf. Cat centered on middle shelf's top. Plant positioned at precise 45° angle from western shelf.,"Understanding geometric formations (e.g., 'triangular', '45° northeast') and object orientation.",Compositional,Prescriptive Spatial,55
"Create a breakfast scene with a pancake stack centered on a rectangular plate. Position maple syrup pouring from northwest to southeast across the stack. Place two blueberries: one embedded in the top pancake's northeast quadrant, another beside the plate's southwest corner.",Syrup flow direction matches coordinates. Blueberry placement shows understanding of plate quadrants. Second berry outside plate at specific corner.,"Understanding directional flow (e.g., 'northwest to southeast') and quadrant-based positioning.",Compositional,Prescriptive Spatial,56
"In a garage workshop, hang a circular saw on the west wall panel. Position a workbench a short distance to the east of the saw, with its vise grip facing north. Place safety goggles hanging from a hook slightly above the bench’s northeast corner.",Clear relative distances. Tool orientation based on cardinal directions. Elevated hook positioned at a specific corner of the bench.,Approximate spatial layout and object orientation using directional cues and relative height.,Compositional,Prescriptive Spatial,57
"Arrange four chess pieces: white queen north of black king, black bishop diagonally southeast of white queen, and white knight positioned such that it's equidistant from both kings but closer to the board's eastern edge.",Complex geometric relationships. Understanding of chess piece terminology. Edge proximity awareness.,"Understanding complex spatial relationships (e.g., 'diagonally southeast', 'equidistant') and edge proximity.",Compositional,Prescriptive Spatial,58
"Position a satellite dish on a rooftop angled 32° northeast. Place two solar panels: one slightly to the west of the dish tilted 15° southwest, another just to the east tilted 25° southeast. Add a weather vane north of all equipment pointing west.",Angular precision with approximate horizontal placement. Relative positioning of multiple directional elements. Clear orientation hierarchy across rooftop.,Use of angular direction combined with relative cardinal placement and layout comprehension.,Compositional,Prescriptive Spatial,59
"In a microscope image, show three cells: a large circular cell centered, a smaller elongated cell tangent to its northwest arc, and a dividing cell positioned such that its midpoint aligns with the large cell's eastern edge.",Geometric tangency understanding. Alignment of midpoints with edges. Size differentiation with shape variations.,"Understanding tangency relationships, midpoint-edge alignment, and size/shape differentiation in cellular arrangements",Compositional,Prescriptive Spatial,60
"Arrange construction vehicles: a crane's base centered on the north site, its arm extending southwest over an excavator that's positioned 30° southeast of a bulldozer. The bulldozer's blade should face the crane's cab.",Angular positioning between multiple objects. Crane arm directional extension. Vehicle orientation relationships.,"Angular positioning precision, directional extension comprehension, and multi-object orientation relationships",Compositional,Prescriptive Spatial,61
"Create a museum display with a dinosaur skeleton facing east. Position two display cases: one northwest of the skull showing teeth fossils, another southeast of the tail containing footprint casts. Add spotlighting from northeast and southwest.",Body part-specific positioning (skull vs tail). Diagonal case placements. Directional lighting sources.,"Anatomic part-relative positioning, diagonal spatial relationships, and directional light source placement",Compositional,Prescriptive Spatial,62
"Map a constellation: blue giant star at center, red dwarf 1.5 light-years northeast, planetary nebula 2 light-years southwest containing three aligned protoplanets. A comet trail arcs from northwest to southeast passing behind the blue giant.",Cosmic scale relationships. Celestial object differentiation. Trajectory understanding with occlusion.,"Spatial comprehension at astronomical scales, celestial object differentiation, and trajectory occlusion understanding",Compositional,Prescriptive Spatial,63
"A coffee mug sits on a kitchen counter. Place a spoon directly to the left of the mug, and position a bowl behind the mug but aligned to the right of the spoon.","The mug is centered on the counter. The spoon is placed immediately to the mug’s left, while the bowl is positioned diagonally behind the mug such that it aligns with the spoon’s right edge. No overlapping objects.","Left/behind positional relationships, multi-object alignment maintenance, and collision avoidance in kitchenware arrangement",Compositional,Prescriptive Spatial,64
"In a study, center a desk lamp on a wooden desk. Stack two books vertically to the lamp’s right, and position a pen horizontally in front of the lamp, pointing northwest.","The lamp is centered on the desk. Two books stand upright to its right, touching each other. The pen lies horizontally in front of the lamp, angled toward the top-left corner of the desk.","Central positioning, vertical stacking precision, and horizontal object orientation with angular specification",Compositional,Prescriptive Spatial,65
"A round dining table has a vase in its center. Arrange three candles: one slightly north of the vase, one placed to the southwest, and one to the southeast. Ensure all candles face outward radially from the vase.","The vase is at the table’s center. Candles form a triangle around it: one directly above, one below-left, and one below-right. All candle wicks point away from the vase.",Compass directions and radial orientation using natural spatial phrasing.,Compositional,Prescriptive Spatial,66
"On a patio, place a lounge chair facing west. Position a side table to its left with a drink on it. A sun hat rests on the chair’s seat, and sandals lie under the table’s right edge.","The chair faces left (west). The side table is to the chair’s left, holding a drink. The hat is on the chair seat, and sandals are partially visible under the table’s right side.","Left-right positioning, facing direction, and under placement",Compositional,Prescriptive Spatial,67
"In a toy store, position a robot facing forward on the middle shelf. Place a toy plane diagonally behind it (top-right), flying toward the robot, and a stuffed dinosaur to the robot’s left, facing away.","The robot is centered on the shelf. The plane hovers behind and above its right shoulder, angled toward the robot. The dinosaur faces left, adjacent to the robot’s left side.",Diagonal positioning behind an object and directional facing,Compositional,Prescriptive Spatial,68
"A bicycle faces north. Attach a basket to its front handlebar, place a helmet on the seat, and position a water bottle inside the basket, tilted 45 degrees to the right.","The bicycle faces upward. The basket is mounted on the handlebar, containing a water bottle leaning right. The helmet sits upright on the seat.","Attachment points, internal placement, and angular tilt",Compositional,Prescriptive Spatial,69
"In a park, center a picnic blanket. Put a sandwich plate at the blanket’s top edge, a drink just below the plate, and a napkin northeast of the drink, touching the blanket’s corner.","The plate is near the blanket’s upper boundary. The drink is directly below it, and the napkin is positioned diagonally top-right from the drink, aligned with the blanket’s corner.",Compass-relative positioning and edge alignment using soft spatial language.,Compositional,Prescriptive Spatial,70
"On a bookshelf, place a red book on the top shelf’s far left. Center a blue vase on the middle shelf, and align a green plant on the bottom shelf’s far right. Ensure all items are vertically staggered.","The red book is top-left, the vase is middle-center, and the plant is bottom-right. No two objects share the same vertical axis.","Vertical staggering (no shared vertical axis) and precise horizontal placement (far left, center, far right) across shelves.",Compositional,Prescriptive Spatial,71
"A cat sleeps on a windowsill. Position a potted plant to the window’s left outside, and a bird feeder to the window’s right outside, both hanging at the same height as the cat.","The cat is on the sill. The plant hangs outside the window’s left pane, and the feeder hangs outside the right pane, all aligned horizontally at the cat’s eye level.",Left/right positioning relative to the window and horizontal alignment at the same height.,Compositional,Prescriptive Spatial,72
"In a garage, park a car facing the entrance. Place a toolbox 2m behind the car’s rear bumper, and position a bicycle to the toolbox’s right, facing parallel to the car.","The car faces outward. The toolbox is directly behind it, with the bicycle positioned to the toolbox’s right, both aligned along the car’s central axis.","Positioning objects behind and to the right of another object, maintaining parallel alignment to a central axis.",Compositional,Prescriptive Spatial,73
"A coffee mug is placed to the left of the stove. On the front burner of the stove sits a frying pan, and inside the mug is a teaspoon.","The stove is positioned centrally. The coffee mug is clearly to the left of the stove (not overlapping). The frying pan rests on the stove’s front burner (closest to the viewer). The teaspoon is fully inside the mug, not beside it.","Left-of positioning, placement on a specific sub-region (front burner), and containment (inside).",Compositional,Prescriptive Spatial,74
"Arrange a vase on the top shelf of a bookshelf, centered. On the middle shelf, place a stack of three books shifted to the right edge. On the bottom shelf, align a framed photo directly below the vase.","A bookshelf with three shelves. The vase is centered on the top shelf. The middle shelf has books tightly stacked at its far right. The bottom shelf’s photo is centered vertically below the vase, creating a straight alignment.",Vertical alignment (directly below) and horizontal positioning (centered vs. far right) across shelves.,Compositional,Prescriptive Spatial,75
"Position a wooden bench under a large oak tree. A bicycle leans against the bench’s right side, facing east. A hat rests on the bench’s left edge, partially hanging off.","The bench is directly beneath the tree’s canopy. The bicycle leans vertically against the bench’s right side, with its handlebars and front wheel oriented eastward. The hat is placed on the bench’s left edge, with one-third of it dangling over the edge.","Precision in cardinal directions (east-facing), left/right object placement relative to a central object, and partial overlap management at edges.",Compositional,Prescriptive Spatial,76
"On a desk, place an open laptop to the left. To the right of the laptop, align a notebook so their top edges match. Position a coffee cup diagonally northeast of the notebook.","The laptop is open on the desk’s left side. The notebook is to the laptop’s right, with its top edge level with the laptop’s screen. The coffee cup is placed above and slightly to the right of the notebook, not overlapping either object.","Horizontal alignment of edges, left/right spatial hierarchy, and diagonal positioning (northeast interpretation) with non-overlapping constraints.",Compositional,Prescriptive Spatial,77
"In a playground, center a slide. To the slide’s left, place a swing set facing south. Behind the slide, add a sandbox that’s partially obscured by it.","The slide is central and dominant. The swing set is positioned to the slide’s left (viewer’s right), with swing seats facing away from the slide. The sandbox is placed behind the slide, with the slide’s structure blocking the lower half of the sandbox.","Central anchoring, viewer vs. object perspective (left/right distinction), directional object orientation (south-facing), and partial occlusion behind structures.",Compositional,Prescriptive Spatial,78
"A large plate sits at the center of a table. To its left, place a fork vertically aligned. To its right, position a knife with the blade facing the plate. Above the plate, place a small bowl touching its edge.","The plate is centered. The fork lies vertically (tines pointing up) to the plate’s left. The knife is to the plate’s right, blade edge directed toward the plate. The bowl hovers just above the plate’s top edge, making contact but not overlapping.","Vertical/horizontal tool alignment, left/right object symmetry relative to a centerpiece, directional blade orientation, and edge contact without overlap.",Compositional,Prescriptive Spatial,79
"Mount a TV on a wall. Directly opposite it, place a sofa. Between them, position a coffee table. A rug lies under the coffee table but does not extend under the sofa.","The TV is wall-mounted. The sofa faces it from the opposite side of the room. The coffee table is centered between them. The rug is entirely under the coffee table, stopping short before reaching the sofa’s front legs.","Opposite spatial relationships, centered intermediary object placement, and strict containment boundaries (rug limited to table area).",Compositional,Prescriptive Spatial,80
"A birdbath is centered in a garden. To its left, plant roses in a semicircle. To its right, position a stone statue a few steps away, facing north.","The birdbath is the focal point. Roses form a half-circle curving around the left side of the birdbath. The statue is placed a few steps to the birdbath’s right, oriented northward.",Left/right positioning relative to a central object with semicircular arrangement and approximate spacing.,Compositional,Prescriptive Spatial,81
"Place a desk against the north wall of a room. Position a chair a short distance in front of the desk. On the desk’s far right corner, angle a lamp toward the chair.","The desk touches the north wall. The chair is positioned a short but noticeable distance from the desk (not tucked in). The lamp is on the desk’s rightmost edge, tilted so its light direction faces the chair.","Cardinal direction alignment (north wall), distance estimation, and object orientation (lamp angle).",Compositional,Prescriptive Spatial,82
"A bed is against the west wall. To its right, add a nightstand. On the nightstand’s left side, place a lamp; on its right, an open book. Centered between them, add an alarm clock.","The bed is flush with the west wall. The nightstand is adjacent to the bed’s right side. The lamp occupies the nightstand’s left half, the book the right half (open with pages visible). The clock sits precisely midway between the lamp and book.","Adjacent object placement, surface-side positioning (left/right), and precise centering between objects.",Compositional,Prescriptive Spatial,83
