Prompt,Reference Caption,Assessment Point,Category,Subcategory,id
A child unwraps a birthday gift to reveal a toy they’d been asking for all year. The image should show their reaction.,"A child gasps, hands clapped over their mouth in delight, eyes sparkling as they stare at an open box containing a coveted toy.","The child’s reaction is one of surprise and joy, shown by the wide eyes and clasped hands, which emphasizes the excitement of receiving a long-desired toy.",Commonsense,Emotion Intention Commonsense,11
"A chef takes a bite from a dish they prepared, then immediately grabs a glass. The image should focus on their face.","A chef’s eyes widen in alarm, cheeks flushed red, as they hurriedly reach for a glass of water after tasting a spoonful of food.","The chef’s alarmed reaction, shown by widened eyes and flushed cheeks, indicates the unReference Caption intensity or spiciness of the food, prompting the need for a glass of water.",Commonsense,Emotion Intention Commonsense,12
"A child sits at a table with a broken vase nearby, avoiding eye contact with an adult entering the room.","A child stares at their lap, bottom lip trembling and hands fidgeting, as an adult approaches the table with a shattered vase.","The child’s avoidance of eye contact, trembling lip, and fidgeting hands reveal their anxiety and guilt about the broken vase, suggesting they are worried about facing the adult.",Commonsense,Emotion Intention Commonsense,13
"Two people sit at a candlelit table, leaning toward each other with hands nearly touching.","A couple smiles softly at each other across a table, cheeks slightly flushed, their fingers brushing lightly under warm candlelight.","The soft smiles, flushed cheeks, and the light touch of fingers convey a sense of intimacy and affection, highlighting the romantic atmosphere between the couple.",Commonsense,Emotion Intention Commonsense,14
"A waiter trips while carrying a full tray, sending glasses shattering across a restaurant floor. The image should highlight the waiter's emotional response.","The waiter’s face flushes crimson, hands clasped over their mouth in embarrassment as diners turn to stare.","The waiter’s flushed face and hand-over-mouth gesture indicate a strong emotional reaction of embarrassment and self-consciousness after the accident, with the diners’ attention intensifying the feeling.",Commonsense,Emotion Intention Commonsense,15
"A person opening a gift wrapped in colorful paper, their hands trembling slightly. The image should highlight the person's emotional response.","The person’s face shows wide-eyed surprise transitioning into a bright, joyful smile.","The trembling hands indicate nervousness or excitement, which leads to the wide-eyed surprise. The transition to a joyful smile reflects the positive emotional shift once the gift is opened.",Commonsense,Emotion Intention Commonsense,16
"A student sitting alone at a desk, staring at a test paper marked with red ink. The image should highlight the student's emotional response.",The student’s slumped shoulders and downturned mouth convey disappointment or sadness.,"The red ink on the test paper typically indicates poor performance, and the student’s slumped posture and downturned mouth are common physical indicators of disappointment or sadness.",Commonsense,Emotion Intention Commonsense,17
An athlete collapsing to their knees after tripping meters before a race’s finish line. The image should highlight the athlete's emotional response.,The athlete’s clenched fists and furrowed brow express frustration or anguish.,"The athlete collapsing just before the finish line suggests a strong emotional reaction to failure or loss, which is reflected in clenched fists (anger/frustration) and a furrowed brow (anguish).",Commonsense,Emotion Intention Commonsense,18
"A group of friends leaning back in chairs, hands clasped over stomachs after a meal. The image should highlight their emotional response.",Relaxed smiles and closed eyes convey contentment or satisfaction.,"Leaning back in chairs and clasping hands over the stomach typically suggests a relaxed and satisfied state, which is further reinforced by the relaxed smiles and closed eyes.",Commonsense,Emotion Intention Commonsense,19
A driver gripping a steering wheel tightly while honking at gridlocked traffic. The image should highlight the driver's emotional response.,Tense jawline and narrowed eyes reflect irritation or impatience.,"The act of gripping the steering wheel tightly and honking at traffic reflects heightened stress, which is physically shown by a tense jawline and narrowed eyes, signs of irritation or impatience.",Commonsense,Emotion Intention Commonsense,20
A person holds a letter stamped 'Accepted' from their dream university. The image should highlight the person's emotional response.,"The person’s eyes are tearful with a wide smile, clutching the letter to their chest.","The individual is experiencing joy and relief from being accepted into their dream university, leading to tears of happiness and a broad smile while holding the letter close to their heart as a sign of emotional attachment to the achievement.",Commonsense,Emotion Intention Commonsense,21
A person stares at an email titled 'Application Status: Not Selected. The image should highlight the person's emotional response.,"The person slumps in their chair, hands covering their face in disappointment.","The rejection email evokes sadness and frustration, causing the person to slump in their chair, a physical manifestation of emotional defeat, while covering their face to hide their disappointment and possibly cry.",Commonsense,Emotion Intention Commonsense,22
A hiker freezes mid-step as a bear emerges from bushes 10 feet away. The image should highlight the hiker's emotional response.,"The hiker’s eyes are wide with terror, body rigid and mouth agape.","The close encounter with a bear invokes a strong fear response, causing the hiker's body to stiffen as they prepare for potential danger, with wide eyes and an open mouth indicating shock and alarm.",Commonsense,Emotion Intention Commonsense,23
Two coworkers face each other in an office with a shattered coffee mug on the floor. The image should highlight their emotional response.,"One person crosses their arms with a scowl, the other gesturing defensively.","The broken coffee mug suggests a possible argument or tense situation. One person expresses frustration or anger by scowling and crossing their arms, while the other person responds defensively, possibly trying to explain or protect themselves.",Commonsense,Emotion Intention Commonsense,24
"A student sitting at a desk, holding a letter that reads 'Congratulations, you’ve been accepted!' The image should highlight the student's emotional response.","The student’s eyes are wide with excitement, smiling broadly, possibly with tears of joy.","The acceptance letter is a moment of great achievement and happiness for the student, eliciting a strong emotional reaction of excitement and joy, which is reflected in their wide eyes, broad smile, and tears that indicate overwhelming positive emotions.",Commonsense,Emotion Intention Commonsense,25
"A runner crosses a finish line, sweat-drenched with a medal being placed around their neck. The image should highlight the runner's emotional response.","The runner’s face shows exhaustion but beams with pride, arms raised in accomplishment.","Crossing the finish line after a race is often a physically taxing experience, leading to exhaustion. However, the pride of finishing the race and the achievement of receiving a medal brings a sense of accomplishment, which is why the runner’s face reflects both exhaustion and pride.",Commonsense,Emotion Intention Commonsense,26
A parent points sternly at a broken vase while a child looks on. The image should highlight the child's emotional response.,"The child’s shoulders slump, eyes downcast, with a guilty or upset expression.","When a child is scolded or reprimanded, particularly for breaking something, it is common for them to feel guilt or shame, causing them to display body language such as slumped shoulders and a downcast gaze.",Commonsense,Emotion Intention Commonsense,27
A person suddenly notices a large spider crawling on their arm while reading a book. The image should highlight the person's emotional response.,"The person’s eyes widen in fear, mouth gasping, recoiling backward.","A sudden and unReference Caption encounter with a spider, especially one on their body, is likely to provoke a fearful and startled response. The widened eyes, gasping mouth, and physical recoil are typical signs of fear and surprise.",Commonsense,Emotion Intention Commonsense,28
A person checks their watch frequently under an umbrella while standing in pouring rain.,"The person’s brow furrows, lips tight, showing impatience or frustration.","Repeatedly checking the time in an uncomfortable situation, like standing in pouring rain, typically indicates impatience or frustration. The physical discomfort of being wet and the anticipation of needing to be somewhere can cause the person to express these emotions.",Commonsense,Emotion Intention Commonsense,29
"Someone takes a bite of a lemon wedge, their face visible immediately afterward.","Lips pursed, eyes squinted, and nose wrinkled in reaction to the sour taste.","Lemon wedges are sour and can cause a strong physical reaction. The tight lips, squinted eyes, and wrinkled nose are involuntary expressions that result from the intense sourness.",Commonsense,Emotion Intention Commonsense,30
"An individual stands at a podium, facing a large audience with shaky hands gripping the microphone. The image should highlight the person's emotional response.","The person’s posture is tense, with a nervous smile or bitten lip, showing anxiety.","The person's shaky hands and tense posture suggest anxiety or nervousness, which is reflected in the nervous smile or bitten lip.",Commonsense,Emotion Intention Commonsense,31
"A person in a cap and gown holding a diploma, surrounded by cheering people. The image should highlight their emotional response.","The person smiles broadly, with tears of joy and a triumphant posture.","The context of graduation, surrounded by cheering people, evokes a sense of joy and triumph, which is expressed in the broad smile, tears of joy, and triumphant posture.",Commonsense,Emotion Intention Commonsense,32
"A person with their hands covering their mouth, facing someone kneeling with a ring box. The image should highlight their emotional response.","The person’s cheeks flush, and their eyes glisten with happy tears.","The act of proposing, accompanied by a ring box, typically elicits a strong emotional reaction, such as surprise and joy, leading to blushing and teary-eyed happiness.",Commonsense,Emotion Intention Commonsense,33
"A child with cheeks puffed out, facing a cake with lit candles surrounded by party decorations. The image should highlight the child's emotional response.","The child’s face beams with excitement, eyes crinkled in a joyful squint.","The presence of a cake, candles, and party decorations suggests a celebration, which would naturally excite the child, reflected in their beaming face and joyful expression.",Commonsense,Emotion Intention Commonsense,34
"A person frozen in place, staring at a spider on their forearm. The image should highlight the person's emotional response.","The person’s eyebrows shoot upward, mouth agape in fear, body rigid.","The presence of a spider typically triggers fear or surprise, which is shown through the raised eyebrows, open mouth, and rigid body, signs of a frightened or startled reaction.",Commonsense,Emotion Intention Commonsense,35
"Two people facing each other with raised voices, one gesturing aggressively. The image should highlight their emotional response.","Red faces, narrowed eyes, and tense postures suggesting anger or frustration.","The raised voices and aggressive gestures indicate heightened emotions, such as anger or frustration, which is visually expressed through physical signs like red faces, narrowed eyes, and tense postures.",Commonsense,Emotion Intention Commonsense,36
"A man kneels on one knee, holding a small box toward a woman. The image should highlight the woman's emotional response.","The woman reacts with joyful surprise (e.g., hands covering mouth, teary eyes).","The act of a man kneeling and offering a small box is commonly associated with a proposal or a significant gesture, which evokes emotions of joy and surprise, reflected in the woman's facial expression and body language.",Commonsense,Emotion Intention Commonsense,37
"A student sits slumped at a desk, staring at a paper marked 'F.' The image should highlight the student's emotional response.","The student displays dejection (e.g., drooped shoulders, frown).","The 'F' grade represents failure or disappointment, which often results in feelings of sadness or dejection, symbolized by the student's slumped posture and frown.",Commonsense,Emotion Intention Commonsense,38
A child stares at an empty dog leash in their hands. The image should highlight the child's emotional response.,"The child looks distraught (e.g., tear-streaked cheeks, slumped posture).","The empty dog leash suggests a loss or absence, likely of a beloved pet, which would cause the child to feel distressed and sad, shown through tearful eyes and a slumped posture.",Commonsense,Emotion Intention Commonsense,39
"A person reads a letter at a kitchen table, their face pale. The image should highlight the person's emotional response.","The person shows shock or dread (e.g., wide-eyed, hand over mouth).","Reading a letter that causes a person to go pale typically indicates shock or distress, with physical reactions like wide eyes and a hand over the mouth as expressions of surprise, fear, or dread.",Commonsense,Emotion Intention Commonsense,40
A soldier hugs family members after returning home.,"The group expresses tearful relief (e.g., tight embrace, closed eyes with smiles).","The soldier and family members are likely experiencing intense emotions after being apart, which often leads to tears of joy and tight embraces as they reunite in relief and happiness.",Commonsense,Emotion Intention Commonsense,41
A toddler smashes a tower of blocks another child built. The image should highlight their emotional response.,"The child who built the tower reacts with frustration (e.g., red face, crying).","When a child's creation is destroyed by another, it often leads to feelings of frustration or sadness, which are commonly expressed through crying or visible signs of distress, like a red face.",Commonsense,Emotion Intention Commonsense,42
"A person watches a horror movie, gripping the armrest. The image should highlight the person's emotional response.","The person appears tense or fearful (e.g., wide eyes, hunched posture).","Watching a horror movie often induces fear or anxiety, which can cause physical reactions like gripping something tightly and displaying tense body language such as wide eyes and a hunched posture.",Commonsense,Emotion Intention Commonsense,43
A teenager hides a broken vase behind their back as a parent enters the room. The image should highlight the teenager's emotional response.,"The teenager shows guilt/anxiety (e.g., avoiding eye contact, nervous fidgeting).","Breaking something and trying to hide it, especially in front of a parent, typically causes anxiety and guilt, which can be seen through actions like avoiding eye contact or fidgeting nervously.",Commonsense,Emotion Intention Commonsense,44
A person on one knee holding an open ring box in front of another. The image should highlight their emotional response.,"The recipient’s hands cover their mouth in shock, eyes wide with tears of happiness.","A proposal is often a highly emotional and joyful moment, which leads to an expression of surprise and overwhelming happiness, reflected by covering the mouth and tears of joy.",Commonsense,Emotion Intention Commonsense,45
A child sitting on the floor surrounded by pieces of a torn stuffed animal. The image should highlight the child's emotional response.,"The child’s cheeks are tear-streaked, mouth downturned, clutching the toy’s remains.","A torn stuffed animal likely represents a loss or distressing event for the child, evoking sadness and emotional attachment. Tear-streaked cheeks and a downturned mouth are visual cues for crying and sorrow, consistent with a child's emotional response to losing a beloved toy.",Commonsense,Emotion Intention Commonsense,46
A person slouched on a couch holding a crumpled letter marked 'Rejected.' The image should highlight the person's emotional response.,"The person’s eyes are downcast, lips pressed together tightly in dejection.","Rejection is commonly associated with feelings of disappointment and dejection. A slouched posture and downcast eyes signal a lack of energy or hope, and tightly pressed lips show internalized emotional pain, reflecting an appropriate emotional response to rejection.",Commonsense,Emotion Intention Commonsense,47
A hiker encounters a bear while walking alone in the forest. Depict the hiker’s facial expression.,"The hiker’s body is frozen, eyes wide with fear, mouth agape in a silent scream.","Encountering a bear unReference Captionly would provoke intense fear and shock. Wide eyes and an open mouth suggest a fight-or-flight response, and a frozen body indicates being paralyzed by fear, all of which accurately convey the hiker's terrified state.",Commonsense,Emotion Intention Commonsense,48
A chef tastes a dish they’ve burned accidentally. Illustrate their facial expression.,"The chef grimaces, nose wrinkled, eyes narrowed in disgust.","Tasting a burned dish would trigger a negative sensory reaction. A grimace, wrinkled nose, and narrowed eyes are universal expressions of disgust, aligning with the chef’s likely disappointment and displeasure with the result.",Commonsense,Emotion Intention Commonsense,49
A traveler at an airport stares at a flight cancellation notice for their long-awaited vacation. Show their emotional state.,"The traveler’s shoulders sag in defeat, face showing frustration with a hand rubbing their forehead in distress.","A cancelled vacation is a source of major frustration and disappointment. Sagging shoulders reflect a physical manifestation of defeat, and rubbing the forehead is a common gesture indicating stress or exasperation, effectively portraying the traveler’s emotional turmoil.",Commonsense,Emotion Intention Commonsense,50
A person opens a letter announcing their acceptance to a prestigious university. The image should show their emotional response.,"The person is overjoyed, smiling widely while holding the letter.",,Commonsense,Emotion Intention Commonsense,51
A parent gestures angrily at muddy footprints leading to a child’s dirt-covered shoes. Depict the child’s emotion.,"The child stares at the floor with a flushed face, lip trembling in guilt or fear.","The child is likely aware they did something wrong and is being scolded, leading to feelings of guilt or fear due to the parent's angry reaction.",Commonsense,Emotion Intention Commonsense,52
A couple who has been trying for a baby for a long time looks at a positive pregnancy test. The image should depict their emotional expressions.,"The couple displays tearful joy and surprise, embracing each other.","After a long period of trying, the positive result is an overwhelming moment of joy and relief, often triggering strong emotional reactions like tears and affectionate gestures.",Commonsense,Emotion Intention Commonsense,53
A person's car breaks down on the way to an important interview. The image should depict their emotional response.,"The person looks stressed, anxiously checking the time near the broken car.","Being late to an important interview can jeopardize the opportunity, so the person naturally feels stress and urgency, shown by anxious gestures like checking the time.",Commonsense,Emotion Intention Commonsense,54
A woman opens a small box to find an engagement ring. Capture her emotional reaction.,"The woman is surprised and overjoyed, hands covering her mouth in disbelief.","An unReference Caption marriage proposal is a life-changing and joyful event, and surprise mixed with happiness is typically expressed with wide eyes and hands to the mouth.",Commonsense,Emotion Intention Commonsense,55
A child discovers their art project ruined by a spilled drink. The image should show the child's emotional reaction.,"The child stares at the ruined project with a tearful, upset expression.","The child likely put effort and pride into the project, so seeing it ruined triggers sadness, frustration, and possibly tears.",Commonsense,Emotion Intention Commonsense,56
A child hands a handmade gift to their parent. Show the parent's emotional response.,"The parent smiles warmly with tears of happiness, holding the gift gently.","Receiving a heartfelt, handmade gift from a child often evokes deep emotional warmth and gratitude, shown through gentle expressions and tears of happiness.",Commonsense,Emotion Intention Commonsense,57
A patient reads a medical report stating 'cancer-free.' Depict their facial emotion.,"The patient clutches the paper, eyes closed in relief, smiling softly with a tear rolling down their cheek.","A cancer-free diagnosis after likely months of fear and hardship brings immense relief and joy, often resulting in emotional release like tears and a peaceful smile.",Commonsense,Emotion Intention Commonsense,58
A person walks into a room where friends and family jump out shouting 'Surprise!' The image should capture the person's facial expression.,"The person has a wide smile, eyes wide with shock and joy, hands clasped over their mouth in disbelief.","A surprise party typically elicits a strong emotional reaction. The wide smile and joyful shock reflect happiness at being celebrated, while the hands over the mouth show astonishment and emotional overwhelm, common in such situations.",Commonsense,Emotion Intention Commonsense,59
A person accidentally drinks spoiled milk. Show their facial reaction.,"The person grimaces, nose wrinkled, lips pursed in disgust, and one eye squinted shut.","Spoiled milk has a foul taste and smell, which naturally triggers a disgusted facial reaction. The grimace, wrinkled nose, and pursed lips are instinctive responses to an unpleasant sensory experience.",Commonsense,Emotion Intention Commonsense,60
A person stands outside their burning home. Capture the emotion on their face.,"The person stares blankly, mouth agape, with hands gripping their hair and tears streaming down their cheeks.","Losing one’s home to a fire is traumatic and overwhelming. The blank stare and open mouth signal shock, while the tears and gripping hair express distress, helplessness, and grief.",Commonsense,Emotion Intention Commonsense,61
A child is being sternly reprimanded by a teacher in front of classmates. Depict the child's emotional expression.,"The child’s head is lowered, cheeks flushed red, eyes avoiding contact, and lips trembling slightly.","Being scolded publicly can make a child feel ashamed and embarrassed. The lowered head and flushed cheeks show embarrassment, while the trembling lips and averted eyes signal sadness and vulnerability.",Commonsense,Emotion Intention Commonsense,62
A person returns home after months away and is greeted by their excited dog. The image should depict the person's emotion.,"The person kneels, laughing and hugging the dog with a broad, affectionate smile.","Reuniting with a beloved pet after a long time evokes joy and love. The kneeling posture and hug show emotional closeness, while the broad smile and laughter reflect genuine happiness and affection.",Commonsense,Emotion Intention Commonsense,63
A performer on stage observes the audience giving a standing ovation. The image should capture the performer's emotion.,"The performer beams, bowing deeply with hands clasped over their heart in proud gratitude.","A standing ovation is a strong expression of appreciation. The performer’s proud smile, heartfelt gesture, and deep bow show sincere gratitude and a deep emotional connection to the audience's response.",Commonsense,Emotion Intention Commonsense,64
An elderly person watches grandchildren play in their garden. Convey their emotional expression.,"The person smiles softly, eyes crinkled with warmth, posture relaxed in a chair radiating quiet contentment.","Watching grandchildren at play brings feelings of peace, pride, and joy. The soft smile and crinkled eyes indicate affection and warmth, while the relaxed posture conveys a serene, fulfilled emotional state.",Commonsense,Emotion Intention Commonsense,65
A person opens an envelope containing a scholarship award letter. The image should capture their emotional reaction.,"The person is smiling widely with tears of joy, clutching the letter to their chest.","Receiving a scholarship is a significant and joyful achievement that often brings relief and happiness, especially if it represents a life-changing opportunity. The person’s emotional reaction—smiling with tears and holding the letter close—reflects a mix of joy, pride, and emotional overwhelm.",Commonsense,Emotion Intention Commonsense,66
A person stares at a lottery ticket matching the winning numbers. Illustrate their emotional response.,"The person jumps in the air, mouth open in disbelief, arms raised triumphantly, and eyes shining with excitement.","Winning the lottery is an unReference Caption and thrilling event. The emotional reaction includes disbelief and excitement, often expressed through physical gestures like jumping, raised arms, and facial expressions of astonishment and joy.",Commonsense,Emotion Intention Commonsense,67
A child is receiving a compliment from their teacher. The image should capture the child’s emotional reaction.,"The child should look proud and happy, with a smile, possibly blushing, and standing up straighter with a gleam in their eyes.","Children often seek approval from authority figures like teachers. A compliment boosts their confidence and makes them feel valued, leading to visible pride and happiness expressed through smiling, blushing, and more confident posture.",Commonsense,Emotion Intention Commonsense,68
"Two people in a heated argument, one pointing angrily. Show the emotional expression of the person being pointed at.","Anger or defensiveness (furrowed brows, clenched jaw, flushed cheeks).","Being aggressively confronted can trigger defensive or hostile reactions. The person being pointed at may feel threatened or attacked, and their emotional state can manifest as visible anger or defensiveness.",Commonsense,Emotion Intention Commonsense,69
A child is holding their new puppy for the first time. The image should show the child’s emotional reaction.,"The child should be smiling with a bright, happy face, possibly giggling or looking lovingly at the puppy in their arms.","Receiving a new pet, especially a puppy, often brings immense joy and affection. A child’s natural response would include smiling, laughter, and expressions of love and excitement.",Commonsense,Emotion Intention Commonsense,70
A person suddenly notices a spider crawling on their arm. Capture their immediate emotional reaction.,"Fear or shock (wide eyes, mouth agape, recoiling body language).","UnReference Caption contact with a spider often causes a fear reaction due to common phobias. The person’s immediate response is likely to involve shock and an instinct to withdraw or protect themselves, seen in widened eyes and startled posture.",Commonsense,Emotion Intention Commonsense,71
A man is watching a soccer match where his favorite team scores a last-minute goal. The image should capture his emotional response.,"The man should be cheering, with a wide grin, eyes bright, and maybe even raising his hands in celebration or shouting in excitement.","Sports fans often experience intense emotions during critical moments. A last-minute goal from a favorite team brings elation and excitement, prompting expressive celebration like cheering and animated facial and body gestures.",Commonsense,Emotion Intention Commonsense,72
"A woman is standing in front of her car after an accident, looking at the damage. The image should show her emotional state.","The woman should look distressed or shocked, with a wide-eyed expression, furrowed brows, and hands possibly covering her face or on her hips in disbelief.","Car accidents are sudden and stressful events, and seeing damage to her vehicle would likely cause shock or distress due to potential financial, emotional, or physical consequences.",Commonsense,Emotion Intention Commonsense,73
A teenager just found out they failed an important exam. The image should capture the possible emotion on their face.,"The teenager should have a shocked or disappointed expression, possibly with a furrowed brow and a slightly open mouth.","Failing an important exam can be devastating for a teenager due to academic pressure and expectations, leading to feelings of disbelief and disappointment.",Commonsense,Emotion Intention Commonsense,74
A woman is sitting in front of a table with a broken vase. The image should show how she feels about the situation.,"The woman should have a sad or frustrated expression, with her hands resting on the table or her head lowered, reflecting disappointment or regret.","Breaking something valuable or sentimental often causes regret or frustration, especially if it was accidental or held personal meaning.",Commonsense,Emotion Intention Commonsense,75
A young child is given a large ice cream cone on a hot day. Show their emotional reaction.,"The child’s face lights up with a wide smile, eyes sparkling with excitement, and they eagerly reach for the ice cream.","Receiving a cold treat like ice cream on a hot day is an unReference Caption joy for a child, resulting in visible excitement and happiness.",Commonsense,Emotion Intention Commonsense,76
A person gets a surprise visit from an old friend they haven’t seen in years. Capture their facial expression.,"The person’s mouth drops open in surprise, their eyes fill with joy, and they move toward the friend with arms outstretched.","UnReference Caption reunions with long-lost friends can spark a mix of shock and deep happiness, prompting expressive body language and joyful facial reactions.",Commonsense,Emotion Intention Commonsense,77
A person unReference Captionly receives a compliment on their appearance. Depict their emotional reaction.,"The person blushes slightly, a shy but happy smile spreads across their face, and their eyes look downward, feeling flattered.","Compliments often induce a mix of joy and modesty, especially when unReference Caption, causing blushing and shy smiles due to feeling pleasantly acknowledged.",Commonsense,Emotion Intention Commonsense,78
A person receives a phone call with bad news about a family member. Depict their emotional response.,"The person’s face falls, their mouth slightly open, eyes filled with worry or sadness, and one hand may be placed on their chest in shock.","Receiving distressing news about a loved one typically results in an immediate emotional reaction of sorrow or concern, often shown through facial expressions and body language conveying grief or anxiety.",Commonsense,Emotion Intention Commonsense,79
A woman reads a wartime telegram announcing her spouse's death.  The image should show her emotional reaction.,"The woman should appear devastated - hands trembling over her mouth, eyes wide with shock, and tears streaming down her face.","The news of a spouse's death during wartime is emotionally shattering. The reaction described reflects overwhelming grief and shock, which are typical immediate responses to such tragic, life-altering news.",Commonsense,Emotion Intention Commonsense,80
A woman answers a phone call confirming her dream job offer.  Show her emotional reaction.,She should have a breathless smile with one hand over her chest and eyes shining with relieved happiness.,"Receiving a dream job offer after likely investing significant hope and effort triggers intense joy and relief. Her physical reaction—smiling, emotional gestures, and shining eyes—conveys a mix of elation and disbelief common in moments of long-awaited success.",Commonsense,Emotion Intention Commonsense,81
A person eats their favorite dessert.  The image should capture their emotional reaction.,"The person should close their eyes in contentment, with a relaxed smile and hands gently holding the dessert plate.","Eating a favorite dessert often brings comfort and pleasure. Closing the eyes and smiling softly are natural expressions of savoring and emotional satisfaction, showing a peaceful and joyful moment.",Commonsense,Emotion Intention Commonsense,82
A parent finds their lost child in a crowded mall.  Depict the parent's emotional response.,"The parent should be crying with relief, clutching the child tightly to their chest while kneeling, face showing intense emotion.","After the intense fear of losing a child, reuniting brings overwhelming relief and emotional release. The described reaction—crying, clutching, kneeling—captures the depth of that emotional surge and the instinctive need to hold the child close.",Commonsense,Emotion Intention Commonsense,83
