Prompt,Reference Caption,Assessment Point,Category,Subcategory,id
The cranberry bog when geese form V-shaped flocks.,Bogs flooded for harvest (red berries visible). Geese migrate south during autumn harvest.,"Geese typically migrate south during the autumn, which coincides with the cranberry harvest season. During this time, cranberry bogs are flooded, and the berries are red, making this the appropriate setting for the scene.",Commonsense,Temporal Understanding,11
A desert landscape in Sahara when it's 11 PM in London,"An image of the Sahara desert at night, with the sky full of stars and the temperature much cooler than during the day.  There might be some desert animals active at night, like scorpions or snakes, and the sand dunes should be in darkness except for the light of the moon.","Since it's 11 PM in London, it is likely nighttime in the Sahara desert as well, leading to a cooler temperature and darkness. The presence of nocturnal desert animals and the moonlight reflects the typical conditions of the desert at night.",Commonsense,Temporal Understanding,12
A Diwali celebration in India at 10 AM New York time.,"The image should depict a Diwali celebration in India at night, with lit lamps and fireworks.","Diwali celebrations in India occur at night, typically featuring illuminated lamps and fireworks. The time zone difference means that 10 AM in New York is nighttime in India, which is why the celebration is shown at night in the image.",Commonsense,Temporal Understanding,13
The cherry trees when beekeepers open their hives for first harvest.,Cherry blossoms in full bloom. Beekeepers typically harvest honey in spring during major nectar flows.,"Cherry trees bloom in spring, which coincides with the period when beekeepers harvest honey due to the availability of nectar. The image should reflect the springtime season when both events occur.",Commonsense,Temporal Understanding,14
The river when the squirrels are busy storing food.,"The model should generate an image of a frozen river. Squirrels store food in autumn or approaching winter, and rivers freeze in winter.","Squirrels typically gather food in the autumn in preparation for winter, and rivers freeze during winter. Therefore, the image should depict a frozen river during this season.",Commonsense,Temporal Understanding,15
The Sydney Opera House when it's 8 AM in San Francisco,"The model should show the Sydney Opera House in the evening, as it's ahead in time compared to San Francisco. The lights inside the building might be on, and there could be people leaving after an evening performance or event.","Due to the time difference, 8 AM in San Francisco corresponds to the evening in Sydney. This leads to an image of the Sydney Opera House at night, possibly with people exiting after an event.",Commonsense,Temporal Understanding,16
A coffee plantation in Colombia at 8 AM Dubai time.,The image should depict a coffee plantation in Colombia at late night.,"Dubai is 9 hours ahead of Colombia, so when it is 8 AM in Dubai, it would be 11 PM in Colombia, which is late at night.",Commonsense,Temporal Understanding,17
A quiet park in Buenos Aires at 2 PM Cairo time.,"The image should depict a quiet park in Buenos Aires in the late evening, with minimal activity.","Cairo is 5 hours ahead of Buenos Aires. Therefore, when it is 2 PM in Cairo, it is 9 AM in Buenos Aires. A quiet park would typically be more active in the morning, but minimal activity would be Reference Caption in the late evening hours.",Commonsense,Temporal Understanding,18
The Tokyo market at 3 PM London time.,"The image should depict a Tokyo market in the late evening or night, not in the afternoon.","London is 8 hours behind Tokyo. So, at 3 PM in London, it would be 11 PM in Tokyo, which is late evening or night, not afternoon.",Commonsense,Temporal Understanding,19
A ski resort in the Swiss Alps at 7 AM Tokyo time.,"The image should depict a ski resort in the Swiss Alps in the late night, with few people.","Tokyo is 8 hours ahead of the Swiss Alps. When it is 7 AM in Tokyo, it would be 11 PM the previous day in the Swiss Alps, which is late night, and a ski resort would typically have few people at that time.",Commonsense,Temporal Understanding,20
A clay sculpture left to dry in a well-ventilated studio for 48 hours.,"A matte, hardened surface with no visible moisture or shine.",Tests knowledge of material drying processes over days.,Commonsense,Temporal Understanding,21
The musical instrument that became a symbol of jazz music in the 1920s,The model should generate an image of a saxophone,"The saxophone became iconic in the 1920s due to its prominent role in jazz music, which was flourishing during that era.",Commonsense,Temporal Understanding,22
A close-up of a maple leaf in summer.,"The image should show a green maple leaf, without any hints of red, orange, or yellow. As the colors of autumn would not be found in summer.","Maple leaves are green during summer, and they only change to red, orange, or yellow as autumn approaches, making these colors inappropriate for summer.",Commonsense,Temporal Understanding,23
The maple syrup buckets when sap starts dripping from birch trees.,Maple buckets should be empty. Birch sap runs after maple season (later in spring).,"Maple sap runs during early spring, and birch sap runs later in the season. Therefore, the maple syrup buckets would be empty at the time when birch sap starts dripping.",Commonsense,Temporal Understanding,24
The form of entertainment dominant before the invention of television in the early 20th century,The model should generate an image of a stage play or a vaudeville performance,"Before the invention of television, stage plays and vaudeville performances were the main forms of entertainment, commonly enjoyed by audiences in the early 20th century.",Commonsense,Temporal Understanding,25
The view of Tiananmen Square at 12 PM New York time,The model should generate an image of Tiananmen Square at night,"New York is several hours behind Beijing, meaning that 12 PM in New York corresponds to the evening hours in Beijing, making it nighttime in Tiananmen Square at that time.",Commonsense,Temporal Understanding,26
The Great Wall of China at 4 PM Dubai time.,"The image should depict the Great Wall of China at night, with few to no people.","At 4 PM Dubai time, it would be later in the evening or night in China, as there is a time difference of about 4 hours ahead. Thus, the Great Wall would likely be dark with fewer visitors, as it would be outside regular visiting hours.",Commonsense,Temporal Understanding,27
The desert cactus when roadrunners start building nests.,Cactus should be blooming. Roadrunners nest in spring when desert plants flower.,"Roadrunners typically build nests in spring when the desert plants, including cacti, bloom. Therefore, the cactus would be in full bloom during this time.",Commonsense,Temporal Understanding,28
A lavender field during winter.,"The image should show a field of lavender covered with snow or with dried brown stems, without any flowers.","In winter, lavender plants are dormant, and flowers do not bloom. Additionally, depending on the climate, lavender fields may be covered with snow, and any remaining stems would be dry and brown.",Commonsense,Temporal Understanding,29
The riverbank when the salmon are swimming upstream to spawn.,"The model should create a scene of the riverbank with salmon swimming upstream. This usually happens in late summer or autumn, and the riverbank should have an autumnal look with fallen leaves and a cooler atmosphere.","Salmon typically swim upstream to spawn during late summer or autumn. The riverbank would reflect this seasonal change, with cooler temperatures, fallen leaves, and an autumnal color palette.",Commonsense,Temporal Understanding,30
The almond orchard when beekeepers move their hives away.,Almond trees should be past blooming. Hives are removed after pollination season ends.,"Almond trees bloom in early spring, and the beekeepers remove the hives after the pollination period is over. By the time the hives are moved, the almond trees will no longer be in bloom.",Commonsense,Temporal Understanding,31
An ancient sundial showing noon.,Shadow aligned with the XII mark (clockwise numbering).,Historical sundials use clockwise numbering.  Modern digital-clock-style layouts would be incorrect.,Commonsense,Temporal Understanding,32
The hairstyle worn by Chinese men in the late 17th century,"The model should generate an image of a traditional Manchu queue hairstyle, where the hair is shaved in the front and tied into a long braid in the back","The Manchu queue hairstyle was a distinctive feature of Chinese men during the late 17th century, especially under the Qing Dynasty, where the front of the head was shaved, and the rest of the hair was braided into a long queue or pigtail.",Commonsense,Temporal Understanding,33
A specific type of camera used in the 19th century for early photography,"The model should generate an image of a large, wooden box camera with a bellows","The large wooden box camera with bellows was a key piece of equipment used in early photography during the 19th century, especially before the development of smaller and more portable cameras.",Commonsense,Temporal Understanding,34
A bear during winter.,"The image should depict a bear sleeping in its den, as this is typical of bears during winter hibernation.","Bears are known to enter a state of hibernation during the winter months, where they sleep in dens or other sheltered locations to survive the cold and conserve energy.",Commonsense,Temporal Understanding,35
The method of creating images on a glass plate used by early photographers before film,The model should generate an image of a wet plate collodion process or a Daguerreotype setup,"Before the advent of film, early photographers used methods such as the wet plate collodion process or Daguerreotype to create photographic images. These processes involved creating images on glass plates, and they were widely used in the mid-19th century.",Commonsense,Temporal Understanding,36
The common form of transportation used by wealthy Europeans in the 18th century,The model should generate an image of a horse-drawn carriage,"Horse-drawn carriages were the primary form of transportation for the wealthy in 18th century Europe, as they were both a symbol of status and a practical means of travel for the upper class.",Commonsense,Temporal Understanding,37
A cherry blossom tree in autumn.,The image should depict a cherry tree with bare branches or with fall foliage. Cherry blossoms do not bloom in autumn.,"Cherry blossom trees bloom in the spring, and during autumn, their branches are typically bare or covered with fall foliage, not blossoms.",Commonsense,Temporal Understanding,38
A popular square-shaped toy from the 1980s,The model should generate an image of a Rubik's Cube,"The Rubik's Cube was a famous toy during the 1980s, known for its square shape and colorful panels.",Commonsense,Temporal Understanding,39
A sunflower field during winter.,"The image should show a field of dried, brown sunflower stalks, possibly covered in snow, with no flower heads.","Sunflowers are seasonal plants that bloom in the summer, so in winter, their stalks are dried and brown, and their flower heads have fallen off.",Commonsense,Temporal Understanding,40
A maple tree in spring.,"The image should show a maple tree with fresh green leaves just emerging, or fully green leaves, and not the autumn colors.","In spring, maple trees start to grow fresh green leaves, which are a clear sign of the season, as opposed to the reddish or yellow hues seen in autumn.",Commonsense,Temporal Understanding,41
The common writing tool used in schools in the early 20th century,The model should generate an image of a wooden pencil and a slate board,"In the early 20th century, the common writing tools in schools were wooden pencils and slate boards, which were widely used before the prevalence of ballpoint pens and paper notebooks.",Commonsense,Temporal Understanding,42
The signature instrument of the rock and roll era in the 1950s,The model should generate an image of an electric guitar,"The electric guitar became iconic during the rock and roll era of the 1950s, with musicians like Chuck Berry and Elvis Presley popularizing it. It symbolizes the sound and style of the period.",Commonsense,Temporal Understanding,43
The popular board game enjoyed by families in the early 20th century,The model should generate an image of a game board of Monopoly,Monopoly was first published in the early 20th century and quickly became a popular family game. Its recognition as a symbol of the era makes it a fitting representation.,Commonsense,Temporal Understanding,44
A osmanthus tree during spring,"The image should depict an osmanthus tree with lush green leaves, but no flowers","Osmanthus trees bloom in autumn, not spring, so in spring, the tree would likely have only green leaves, without the distinctive flowers that appear later in the year.",Commonsense,Temporal Understanding,45
The particular style of helmet worn by medieval knights during tournaments,"The model should generate an image of a great helm, a fully enclosed helmet with a flat top and small eye slits","The great helm was the typical helmet used by knights during medieval tournaments. Its design, with a flat top and small eye slits, is characteristic of the era and function.",Commonsense,Temporal Understanding,46
The form of communication used by soldiers in the trenches during World War I,The model should generate an image of a trench phone or a carrier pigeon,"During World War I, trench phones and carrier pigeons were commonly used for communication in the trenches due to the challenges of maintaining communication lines in the harsh and obstructed conditions of the battlefield.",Commonsense,Temporal Understanding,47
The instrument used by the Italian astronomer who famously observed the moons of Jupiter in the 17th century,The model should generate an image of a refracting telescope with a long tube,"Galileo Galilei, the Italian astronomer, is known for his early use of a refracting telescope to observe the moons of Jupiter in the 17th century. The refracting telescope has a distinct long tube design, making it the right instrument to depict.",Commonsense,Temporal Understanding,48
The popular land transportation tool from the year 1890,The model should generate an image of a bicycle,"In 1890, the bicycle had already become a widely popular form of transportation. This was around the time when modern bicycles with pedals, a chain drive, and rubber tires were introduced.",Commonsense,Temporal Understanding,49
A pumpkin patch during spring,"The image should depict bare soil or small green sprouts, with no pumpkins.","Pumpkins typically grow during late spring to summer, but in spring, the plants are just starting to sprout or may still be bare, as pumpkins are harvested later in the year. Hence, no pumpkins would be visible.",Commonsense,Temporal Understanding,50
The light source that replaced candles in homes during the early 20th century,The model should generate an image of an incandescent light bulb with a filament,"In the early 20th century, the incandescent light bulb became widely available and replaced candles as a more efficient and safer light source in homes. The filament inside the bulb was a key feature of these early bulbs.",Commonsense,Temporal Understanding,51
The household tool that revolutionized laundry day in the 19th century,The model should generate an image of a mechanical washing machine with a hand-crank or early motor,"In the 19th century, the introduction of the mechanical washing machine with a hand-crank (or early motorized version) marked a significant improvement in doing laundry, replacing more labor-intensive methods like hand-washing clothes.",Commonsense,Temporal Understanding,52
The most iconic haircut that characterized the women's fashion trend of the 1920s,"The model should generate an image of a bob haircut, short and often styled with waves or curls","The bob haircut became highly popular in the 1920s as part of the flapper fashion, representing a more modern, liberated style for women. The short, styled waves or curls were typical features of this haircut during that era.",Commonsense,Temporal Understanding,53
The primary instrument used for navigation by sailors in the 15th century,The model should generate an image of an astrolabe or a quadrant,"During the 15th century, sailors used instruments like the astrolabe and quadrant for navigation, specifically to determine latitude by measuring the angle between the horizon and the sun or stars.",Commonsense,Temporal Understanding,54
An apple orchard during the winter,"The image should show the apple trees with no leaves and no fruit, with the overall winter scene","In winter, apple trees are dormant, and the leaves and fruits have fallen off. The scene would reflect the cold, barren environment typical of winter in an orchard.",Commonsense,Temporal Understanding,55
A cotton field during early spring,The image should depict a cotton field with small green plants and no open cotton bolls.,"Early spring is when cotton plants begin to sprout as small green plants, and the cotton bolls have not yet formed, making it a time of growth without fully developed cotton.",Commonsense,Temporal Understanding,56
A wheat field during late spring.,"The image should depict a wheat field with young, green stalks growing tall.","Late spring is the period when wheat stalks have grown tall and are still in the early stages of development, with the plants being lush and green but not yet ready for harvest.",Commonsense,Temporal Understanding,57
A field of dandelions in spring,"The image should show a field with many dandelions with their yellow flowers, as dandelions are mostly found in the spring","Dandelions are typically associated with springtime due to their yellow flowers blooming during this season, making it the most fitting time for their presence in a field.",Commonsense,Temporal Understanding,58
A type of dwelling prevalent in prehistoric times,The model should generate an image of a cave dwelling,"Cave dwellings were commonly used by prehistoric humans as shelters, and they are a well-known representation of how early humans lived.",Commonsense,Temporal Understanding,59
The signature type of automobile from the early days of mass production in the 1920s,The model should generate an image of a Ford Model T,"The Ford Model T is widely recognized as one of the first mass-produced automobiles, making it a key representative of early automotive history from the 1920s.",Commonsense,Temporal Understanding,60
A method of broadcasting information in the early 20th century,The model should generate an image of an early radio broadcast,"Radio broadcasting was a pioneering method of communication in the early 20th century, which is why an image of an early radio broadcast would be the most appropriate representation of this technology.",Commonsense,Temporal Understanding,61
The technology used for projecting images before the advent of film projectors,The model should generate an image of a magic lantern or stereoscope,"Before the invention of film projectors, the magic lantern and stereoscope were key technologies used to project images and provide entertainment, making them fitting representations of the time.",Commonsense,Temporal Understanding,62
A form of digital communication that emerged in the early 21st century,The model should generate an image of a smartphone,"The early 21st century saw the rise of smartphones as the primary form of digital communication, revolutionizing the way people interact via text, email, and social media.",Commonsense,Temporal Understanding,63
A popular type of telephone in the early 20th century,The model should generate an image of a rotary dial telephone,"In the early 20th century, rotary dial telephones were common for making calls, representing the main form of communication before the advent of push-button and mobile phones.",Commonsense,Temporal Understanding,64
A European city square during the 1918 influenza pandemic,"The image should show people wearing early 20th-century cloth face masks, public health posters, and reduced crowd density due to the pandemic context.","During the 1918 influenza pandemic, many people wore cloth face masks as a health precaution, and public health posters were used to spread awareness. The pandemic led to a decrease in public gatherings and crowded areas.",Commonsense,Temporal Understanding,65
A ski resort in mid-July,"The image should depict green slopes without snow, with hiking trails or mountain bikes instead of ski lifts.","In mid-July, ski resorts would not have snow on the slopes, and instead of skiing, visitors would use the terrain for hiking or mountain biking, as the ski season is during the winter months.",Commonsense,Temporal Understanding,66
A wheat field 3 weeks after harvest season,"Should show cut stalks with bales arranged in rows, no standing crops.","Three weeks after the harvest, the wheat field would typically have been cleared of standing crops, with the remaining stalks cut and bales of wheat arranged for storage or transport.",Commonsense,Temporal Understanding,67
A coffee shop 10 minutes before opening time,"Should show a closed sign, chairs placed upside-down on tables, and staff preparing behind the counter.","The scene is taking place before the coffee shop opens, so it is likely that the shop is closed. Chairs placed upside-down on tables is a common practice when preparing to open, and staff would be preparing behind the counter, getting ready for the customers.",Commonsense,Temporal Understanding,68
A 19th-century whaling ship's crow's nest,Should show a wooden barrel-like structure without modern radar equipment.,"The prompt specifies a 19th-century whaling ship, meaning the technology would be from that time. Modern radar equipment was not available in the 19th century, so the crow's nest would likely be a simple wooden structure without such technology.",Commonsense,Temporal Understanding,69
A street in Paris on July 14th.,"The image should depict nighttime fireworks over the city, reflecting Bastille Day celebrations.","July 14th is Bastille Day, a national holiday in France, known for celebrations including fireworks at night. This specific date indicates a festive atmosphere in Paris, particularly with fireworks being a common part of the celebration.",Commonsense,Temporal Understanding,70
A medieval European village at dusk in the 12th century,"Torch-lit streets, thatched roofs, and absence of modern infrastructure like electric lights.","The setting is in the 12th century, a time when medieval villages would not have had electric lighting. Torch-lit streets were a common source of illumination, and the thatched roofs reflect the construction style of the period, with modern infrastructure like electric lights being non-existent at the time.",Commonsense,Temporal Understanding,71
A European street market in late December,"The scene should feature Christmas market stalls with festive lights, mulled wine stands, and seasonal decorations like wreaths.","Late December is a time when Christmas markets are common in Europe, filled with seasonal decorations, festive lights, and food stands like those serving mulled wine. This would be a typical scene in many European cities during the holiday season.",Commonsense,Temporal Understanding,72
A vineyard in early spring,The vines should be bare with small buds but no leaves or grapes.,"In early spring, vines are in a dormant stage, where they start to bud but haven't fully sprouted leaves or grapes yet. The absence of leaves and grapes aligns with the natural growth cycle of a vineyard during this time.",Commonsense,Temporal Understanding,73
A bookstore during the release day of a highly anticipated novel,"The store window should display stacks of the same book, with a long customer queue inside.","On the release day of a popular novel, the bookstore would display the newly released book prominently, often in stacks, and the long queue inside represents the high demand and excitement surrounding the event.",Commonsense,Temporal Understanding,74
A portable music device used by teenagers in the late 1990s,"Should show a CD player or early MP3 player (like the Rio PMP300), not cassette players or modern smartphones.","In the late 1990s, CD players and early MP3 players were popular portable music devices, while cassette players were becoming outdated, and smartphones were not yet in widespread use for music at that time.",Commonsense,Temporal Understanding,75
The inside of a bus during peak hours,The bus is full of people. It is bright outside.,"During peak hours, buses are typically crowded with people commuting to work or other destinations. The bright daylight suggests it is daytime, likely during the morning or evening rush hour.",Commonsense,Temporal Understanding,76
The inside of a bus at 1am,The bus has few or no passengers. It is dark outside.,"At 1am, public transportation is less frequent, and the bus is mostly empty or has very few passengers. The darkness outside indicates it is late at night, with few people traveling.",Commonsense,Temporal Understanding,77
A campfire that was lit at dusk and left burning overnight.,"Charred logs with glowing embers, no active flames.","Overnight, the flames would burn out, and the remaining logs would be charred. The glowing embers indicate that the fire has died down but has not fully extinguished.",Commonsense,Temporal Understanding,78
A snowman under direct sunlight in the early afternoon of a winter day.,The snowman has a slumped shape and melted base.,"The sun's warmth in the afternoon would cause the snowman to melt, resulting in a slumped shape with a smaller, possibly disintegrating base.",Commonsense,Temporal Understanding,79
A candle burning continuously for three hours.,Melted wax pooled around the base; shortened wick.,"As the candle burns, the wax will melt and pool around the base, and the wick will shorten as the candle is consumed.",Commonsense,Temporal Understanding,80
A slice of bread left uncovered on a counter for 24 hours.,The bread appears dry and slightly hardened.,"After 24 hours, the moisture in the bread would evaporate, causing the bread to become dry and hardened.",Commonsense,Temporal Understanding,81
A glass of ice water left on a table for an hour.,Smaller ice cubes; higher water level.,"As the ice melts, it will shrink and the water level will rise, leading to smaller ice cubes and a higher water level after an hour.",Commonsense,Temporal Understanding,82
A car parked outdoors overnight in freezing temperatures.,Frost covering the windshield and windows.,"Freezing temperatures cause condensation on surfaces, and as the temperature drops further overnight, the moisture on the car's windshield and windows freezes into frost.",Commonsense,Temporal Understanding,83
A banana placed in a fruit bowl for three days.,The peel has turned mostly brown.,"Over time, bananas ripen and the peel darkens due to the breakdown of chlorophyll and the production of melanin, which occurs as the banana ripens.",Commonsense,Temporal Understanding,84
A busy city street during morning rush hour.,"Cars are bumper-to-bumper, with pedestrians crowding crosswalks.","During morning rush hour, people are commuting to work or school, leading to high traffic congestion and crowded sidewalks as people try to cross the streets.",Commonsense,Temporal Understanding,85
A garden photographed in early spring.,Plants have small green buds but no full blooms.,"In early spring, plants start to emerge from dormancy, but they are still in the early stages of growth, showing small green buds but not yet flowering.",Commonsense,Temporal Understanding,86
A pumpkin placed on a porch in late October.,The pumpkin is carved with triangular eyes and a jagged mouth.,"In late October, pumpkins are often carved for Halloween, and the typical design features triangular eyes and a jagged mouth.",Commonsense,Temporal Understanding,87
A jack-o’-lantern left outside for two weeks after Halloween.,The pumpkin is collapsed and moldy.,"After two weeks outside, the pumpkin would have deteriorated due to weather exposure, leading to collapse and mold growth.",Commonsense,Temporal Understanding,88
A sidewalk immediately after a rainstorm in autumn.,Wet pavement with fallen leaves stuck to it.,"Autumn rainstorms often cause leaves to fall and stick to wet surfaces like sidewalks, leaving the pavement wet and covered with debris.",Commonsense,Temporal Understanding,89
A traffic intersection at 5:30 PM on a weekday.,Congested lanes with cars stopped at lights.,"At 5:30 PM, traffic is typically heavy as people are heading home from work, resulting in congestion and cars often stopping at traffic lights.",Commonsense,Temporal Understanding,90
A traffic intersection during rush hour at 8:00 AM.,Heavy congestion with cars and pedestrians.,"Rush hour at 8:00 AM is a peak time for commuters, leading to both heavy vehicular traffic and many pedestrians moving through intersections.",Commonsense,Temporal Understanding,91
A shopping mall parking lot on Black Friday morning.,Crowded with cars and full parking spaces.,"Black Friday is known for large shopping crowds, and people often arrive early to secure parking spots, leading to full lots and high traffic in the morning.",Commonsense,Temporal Understanding,92
A deciduous tree in late autumn.,Bare branches with no leaves.,"In late autumn, deciduous trees shed their leaves in preparation for winter. The absence of leaves is characteristic of this time of year for these types of trees.",Commonsense,Temporal Understanding,93
A campfire that has been burning for 4 hours.,The logs are reduced to glowing embers and ash.,"After several hours of burning, the campfire's logs would have been significantly consumed by the flames, leaving behind mostly embers and ash, which is typical of a fire that has been burning for a prolonged period.",Commonsense,Temporal Understanding,94
A potted plant that hasn’t been watered for a week.,"Dry, cracked soil and drooping leaves.","Without watering for a week, the plant would begin to suffer from dehydration, causing the soil to dry out, crack, and the leaves to wilt or droop due to the lack of necessary moisture.",Commonsense,Temporal Understanding,95
Bread dough left to rise in a warm room for one hour.,The dough has visibly expanded in size.,"When bread dough is left in a warm environment, yeast activity increases, causing the dough to rise and expand in size as it ferments and produces gases.",Commonsense,Temporal Understanding,96
A piece of toast left in the toaster for 30 minutes.,The toast is charred or blackened.,"Leaving toast in the toaster for such an extended period would result in it being overcooked, eventually leading to it becoming charred or blackened due to excessive heat exposure.",Commonsense,Temporal Understanding,97
A candle that has been burning for three hours.,Melted wax pooled around the base; wick is shortened.,"After burning for three hours, the candle's wax would have melted and accumulated around the base. The wick would have burned down over time, leading to it being shorter.",Commonsense,Temporal Understanding,98
A carved pumpkin displayed on a porch two weeks after Halloween.,"The pumpkin is collapsed, moldy, and partially decomposed.","A carved pumpkin is highly perishable and decays quickly. After two weeks, it would have collapsed, become moldy, and decomposed due to exposure to air, weather, and the passage of time.",Commonsense,Temporal Understanding,99
A city intersection at 8:30 AM on a weekday.,Heavy traffic with cars gridlocked and pedestrians in formal attire.,"At 8:30 AM on a weekday, many people are heading to work or school, leading to heavy traffic and gridlock. Pedestrians are likely to be dressed in formal attire as it is a common time for commuting to office jobs or other professional environments.",Commonsense,Temporal Understanding,100
