Prompt,Reference Caption,Assessment Point,Category,Subcategory,id
A crowded crosswalk with a red pedestrian signal,No one is crossing the street.,"A red pedestrian signal indicates that it is not safe for pedestrians to cross, meaning that despite the crosswalk being crowded, no one would be crossing the street.",Commonsense,Social Cultural Knowledge Scene,12
A soccer player ready for the kick-off,A soccer player is standing still on the pitch.,"A soccer player preparing for a kick-off is typically standing still, getting ready for the game to start or for the ball to be passed, reflecting a moment of pause before action begins.",Commonsense,Social Cultural Knowledge Scene,13
A popular bar during quarantine periods,The bar is empty.,"During quarantine periods, bars are typically closed or have limited capacity, leading to an empty or near-empty bar, even if it was previously popular.",Commonsense,Social Cultural Knowledge Scene,14
People in a social networking event,People are standing casually with drinks in their hands.,"At a social networking event, it is common for people to stand casually while engaging in conversations, often holding drinks, which reflects typical social behaviors in such settings.",Commonsense,Social Cultural Knowledge Scene,15
A chess player during the opponent's turn,A person is staring at the chess board and not touching any chess piece.,"In a chess game, players typically do not make any moves while their opponent is taking their turn. The person would be focused on the game and observing the opponent's moves, but not interacting with the chess pieces until it's their turn.",Commonsense,Social Cultural Knowledge Scene,16
A swimmer waiting for the start signal during a competition,A swimmer is standing beside the pool ready to dive in.,"Before a swimming race begins, the swimmer typically stands beside the pool, waiting for the signal to start. The swimmer is mentally preparing and poised to dive in once the signal is given.",Commonsense,Social Cultural Knowledge Scene,17
A skydiver ready to jump,A skydiver is on a plane with a closed parachute.,"Skydivers always jump from planes with their parachutes securely closed, ensuring safety. They only open the parachute after jumping from the plane, and the initial moment before the jump involves the parachute being packed and closed.",Commonsense,Social Cultural Knowledge Scene,18
A chef enjoying her vacation.,A woman is in her casual clothes. The woman is not in a kitchen.,"A chef, when on vacation, is likely to enjoy time away from their usual work environment. This would involve wearing casual clothes and not being in a kitchen, as they are taking a break from their professional responsibilities.",Commonsense,Social Cultural Knowledge Scene,19
A person breaking their fast at sunset during Ramadan.,Dates and water are visible on the table.,"It is a common tradition in many cultures to break the fast at sunset during Ramadan with dates and water. This is based on Islamic tradition and the practice of the Prophet Muhammad, who recommended eating dates and drinking water to break the fast.",Commonsense,Social Cultural Knowledge Scene,20
A person eating fondue in Switzerland.,Long-stemmed forks and a communal pot are used.,"Fondue, a traditional Swiss dish, is commonly enjoyed with long-stemmed forks for dipping and sharing the food from a communal pot, reflecting the social aspect of Swiss dining culture.",Commonsense,Social Cultural Knowledge Scene,21
A person proposing marriage in a public setting.,The proposer is kneeling on one knee.,Kneeling on one knee is a widely recognized tradition in many cultures as a sign of respect and devotion during a marriage proposal.,Commonsense,Social Cultural Knowledge Scene,22
A funeral procession in a Western context.,Attendees wear black clothing.,"Wearing black at funerals is a long-standing Western tradition, symbolizing mourning and respect for the deceased.",Commonsense,Social Cultural Knowledge Scene,23
A baby’s first birthday party in Korea.,"A table displays items like a thread, money, and a brush.","In Korea, a traditional first birthday celebration, known as 'Doljanchi,' involves a ritual where items like a thread, money, and a brush are placed on a table to predict the baby’s future, such as wealth, longevity, and intelligence.",Commonsense,Social Cultural Knowledge Scene,24
A student participating in an online class.,The student is seated at a desk with a computer or tablet.,Online classes are typically conducted in a home or quiet environment where students use digital devices like computers or tablets while seated at a desk to ensure focus and productivity.,Commonsense,Social Cultural Knowledge Scene,25
A person driving a car in the United Kingdom.,The driver’s seat is on the right side of the car.,"In the United Kingdom, cars are typically designed for right-hand driving, meaning the steering wheel is positioned on the right side of the vehicle.",Commonsense,Social Cultural Knowledge Scene,26
A person serving tea in a traditional British afternoon setting.,"A tiered tray with scones, sandwiches, and a teapot.","A traditional British afternoon tea typically includes a tiered tray with finger sandwiches, scones with clotted cream and jam, and tea served in a teapot.",Commonsense,Social Cultural Knowledge Scene,27
A family dinner during Ramadan.,The meal is served after sunset.,"During Ramadan, Muslims fast from dawn to sunset, and the meal, called Iftar, is served after sunset to break the fast.",Commonsense,Social Cultural Knowledge Scene,28
A person riding a bicycle in the Netherlands.,The bicycle has no helmet and is on a dedicated lane.,"In the Netherlands, cycling is a popular mode of transportation, and it is common to see cyclists not wearing helmets. Many cities have dedicated bike lanes for cyclists' safety.",Commonsense,Social Cultural Knowledge Scene,29
A traditional dancer performing during a cultural festival in Hawaii.,The dancer wears a grass skirt and lei.,"In Hawaiian culture, traditional dancers often wear grass skirts and leis as part of the traditional attire during cultural festivals or hula performances.",Commonsense,Social Cultural Knowledge Scene,30
A woman praying in a mosque.,The woman is wearing a headscarf (hijab).,"In many Islamic cultures, it is common for women to wear a headscarf (hijab) as a sign of modesty and to adhere to religious practices when in places of worship, such as a mosque.",Commonsense,Social Cultural Knowledge Scene,31
A traditional Chinese wedding ceremony.,The bride wears a red dress.,"In Chinese culture, red is considered a lucky and auspicious color, and it is traditional for the bride to wear a red dress to symbolize good fortune, joy, and happiness during the wedding ceremony.",Commonsense,Social Cultural Knowledge Scene,32
A city street scene in London.,Cars drive on the left side of the road.,"In the United Kingdom, including London, vehicles drive on the left side of the road as part of the country's driving regulations, which is a historical practice dating back to ancient times.",Commonsense,Social Cultural Knowledge Scene,33
A student tossing an object in the air during a graduation ceremony.,The student wears a cap-and-gown ensemble.,Graduation ceremonies in many cultures involve students wearing a cap-and-gown ensemble as a symbol of academic achievement. Tossing the cap in the air is a celebratory tradition marking the completion of their studies.,Commonsense,Social Cultural Knowledge Scene,34
A guest removing footwear before entering a home in Japan.,Shoes neatly aligned facing outward near the entrance.,"In Japanese culture, it is customary to remove shoes before entering a home to maintain cleanliness inside the living area. The shoes are often placed neatly facing outward as a sign of respect and to ensure that they are easy to put back on when leaving.",Commonsense,Social Cultural Knowledge Scene,35
A group of professionals exchanging items at a business meeting in South Korea.,Business cards being presented/received with both hands.,"In South Korea, exchanging business cards is a formal custom, and it's considered polite to present and receive them with both hands as a sign of respect.",Commonsense,Social Cultural Knowledge Scene,36
A celebration for a girl’s 15th birthday in Mexico.,"The teenager wears an elaborate ballgown, not casual clothes.","In Mexican culture, a girl's 15th birthday, known as 'Quinceañera,' is a major event where the celebrant typically wears a formal ballgown as a symbol of her transition into womanhood.",Commonsense,Social Cultural Knowledge Scene,37
A child’s first birthday celebration in South Korea.,"A table with rice cakes, thread, and money near the toddler.","In South Korea, a first birthday celebration, called 'Doljanchi,' includes traditional items such as rice cakes (tteok), thread (symbolizing longevity), and money, as part of the customs for wishing the child a long life.",Commonsense,Social Cultural Knowledge Scene,38
A child’s birthday party in Mexico.,A piñata hangs above the children.,Piñatas are central to Mexican birthday traditions. Models unaware of this might omit it.,Commonsense,Social Cultural Knowledge Scene,39
Most representative sport of India,"This refers to cricket, so the photo should include the cricket ball.","Cricket is the most popular and widely followed sport in India, and including a cricket ball in the image symbolizes this cultural preference.",Commonsense,Social Cultural Knowledge Scene,40
"A fast-moving team sport popular in Russia, known for its intense physicality","This refers to ice hockey, so the image should include a hockey puck, and potentially ice and players","Ice hockey is a fast-paced and physically demanding team sport that is particularly popular in Russia, known for its speed, intensity, and the use of ice rinks, hockey pucks, and players. These elements are key in representing the sport.",Commonsense,Social Cultural Knowledge Scene,41
"A sport deeply ingrained in Brazilian culture, known for its flair and passion on the field","This refers to football (soccer), so the image should include a football, and potentially Brazilian colors or fans","Football (soccer) is a central part of Brazilian culture, celebrated for its dynamic play and the passionate support from Brazilian fans. Including a football, and potentially elements like Brazilian team colors or fans, captures the essence of this sport.",Commonsense,Social Cultural Knowledge Scene,42
Show the national sport of the United States,"This refers to baseball, so the image should depict a baseball game or elements associated with baseball, such as a bat, ball, or field","Baseball is widely regarded as the national pastime of the United States, deeply rooted in American culture. The sport is associated with specific elements such as a bat, a ball, and a field, which are necessary to visually represent it.",Commonsense,Social Cultural Knowledge Scene,43
Show the national sport of Japan,"This refers to Sumo wrestling, so the image should depict a Sumo wrestling match or elements associated with Sumo, such as the wrestlers, the ring or traditional garments","Sumo wrestling is Japan's national sport, steeped in tradition and cultural significance. The image should include wrestlers, the sumo ring, or traditional garments to authentically represent the sport.",Commonsense,Social Cultural Knowledge Scene,44
Show a combat sport often practiced in Thailand,"This refers to Muay Thai, so the image should depict two people engaging in combat techniques","Muay Thai, a traditional Thai martial art, is a combat sport known for its striking techniques and is commonly practiced in Thailand. Depicting two people engaging in combat techniques reflects the core of Muay Thai.",Commonsense,Social Cultural Knowledge Scene,45
"A winter sport often enjoyed in Switzerland, involving snow covered slopes","This refers to skiing, so the photo should include a skier or ski equipment","Skiing is a popular winter sport in Switzerland, known for its snow-covered slopes, which is why the image should feature skiing equipment or a skier.",Commonsense,Social Cultural Knowledge Scene,46
"A bat-and-ball sport with a passionate following in Pakistan, often enjoyed by all ages","This refers to cricket, so the image should include a cricket ball, and potentially Pakistani colours or a stadium","Cricket is a national pastime in Pakistan, and it is widely followed by people of all ages, hence the photo should show cricket-related elements, such as a cricket ball and references to Pakistani culture.",Commonsense,Social Cultural Knowledge Scene,47
Show the most popular ball sport in Australia,The model should generate an image related to Australian Rules Football,"Australian Rules Football is the most popular ball sport in Australia, making it the appropriate sport to include in the image.",Commonsense,Social Cultural Knowledge Scene,48
"A widely followed sport in the UK, often played with a round ball and passionate supporters","This refers to football (soccer), so the photo should include the football","Football (soccer) is the most widely followed sport in the UK, and it is commonly associated with a round ball and enthusiastic fans, so the image should prominently feature a football.",Commonsense,Social Cultural Knowledge Scene,49
"A physically demanding contact sport, deeply associated with New Zealand's national identity","This refers to rugby, so the image should include a rugby ball and possibly a rugby pitch","Rugby is a contact sport that is closely tied to New Zealand's national identity, which is why the image should include a rugby ball and a rugby field.",Commonsense,Social Cultural Knowledge Scene,50
"A fast-paced racquet sport that is extremely popular in Indonesia, requiring agility and precision","This refers to badminton, so the image should include a badminton shuttlecock and a racquet","Badminton is indeed a highly popular sport in Indonesia, and the characteristics of being fast-paced and requiring agility and precision directly relate to the sport. The shuttlecock and racquet are essential components of badminton and visually convey its identity.",Commonsense,Social Cultural Knowledge Scene,51
An image that demonstrates the act of seeking knowledge and guidance from a religious elder or leader in a Buddhist monastic context,The model should generate an image of Buddhist monks consulting or getting a teaching from their master/teacher,"In Buddhist monastic traditions, monks often seek guidance and teachings from their spiritual elders. The image of monks consulting with a master visually represents the act of learning and spiritual guidance central to Buddhist practices.",Commonsense,Social Cultural Knowledge Scene,52
Show an image of a type of domed religious structure that is often seen in Buddhist temples or sacred sites,The model should generate an image related to a Buddhist stupa or pagoda,"A stupa or pagoda is a prominent architectural structure found in many Buddhist temples and sacred sites. The domed shape is characteristic of these structures, making them the most appropriate representation in response to the prompt.",Commonsense,Social Cultural Knowledge Scene,53
"Show a structure commonly seen in Shinto shrines, often acting as a gateway to a sacred space",The model should generate an image related to a Torii gate,"The Torii gate is a traditional Japanese gate found at the entrance to Shinto shrines, symbolizing the transition from the mundane to the sacred. It serves as a defining feature of Shinto religious architecture.",Commonsense,Social Cultural Knowledge Scene,54
A peasant scene in the style of early Van Gogh,"The model should generate an image of a peasant scene in the style of early Van Gogh, using darker colors, coarse brushstrokes, and a focus on the everyday life of working people. It should convey a sense of rustic realism similar to paintings by Van Gogh from his early period","Van Gogh's early works were often characterized by rustic realism, depicting the lives of peasants with a focus on simplicity and the harshness of rural existence. His use of darker colors and rough brushwork is also a key element in his early style, making this the Reference Caption representation.",Commonsense,Social Cultural Knowledge Scene,55
A poor man in the style of Picasso's blue period,"The model should generate an image of a poor man in the style of Picasso's Blue Period, using various shades of blue, elongated features and expressing sorrow or poverty. It should evoke sadness similar to Picasso's blue period","Picasso's Blue Period is characterized by the use of melancholic themes and blue tones. The depiction of poverty and sorrow is central to this period, making it essential to include these elements.",Commonsense,Social Cultural Knowledge Scene,56
An abstract painting in the style of Jackson Pollock,"The model should generate an image of an abstract painting in the style of Jackson Pollock, with expressive brushstrokes, non-geometric forms, dripping paint, dynamic composition","Jackson Pollock's style is known for his 'drip' technique and dynamic, chaotic compositions. This approach is key to representing his abstract expressionist style.",Commonsense,Social Cultural Knowledge Scene,57
Friends sharing a traditional meal in Ethiopia.,"Food served on a large injera (sourdough flatbread), with people using hands to eat.",Ethiopian dining customs involve communal eating from a shared injera without utensils.,Commonsense,Social Cultural Knowledge Scene,58
A couple celebrating their 50th wedding anniversary.,Gold-colored decorations or accessories.,The 50th anniversary is traditionally associated with gold. A model might use unrelated colors without this knowledge.,Commonsense,Social Cultural Knowledge Scene,59
A traditional Hindu wedding in India.,The bride wears a red lehenga or saree.,Red is culturally symbolic for Hindu brides. A model might choose white or other colors without this knowledge.,Commonsense,Social Cultural Knowledge Scene,60
A busy city street in London.,Vehicles driving on the left side.,UK traffic flows left. Models trained on global data might default to right-side driving.,Commonsense,Social Cultural Knowledge Scene,61
"A famous medieval bridge, with arches over the river, located in the capital city of the Czech Republic, Prague","The model should generate an image featuring the Charles Bridge in Prague, highlighting its medieval stone structure, the statues along the sides, and the river below","The Charles Bridge in Prague is a famous medieval bridge known for its stone structure, iconic statues, and its location over the Vltava River in the capital city of the Czech Republic. The description emphasizes the architectural features and the bridge's surroundings.",Commonsense,Social Cultural Knowledge Scene,62
A famous structure built in ancient Egypt as a burial place,The model should generate an image of a pyramid,"Pyramids, especially in Egypt, were constructed as burial structures, most famously for pharaohs. This historical context directly points to the pyramid as the Reference Caption image for the burial place.",Commonsense,Social Cultural Knowledge Scene,63
"A wrought-iron lattice tower, a symbol of Parisian elegance and innovation","The model should generate an image featuring the Eiffel Tower, capturing its distinctive lattice structure and the surrounding cityscape","The Eiffel Tower is widely recognized as a wrought-iron lattice tower in Paris, known for symbolizing both elegance and innovation. Its unique design and location in Paris make it the most logical structure fitting this description.",Commonsense,Social Cultural Knowledge Scene,64
"China's most iconic architecture, a magnificent ancient defense line against invasion","The model should generate an image featuring the Great Wall of China, showcasing its winding path and the surrounding natural landscape","The Great Wall of China is an iconic ancient structure built as a defense line against invasions. It is known for its winding path through diverse landscapes, making it the most fitting image for this prompt.",Commonsense,Social Cultural Knowledge Scene,65
"A structure that touches the sky, showcasing modern design and urban aspirations in the American city of New York","The model should generate an image featuring the Empire State Building in New York City, emphasizing its height, its Art Deco style, and its iconic presence in the city skyline","The Empire State Building is a towering structure in New York, embodying modern design, urban aspirations, and notable height. Its distinct Art Deco architecture and iconic status in the city make it the correct representation for this prompt.",Commonsense,Social Cultural Knowledge Scene,66
"A soaring communication tower, dominating the Toronto skyline","The model should generate an image featuring the CN Tower, showcasing its soaring modern architectural style","The CN Tower is an iconic landmark in Toronto, renowned for its towering height and modern architectural design, making it the most appropriate representation of a 'soaring communication tower' in the Toronto skyline.",Commonsense,Social Cultural Knowledge Scene,67
"An iconic bridge, known for its red hue and location over a famous bay in San Francisco","The model should generate an image featuring the Golden Gate Bridge in San Francisco, highlighting its red color, its towering structure, and its location over the bay","The Golden Gate Bridge is famous for its distinctive red color and its location over the Golden Gate Strait, which separates San Francisco from Marin County, making it the most iconic bridge that matches the description in the prompt.",Commonsense,Social Cultural Knowledge Scene,68
A monumental stone structure at a place where ancient cultures thrived in the Andes mountains of Peru,"The model should generate an image featuring Machu Picchu, showcasing its location in the Andes mountains and its ancient stone architecture","Machu Picchu is one of the most well-known ancient stone structures located in the Andes mountains in Peru, and it is associated with ancient Incan culture, fitting the description perfectly.",Commonsense,Social Cultural Knowledge Scene,69
"A unique structure of circular design, symbolizing the power of the British government, located near a palace in London","The model should generate an image featuring the British Museum in London, highlighting its unique circular design, and its neoclassical features","The British Museum in London is known for its neoclassical architectural style, featuring a circular design and located near significant landmarks, such as Buckingham Palace, making it the most fitting representation of the structure described.",Commonsense,Social Cultural Knowledge Scene,70
"Ancient rock-carved churches, a spiritual pilgrimage site in Ethiopia","The model should generate an image featuring the Rock-Hewn Churches of Lalibela, showcasing their unique structures carved out of rock","The Rock-Hewn Churches of Lalibela are unique ancient churches in Ethiopia, carved directly from rock, and are considered an important pilgrimage site, making them the perfect match for the description provided in the prompt.",Commonsense,Social Cultural Knowledge Scene,71
"An unfinished basilica, a masterpiece of Catalan Modernism with intricate facades","The model should generate an image featuring the Sagrada Familia, emphasizing its unique spires and the elaborately decorated facade","The Sagrada Familia is an iconic example of Catalan Modernism, known for its unique spires and intricate facades, making it a direct representation of the description in the prompt.",Commonsense,Social Cultural Knowledge Scene,72
"A grand opera house known for its extravagant interior, a symbol of arts in the Italian city of Milan","The model should generate an image featuring the Teatro alla Scala in Milan, showcasing its opulent interior and its classical architecture","The Teatro alla Scala in Milan is renowned for its luxurious interior and as a symbol of Italian opera and arts, matching the description of the grand opera house in the prompt.",Commonsense,Social Cultural Knowledge Scene,73
"A sail-like structure, an architectural icon on Sydney's harbor","The model should generate an image featuring the Sydney Opera House, highlighting its distinctive white sail-like roof and the surrounding harbor view","The Sydney Opera House is famous for its sail-like design and its location on the harbor, making it the perfect match for the description of a sail-like structure in the prompt.",Commonsense,Social Cultural Knowledge Scene,74
"A symbol of royal power and ambition, a magnificent palace with elaborate gardens in France","The model should generate an image featuring the Palace of Versailles, showcasing its grandeur, gardens, and historical significance","The Palace of Versailles is a historical symbol of French monarchy and royal ambition, with its elaborate gardens and grand architecture, fitting perfectly with the description in the prompt.",Commonsense,Social Cultural Knowledge Scene,75
"A copper-clad statue, a beacon of freedom and American ideals","The model should generate an image featuring the Statue of Liberty, highlighting its towering presence and iconic torch-bearing figure","The Statue of Liberty is an iconic American symbol of freedom and ideals, known for its copper-clad exterior and towering stature, which directly matches the description of the statue in the prompt.",Commonsense,Social Cultural Knowledge Scene,76
"A modern structure that appears like a floating building, a beacon of light and art in the Spanish city of Bilbao","The model should generate an image featuring the Guggenheim Museum Bilbao, showcasing its unique curved and metallic structure and its riverside location","The description of a 'modern structure' and 'floating building' matches the design of the Guggenheim Museum Bilbao, which is known for its innovative and futuristic curved and metallic design. The reference to light and art aligns with the museum's reputation as a cultural institution in Bilbao, located along the river.",Commonsense,Social Cultural Knowledge Scene,77
"A symbol of imperial China, a sprawling complex of palaces and temples in Beijing","The model should generate an image featuring the Forbidden City in Beijing, showcasing its vast scale and traditional Chinese architecture","The mention of a 'symbol of imperial China' and a 'sprawling complex of palaces and temples' directly points to the Forbidden City in Beijing, a historical site known for its large scale and traditional Chinese architecture. It is a key cultural and historical symbol of China's imperial past.",Commonsense,Social Cultural Knowledge Scene,78
"An opulent opera house, a center of culture and performing arts in Buenos Aires","The model should generate an image featuring the Teatro Colón, showcasing its lavish interior decoration and classical architectural style","The description of an 'opulent opera house' and a 'center of culture and performing arts' matches the Teatro Colón in Buenos Aires, which is famous for its luxurious interior and significant role in the cultural life of the city. Its classical architectural style is also a defining characteristic.",Commonsense,Social Cultural Knowledge Scene,79
"A spiraling tower, a symbol of modern architecture and a landmark in the Italian city of Pisa","The model should generate an image featuring the Leaning Tower of Pisa, highlighting its unique leaning structure and its historical context","The reference to a 'spiraling tower' and a 'symbol of modern architecture' refers to the Leaning Tower of Pisa, which is world-renowned for its unintended tilt and distinctive design. Its historical significance as a landmark in Pisa further ties to the description.",Commonsense,Social Cultural Knowledge Scene,80
Generate a scene depicting the Holi festival in India.,"Participants covered in vibrant colored powders, celebrating Holi in India.",Holi is distinctly associated with the tradition of throwing colored powders. ,Commonsense,Social Cultural Knowledge Scene,81
"A historical bell tower in Italy, famous for its unintended tilt and Romanesque design.",The Leaning Tower of Pisa with its iconic slanted structure.,The tilt uniquely identifies this landmark. A model lacking architectural knowledge might depict a straight tower.,Commonsense,Social Cultural Knowledge Scene,82
"A person entering a traditional Japanese home, removing an item at the entrance as a sign of respect.","Shoes left at the *genkan* (entryway), with the person wearing socks.",Shoe removal is a strict cultural norm in Japan. Models might incorrectly show the person keeping shoes on.,Commonsense,Social Cultural Knowledge Scene,83
Depict Thailand’s Yi Peng festival in Southeast Asia.,Thousands of illuminated paper lanterns floating upward into the night sky.,"The release of sky lanterns is a distinctive feature of Yi Peng, setting it apart from other festivals.",Commonsense,Social Cultural Knowledge Scene,84
"Depict La Tomatina festival in Buñol, Spain.","Crowds engaging in a large-scale tomato fight, throwing ripe tomatoes in narrow streets.","La Tomatina is specifically known for its massive tomato-throwing event, distinguishing it from other food-related festivals.",Commonsense,Social Cultural Knowledge Scene,85
Show a traditional Maori haka performance.,Group performing rhythmic movements with protruding tongues and traditional facial tattoos (moko).,"The combination of specific gestures, facial expressions, and moko designs is unique to Maori cultural performances.",Commonsense,Social Cultural Knowledge Scene,86
Show a summer festival in Pamplona involving large animals.,Crowds running through narrow streets chased by bulls.,The San Fermín festival’s 'Running of the Bulls' is globally iconic and exclusive to this context.,Commonsense,Social Cultural Knowledge Scene,87
A winter festival in Venice with ornate facial coverings.,Participants wearing elaborate masks and Baroque-era costumes in gondola-filled settings.,"Venetian Carnival is defined by historic masks like the *Bauta*, unlike generic masquerades.",Commonsense,Social Cultural Knowledge Scene,88
Show a ceremonial dance by Indigenous Australians at dusk.,Performers with body paint mimicking ancestral stories around a fire.,"Corroboree ceremonies use fire and ochre paint to enact Dreamtime narratives, distinct from other dances.",Commonsense,Social Cultural Knowledge Scene,89
A Nordic celebration of the summer solstice.,People dancing around a maypole decorated with flowers in Sweden.,"Midsummer’s maypole tradition is central to Swedish culture, differing from solstice rituals elsewhere.",Commonsense,Social Cultural Knowledge Scene,90
A festival in Ethiopia marking the end of the rainy season with flowers.,Families picnicking on meadows covered in yellow *adey abeba* blooms during Meskel.,Meskel’s bonfires and endemic flower gatherings are unique to Ethiopian Orthodoxy.,Commonsense,Social Cultural Knowledge Scene,91
"Illustrate Oktoberfest in Bavaria, Germany.",Crowds in lederhosen/dirndls holding large beer steins in a festival tent.,Traditional Bavarian attire and beer-centric celebrations are unique to Oktoberfest.,Commonsense,Social Cultural Knowledge Scene,92
Portray the Venice Carnival in Italy.,People wearing intricate masquerade masks and Baroque-era costumes in gondola-filled canals.,The Venetian Carnival is globally recognized for its historical masks and opulent costumes.,Commonsense,Social Cultural Knowledge Scene,93
Illustrate Thaipusam devotees in Malaysia.,Participants carrying kavadis (metal frameworks) with piercings and hooks on their skin.,"The ritual use of kavadis and body piercings is exclusive to Thaipusam, a Hindu festival of penance.",Commonsense,Social Cultural Knowledge Scene,94
Depict Hanami gatherings in Japan.,Groups picnicking under blooming cherry blossom trees with paper lanterns at dusk.,"Hanami specifically refers to cherry blossom viewing parties, distinct from other seasonal festivals.",Commonsense,Social Cultural Knowledge Scene,95
"Portray Mardi Gras in New Orleans, USA.",Parade floats with revelers in purple/gold/green costumes throwing bead necklaces.,The tri-colored bead tradition and Bourbon Street parades are iconic to New Orleans Mardi Gras.,Commonsense,Social Cultural Knowledge Scene,96
Illustrate the Albuquerque International Balloon Fiesta.,Hundreds of hot air balloons with unique shapes ascending simultaneously at dawn.,The massive scale and special shaped balloons (beyond standard designs) are specific to this New Mexico event.,Commonsense,Social Cultural Knowledge Scene,97
Depict the Boryeong Mud Festival in South Korea.,Crowds covered in gray mud sliding down specially constructed mud slopes.,The organized mud-based activities using local tidal flat deposits distinguish this from general beach scenes.,Commonsense,Social Cultural Knowledge Scene,98
"Show the San Fermín festival in Pamplona, Spain.",Crowds dressed in white with red scarves running alongside bulls in narrow streets.,"The Running of the Bulls is a hallmark of San Fermín, with participants wearing specific red-and-white attire.",Commonsense,Social Cultural Knowledge Scene,99
Show a traditional Māori greeting ceremony in New Zealand.,Individuals pressing noses and foreheads together (hongi) in a ceremonial welcome.,The hongi is a uniquely Māori gesture symbolizing the sharing of breath and life force.,Commonsense,Social Cultural Knowledge Scene,100
Illustrate a traditional Maasai coming-of-age ceremony in Kenya.,Young warriors in bright red shukas performing high jumps during a dance.,The red clothing and adumu jumping ritual are exclusive to Maasai culture.,Commonsense,Social Cultural Knowledge Scene,101
Show a ceremonial gathering of the Māori people in New Zealand.,Performers with facial tattoos (moko) doing a haka war dance with protruded tongues.,The haka's distinctive body language and moko tattoos are hallmarks of Māori cultural expression.,Commonsense,Social Cultural Knowledge Scene,102
Show an Indigenous Australian corroboree gathering.,Participants with body paint performing rhythmic dances to didgeridoo music.,The didgeridoo and ceremonial body art are hallmarks of Aboriginal Australian traditions.,Commonsense,Social Cultural Knowledge Scene,103
"Depict the climax of Burning Man in Nevada, USA.",A large wooden effigy burning in a desert surrounded by temporary art installations.,The ritual burning of 'The Man' structure is central to this event's identity.,Commonsense,Social Cultural Knowledge Scene,104
Depict a traditional Balinese Kecak dance performance.,"A large circle of performers chanting rhythmically with raised hands, surrounded by fire.","The Kecak dance is characterized by its acapella male chorus and dramatic fire rituals, unique to Bali.",Commonsense,Social Cultural Knowledge Scene,105
