Prompt,Reference Caption,Assessment Point,Category,Subcategory,id
A ceremonial cloth worn around the neck in formal Scottish attire.,Tartan-patterned fly plaid fastened with a brooch.,"The fly plaid is an essential part of traditional Scottish Highland dress, worn as part of formal attire. The tartan pattern represents a clan or family, and the brooch fastens the cloth in place while adding an ornamental touch.",Commonsense,Social Cultural Knowledge Object,11
A container used in a Japanese ritual for purification before entering sacred spaces.,A stone water basin (*temizuya*) with a bamboo ladle.,"In Japanese culture, the *temizuya* is specifically used in Shinto rituals for purification before entering a sacred space like a shrine. The stone basin and bamboo ladle are traditional tools used in these rituals.",Commonsense,Social Cultural Knowledge Object,12
The traditional centerpiece of a Thanksgiving table in the United States.,Roasted turkey.,"Roasted turkey is a staple and iconic dish in American Thanksgiving tradition, symbolizing abundance and the historical roots of the holiday in early colonial feasts.",Commonsense,Social Cultural Knowledge Object,13
A decorated pole central to May Day celebrations in Europe.,A maypole with attached ribbons and flowers.,"The maypole is a key symbol in European May Day (May 1st) celebrations, often decorated with ribbons and flowers to celebrate the arrival of spring and fertility.",Commonsense,Social Cultural Knowledge Object,14
A metal structure symbolizing sacred fire in a Hindu wedding ceremony.,*Havan kund* (square fire altar).,"In Hindu weddings, the *havan kund* is a fire altar used for the ritual of offering to sacred fire, which symbolizes purity and the connection between the physical and divine realms.",Commonsense,Social Cultural Knowledge Object,15
A traditional vessel for serving a South American herbal drink.,Hollowed gourd (*mate*) with a metal straw (*bombilla*).,"In South American cultures, especially in Argentina, Uruguay, and Paraguay, *mate* is traditionally served in a hollowed gourd with a metal straw called a *bombilla*. It is a social and cultural practice commonly shared among friends and family.",Commonsense,Social Cultural Knowledge Object,16
A circular bread traditionally eaten during a Jewish New Year celebration.,Round braided challah.,"Challah is a traditional Jewish bread, often braided and served during various holidays, including the Jewish New Year (Rosh Hashanah). The round shape symbolizes the cyclical nature of life, and its braided form is a distinctive feature of the bread.",Commonsense,Social Cultural Knowledge Object,17
A hand-held percussion instrument played with a stick in Brazilian Carnival parades.,Tamborim (small drum).,"The tamborim is a small hand-held drum played with a stick, commonly used in Brazilian Carnival music. It is a key instrument in samba rhythms, often played in parades and celebrations during Carnival.",Commonsense,Social Cultural Knowledge Object,18
A stringed instrument emblematic of traditional Hawaiian music.,Ukulele.,"The ukulele is a small, four-stringed instrument that originated in Hawaii and is central to Hawaiian music. It is widely recognized as a symbol of Hawaiian culture and often accompanies traditional Hawaiian songs.",Commonsense,Social Cultural Knowledge Object,19
A candle holder used during the eight-day Jewish festival.,Hanukkiah (nine-branched menorah).,"The Hanukkiah is a special menorah used during Hanukkah, the Jewish festival of lights. It has nine branches: one for each night of the festival and an additional branch to hold the 'shamash,' the candle used to light the others.",Commonsense,Social Cultural Knowledge Object,20
A decorative item hung above sleeping areas in some Native American cultures.,Dreamcatcher (circular web with feathers).,"Dreamcatchers are traditional Native American crafts believed to protect sleepers from bad dreams. The circular web symbolizes the circle of life, while the feathers are said to filter out negative energy and ensure peaceful sleep.",Commonsense,Social Cultural Knowledge Object,21
A small oil lamp usedA person breaking their fast at sunset during Ramadan. during a Hindu festival involving lights.,Diya (clay lamp with a cotton wick).,"The Diya is a traditional clay oil lamp with a cotton wick, commonly used in Hindu festivals like Diwali to symbolize light and the triumph of good over evil.",Commonsense,Social Cultural Knowledge Object,22
A long wooden wind instrument from Indigenous Australian cultures.,"Didgeridoo (cylindrical, unpainted hollow log).","The Didgeridoo is a wind instrument created by Indigenous Australians, typically made from a hollowed-out tree branch or log, and is known for its distinctive cylindrical shape and sound.",Commonsense,Social Cultural Knowledge Object,23
Colorful perforated banners hung during Mexican celebrations.,Papel picado (intricately cut tissue paper).,"Papel picado is a traditional Mexican craft made from colorful, intricately cut tissue paper, often used to decorate during celebrations such as Day of the Dead and other cultural events.",Commonsense,Social Cultural Knowledge Object,24
A ceremonial vessel for pouring rice wine in Japan.,Tokkuri (flask with narrow neck).,"A Tokkuri is a traditional Japanese vessel, typically used to serve sake or rice wine, characterized by its narrow neck, which is designed to keep the contents warm.",Commonsense,Social Cultural Knowledge Object,25
A container for powdered tea in a Japanese Zen ceremony.,Natsume (lacquerware tea caddy).,"In Japanese Zen tea ceremonies, the Natsume is used to hold powdered tea (matcha) and is usually made of lacquerware, a material chosen for its aesthetic and cultural significance in tea rituals.",Commonsense,Social Cultural Knowledge Object,26
A stringed instrument with a gourd resonator in Indian classical music.,"Sitar (long neck, sympathetic strings).","The sitar is a traditional stringed instrument in Indian classical music, known for its long neck and sympathetic strings that resonate, providing a unique sound. The gourd resonator is also characteristic of the sitar, which is why this instrument is the Reference Caption answer.",Commonsense,Social Cultural Knowledge Object,27
A food item traditionally broken over a couple’s heads at a Greek wedding.,"A decorative crown-shaped bread (στέφανο, Stefana).","In Greek weddings, it is a tradition to break a decorative crown-shaped bread, called Stefana, over the couple's heads. This symbolizes prosperity and fertility, and the bread is designed in the shape of crowns, reflecting the wedding theme.",Commonsense,Social Cultural Knowledge Object,28
A ceremonial object used in a Hindu wedding to symbolize unity.,A sacred fire (Agni) with the couple circling it.,"In Hindu weddings, Agni, the sacred fire, represents the divine presence and is a central part of the marriage ceremony. The couple circles the fire to symbolize the unity of their bond and their commitment to each other.",Commonsense,Social Cultural Knowledge Object,29
A traditional gift given to children during Lunar New Year in China.,Red envelopes (hongbao) with money inside.,"During the Chinese Lunar New Year, it is customary to give children red envelopes, known as 'hongbao,' containing money. This gift is believed to bring good luck and prosperity for the coming year.",Commonsense,Social Cultural Knowledge Object,30
A ceremonial drink served in a coconut shell during Filipino celebrations.,Tuba or lambanog (traditional coconut wine).,"Tuba and lambanog are traditional Filipino alcoholic drinks made from coconut sap. These drinks are often served during celebrations and are typically presented in a coconut shell, which is part of Filipino cultural practices.",Commonsense,Social Cultural Knowledge Object,31
A symbolic plant hung in doorways during Christmas in many Western countries.,Mistletoe.,"Mistletoe is a traditional Christmas decoration in many Western cultures, symbolizing love and peace. It is often hung in doorways as part of the holiday tradition, where people kiss beneath it.",Commonsense,Social Cultural Knowledge Object,32
An object waved by children during a Japanese spring festival.,Koinobori (carp-shaped wind socks).,"Koinobori are traditional objects used during the Japanese festival called Children's Day (Kodomo no Hi) in May. These carp-shaped wind socks are flown to symbolize the hope that children grow up strong and healthy, like the carp fish.",Commonsense,Social Cultural Knowledge Object,33
Traditional attire for an Indian bride.,"A red lehenga/saree with gold jewelry (e.g., mangalsutra, maang tikka).","In Indian weddings, brides typically wear a red lehenga or saree as red is considered an auspicious color symbolizing fertility and prosperity. Gold jewelry, such as mangalsutra and maang tikka, are important traditional accessories in Indian bridal attire, signifying marital status and cultural importance.",Commonsense,Social Cultural Knowledge Object,34
An altar for Día de los Muertos in Mexico.,"Cempasúchil (marigold flowers), sugar skulls, and framed photos of deceased relatives.","Día de los Muertos is a Mexican celebration to honor deceased loved ones. Cempasúchil, marigold flowers, are used because they are believed to guide spirits back to their families. Sugar skulls represent the deceased, and framed photos of relatives are placed on the altar to honor their memory.",Commonsense,Social Cultural Knowledge Object,35
A guard standing outside Buckingham Palace.,A red tunic uniform with a bearskin hat.,The guards at Buckingham Palace are traditionally dressed in red tunics and bearskin hats as part of the ceremonial uniform. This attire is part of British royal history and is immediately recognizable as part of the British heritage and ceremonial tradition.,Commonsense,Social Cultural Knowledge Object,36
A ceremonial plate used during a Jewish Passover meal.,"Six symbolic items (e.g., maror, charoset, shank bone) arranged on a Seder plate.","During Passover, a Seder plate is used to hold six symbolic foods that represent key aspects of the Jewish people's liberation from Egypt, including maror (bitter herbs) and charoset (a sweet paste), among others. These items are crucial to the rituals of the Passover meal.",Commonsense,Social Cultural Knowledge Object,37
A musical instrument from Indigenous Australian culture.,A didgeridoo (long wooden wind instrument).,"The didgeridoo is a traditional wind instrument from the Indigenous peoples of Australia, known for its distinctive droning sound. It has been a part of Indigenous Australian culture for thousands of years, particularly in the northern regions.",Commonsense,Social Cultural Knowledge Object,38
Traditional clothing worn at a Scottish Highland gathering.,"A kilt with tartan pattern, sporran (pouch), and knee-high socks.","The kilt, made of tartan fabric, is a central part of Scottish heritage and tradition, especially at Highland gatherings. It is worn with accessories such as a sporran and knee-high socks, which are characteristic of Scottish ceremonial attire.",Commonsense,Social Cultural Knowledge Object,39
A performer’s costume at the Rio Carnival in Brazil.,"Elaborate feathered headdresses and sequined, brightly colored outfits.","The Rio Carnival is known for its extravagant and colorful costumes, which often include feathered headdresses and sequined, bright outfits that represent the vibrancy and joy of the event. These costumes reflect the cultural importance of the festival in Brazilian culture.",Commonsense,Social Cultural Knowledge Object,40
A ceremonial object placed on a doorway during Diwali in India.,A toran (decorative door hanging with marigolds and mango leaves).,"During Diwali, a toran is traditionally placed on doorways as a symbol of auspiciousness and to welcome prosperity and good fortune. The marigolds and mango leaves are associated with purity and divine blessings in Hindu culture.",Commonsense,Social Cultural Knowledge Object,41
A tool used in a traditional Japanese dining ritual.,Chopsticks placed horizontally on a hashioki (rest).,"In traditional Japanese dining, it is customary to place chopsticks horizontally on a hashioki (rest) to prevent them from touching the table or food, which maintains cleanliness and shows respect for the meal.",Commonsense,Social Cultural Knowledge Object,42
An item worn on the head during a Mexican celebration in early May.,A sombrero vueltiao (woven hat with concentric patterns).,"The sombrero vueltiao is a traditional Colombian hat commonly worn during festivals and celebrations like Cinco de Mayo, which are important in Mexican culture. The hat is often associated with cultural festivities and is worn during celebrations to represent Mexican heritage.",Commonsense,Social Cultural Knowledge Object,43
A container used in a Native American purification ceremony.,A smudge bowl with burning sage.,"In Native American purification ceremonies, burning sage is used as part of a cleansing ritual. The smudge bowl holds the burning sage, and the smoke is believed to purify the space and the participants.",Commonsense,Social Cultural Knowledge Object,44
A dessert served during Eid al-Fitr in Saudi Arabia.,Maamoul (date-filled cookies with patterned molds).,"Maamoul is a traditional dessert made with dates and served during Eid al-Fitr, marking the end of Ramadan. It is a staple in many Middle Eastern cultures, especially in Saudi Arabia, where dates are a significant part of their cuisine and cultural rituals.",Commonsense,Social Cultural Knowledge Object,45
A utensil used to serve rice in a Korean ancestral ritual.,A brass spoon and chopsticks set vertically in a stand.,"In Korean ancestral rituals, rice is served to ancestors as part of the ritual offerings. The brass spoon and chopsticks set, which is placed vertically in a stand, is symbolic of respect and tradition, with the vertical arrangement representing the reverence for the ancestors.",Commonsense,Social Cultural Knowledge Object,46
An instrument played during Aboriginal Australian ceremonies.,A didgeridoo (long wooden drone pipe).,"The didgeridoo is a traditional wind instrument used by Aboriginal Australians in ceremonial and cultural settings. It is known for its deep, resonating drone sound and is closely associated with the culture and rituals of Aboriginal communities.",Commonsense,Social Cultural Knowledge Object,47
Items lit during the Festival of Lights in India.,Diyas (small clay oil lamps),"Diyas are small oil lamps made from clay and filled with oil, which are lit during the Diwali festival, known as the Festival of Lights in India. These lamps symbolize the victory of light over darkness and good over evil.",Commonsense,Social Cultural Knowledge Object,48
Symbols used to celebrate a 25th wedding anniversary.,"Silver-colored objects (e.g., decorations, gifts)","A 25th wedding anniversary is traditionally known as the Silver Anniversary. The color silver is symbolic of the lasting strength and value of a marriage after 25 years, and silver-colored objects are commonly used in celebration.",Commonsense,Social Cultural Knowledge Object,49
A small case attached to the doorframe of a Jewish home.,Mezuzah,"The mezuzah is a small parchment scroll containing specific Hebrew verses from the Torah, placed inside a decorative case and affixed to the doorframe of Jewish homes. It serves as a reminder of the Jewish faith and God's presence.",Commonsense,Social Cultural Knowledge Object,50
The target in the sport of cricket.,Three vertical stumps with two bails (wicket),"In cricket, the target is the wicket, which consists of three vertical stumps and two bails placed on top. The goal is to hit or dislodge the bails from the stumps to dismiss the batter.",Commonsense,Social Cultural Knowledge Object,51
Decorative items for Mexico’s Day of the Dead festival.,Sugar skulls (calaveras),"Sugar skulls are a prominent symbol of Mexico's Day of the Dead festival, representing the cycle of life and death. They are often decorated with vibrant colors and are used to honor deceased loved ones.",Commonsense,Social Cultural Knowledge Object,52
A common protective charm in Turkish culture.,Nazar amulet (blue evil eye bead),"The Nazar amulet, commonly known as the evil eye, is believed to protect against negative energy or bad luck. It is a significant part of Turkish culture and is widely used for protection.",Commonsense,Social Cultural Knowledge Object,53
An object traditionally broken during a Jewish wedding ceremony.,A glass.,Breaking a glass during a Jewish wedding ceremony symbolizes the destruction of the Temple in Jerusalem and serves as a reminder of the fragility of life and the couple's commitment through joy and sorrow.,Commonsense,Social Cultural Knowledge Object,54
The crown worn by a British monarch during their coronation ceremony.,St. Edward’s Crown.,St. Edward’s Crown is the traditional crown used in the British coronation ceremony. It is symbolic of the monarch's authority and the history of the British monarchy.,Commonsense,Social Cultural Knowledge Object,55
Decorative items placed outside homes during Japanese New Year celebrations.,Kadomatsu (pine and bamboo arrangements).,Kadomatsu are traditional New Year decorations placed outside homes in Japan. They are believed to welcome the spirits of ancestors and bring good luck for the coming year. The combination of pine and bamboo is symbolic of longevity and prosperity.,Commonsense,Social Cultural Knowledge Object,56
Symbolic gifts presented in a traditional Korean wedding ceremony.,Wooden wild geese.,"In traditional Korean weddings, symbolic gifts like wooden wild geese represent the couple's commitment and harmony. Wild geese are known to mate for life, symbolizing loyalty and love, which are essential values in the Korean culture.",Commonsense,Social Cultural Knowledge Object,57
Traditional food of the Mid-Autumn Festival,"This refers to mooncakes, the round pastries filled with lotus seed paste or red bean paste.","Mooncakes are the traditional food consumed during the Mid-Autumn Festival, a holiday that celebrates the harvest and the full moon. They are round, symbolizing completeness and unity, and are typically filled with lotus seed paste or red bean paste, as they are culturally significant in Chinese cuisine.",Commonsense,Social Cultural Knowledge Object,58
The currency of the country where Seoul is located,The model should generate an image of South Korean Won banknotes,"Seoul is the capital of South Korea, and the currency used in South Korea is the South Korean Won (KRW). The banknotes of the Won are unique and reflect the national identity and culture of South Korea.",Commonsense,Social Cultural Knowledge Object,59
National flag of the country where Berlin is located,The model should generate an image of the national flag of Germany,"Berlin is the capital city of Germany, and the national flag of Germany consists of three horizontal stripes in black, red, and gold. The flag is a symbol of German unity and history.",Commonsense,Social Cultural Knowledge Object,60
National flag of the smallest country by area in the world,The model should generate an image of the national flag of Vatican City,"Vatican City is the smallest independent state in the world by area. Its national flag features two vertical bands of yellow and white, representing the Church's spiritual authority and temporal power.",Commonsense,Social Cultural Knowledge Object,61
National Emblem of the country where New York is located,The model should generate an image of the national emblem of the United States,"New York is a state in the United States, so the national emblem of the United States should be used to represent the country where New York is located.",Commonsense,Social Cultural Knowledge Object,62
National Emblem of the country where Sydney is located,The model should generate an image of the national emblem of Australia,"Sydney is a major city in Australia, so the national emblem of Australia is the appropriate representation for the country where Sydney is located.",Commonsense,Social Cultural Knowledge Object,63
The main material used in the construction of traditional houses in the country where Kyoto is located,The model should generate an image of a house built with wood and paper screen walls,"Kyoto is located in Japan, where traditional houses are commonly made with wood and paper screen walls, which is a distinctive feature of traditional Japanese architecture.",Commonsense,Social Cultural Knowledge Object,64
The national emblem of the country where Vancouver is located,The model should generate an image of the national emblem of Canada,"Vancouver is a city in Canada, so the national emblem of Canada is the appropriate representation for the country where Vancouver is located.",Commonsense,Social Cultural Knowledge Object,65
National flag of the country where Moscow is located,The model should generate an image of the national flag of Russia,"Moscow is the capital of Russia, so the national flag of Russia should be used to represent the country where Moscow is located.",Commonsense,Social Cultural Knowledge Object,66
National Emblem of the country where London is located,The model should generate an image of the national Emblem of the United Kingdom,"London is the capital city of the United Kingdom, so the national emblem associated with the country is the national emblem of the UK.",Commonsense,Social Cultural Knowledge Object,67
National Flag of the country where Los Angeles is located,The model should generate an image of the national flag of the United States,"Los Angeles is a major city in the United States, so its national flag is the flag of the United States.",Commonsense,Social Cultural Knowledge Object,68
The national emblem of the country where Kuala Lumpur is located,The model should generate an image of the national emblem of Malaysia,"Kuala Lumpur is the capital of Malaysia, so the national emblem of Malaysia is the one associated with the country.",Commonsense,Social Cultural Knowledge Object,69
National Emblem of the country where Mumbai is located,The model should generate an image of the national flag of India,"Mumbai is located in India, and the national emblem for a country is often linked to its flag. Since the prompt mentions the national emblem, the flag of India can be associated with this emblem.",Commonsense,Social Cultural Knowledge Object,70
A specific type of flower cultivated in the country where Amsterdam is located,The model should generate an image of tulips,"Amsterdam is located in the Netherlands, and tulips are a famous and culturally significant flower widely associated with Dutch culture.",Commonsense,Social Cultural Knowledge Object,71
National flag of the country where Barcelona is located,The model should generate an image of the national flag of Spain,"Barcelona is a city in Spain, and the national flag of Spain is the representation of the country where it is located.",Commonsense,Social Cultural Knowledge Object,72
The type of landscape common in the country where Nairobi is located,The model should generate an image of African savannah,"Nairobi is located in Kenya, and the African savannah is a prominent type of landscape in Kenya and many other countries in East Africa.",Commonsense,Social Cultural Knowledge Object,73
The currency of the largest country by area in the world,The model should generate an image of the Russian Ruble,"Russia is the largest country by area in the world, and its currency is the Russian Ruble.",Commonsense,Social Cultural Knowledge Object,74
The type of trees commonly found in forests in the country where Montreal is located,The model should generate an image of maple trees,"Montreal is located in Canada, where maple trees are widely found, especially in forests. Maple trees are culturally significant in Canada as well.",Commonsense,Social Cultural Knowledge Object,75
National flag of the country where Tokyo is located,The model should generate an image of the national flag of Japan,"Tokyo is the capital of Japan, and the national flag of Japan represents the country where Tokyo is located.",Commonsense,Social Cultural Knowledge Object,76
The national emblem of the country where Cairo is located,The model should generate an image of the national emblem of Egypt,"Cairo is the capital of Egypt, and its national emblem is a symbol of Egypt's cultural and political identity.",Commonsense,Social Cultural Knowledge Object,77
The most popular sport in the country where Sao Paulo is located,The model should generate an image of a soccer match or related elements,"Sao Paulo is located in Brazil, where soccer is the most popular sport and has a deep cultural significance.",Commonsense,Social Cultural Knowledge Object,78
National flag of the country where Rio de Janeiro is located,The model should generate an image of the national flag of Brazil,"Rio de Janeiro is a famous city in Brazil, and the national flag of Brazil represents the country's identity and values.",Commonsense,Social Cultural Knowledge Object,79
The national animal of a country famous for its maple leaf symbolism,"Refers to the beaver (national animal of Canada, symbolized by the maple leaf on its flag)","Canada's national animal, the beaver, is linked to the country's heritage, especially with the symbolic maple leaf on its flag.",Commonsense,Social Cultural Knowledge Object,80
Traditional head covering worn in the nation where the Taj Mahal was built,Should generate a turban (associated with cultural heritage in India),"The Taj Mahal is located in India, where the turban is a traditional and culturally significant head covering.",Commonsense,Social Cultural Knowledge Object,81
A musical instrument central to the folk dance originating in Andalusia,Requires generating a Spanish guitar (essential to flamenco culture),"The Spanish guitar is an essential instrument in flamenco music and is closely tied to Andalusia, where the flamenco dance and music originated.",Commonsense,Social Cultural Knowledge Object,82
A plant branch historically representing truce in Mediterranean diplomacy,Must depict an olive branch (universal symbol of peace),"The olive branch has long been a symbol of peace, particularly in Mediterranean cultures, and has been used in diplomatic contexts to signify truce and reconciliation.",Commonsense,Social Cultural Knowledge Object,83
A bamboo tool used in ceremonial preparation of matcha,Refers to a chasen (Japanese tea whisk used in chanoyu rituals),"The chasen, a bamboo whisk, is a crucial tool in the Japanese tea ceremony (chanoyu), used to prepare matcha, a powdered green tea, traditionally consumed during this ritual.",Commonsense,Social Cultural Knowledge Object,84
The national animal of the country where the Taj Mahal is located,Should generate a Bengal tiger (national animal of India),"The Bengal tiger is recognized as the national animal of India, and India is the country where the Taj Mahal is located, making the tiger a relevant representation.",Commonsense,Social Cultural Knowledge Object,85
A container carried during harvest festivals in Bavaria,"A beer stein, central to Oktoberfest traditions.","The beer stein is iconic in Bavarian culture and is closely associated with Oktoberfest, a harvest festival celebrated in Bavaria, where beer is a central part of the celebration.",Commonsense,Social Cultural Knowledge Object,86
Illuminated structures built during North African spring celebrations,Date palm-shaped lanterns (Fanoos) displayed during Ramadan.,"Fanoos lanterns are a common sight during Ramadan, particularly in North African countries. They are often made in the shape of date palms and are used for decoration and lighting during this religious celebration.",Commonsense,Social Cultural Knowledge Object,87
A long wooden wind instrument from Indigenous Australian traditions,"Expects a didgeridoo, uniquely tied to Aboriginal Australian culture.","The didgeridoo is a traditional wind instrument associated with Aboriginal Australian culture. It is made from eucalyptus wood and is renowned for its deep, resonant sound.",Commonsense,Social Cultural Knowledge Object,88
The floral emblem in Mexico's national symbolism,"Requires generating dahlia flowers, Mexico's national flower since 1963.","The dahlia flower was designated as Mexico's national flower in 1963. It holds cultural significance in Mexico, representing both the nation's natural beauty and indigenous heritage.",Commonsense,Social Cultural Knowledge Object,89
Flowers traditionally used to decorate during a Mexican autumn holiday,Specifically refers to cempasúchil (marigolds) for Día de los Muertos.,"Cempasúchil, or marigolds, are traditionally used to decorate altars and graves during Día de los Muertos (Day of the Dead). The vibrant orange color of the marigolds is believed to guide the spirits of the deceased back to their families.",Commonsense,Social Cultural Knowledge Object,90
The symbol found on the flag of a country established as a homeland for a particular religious group,Uniquely indicates the Star of David on Israel's flag.,The Star of David is a central symbol in Judaism and is prominently featured on the flag of Israel. It represents the connection between the Jewish people and their religious and cultural heritage.,Commonsense,Social Cultural Knowledge Object,91
Small curved blade worn as part of Sikh religious obligations,"Requires a kirpan, the ceremonial dagger carried by baptized Sikhs.","The kirpan is a central religious symbol for Sikhs, representing their commitment to justice and defending the weak, which is why it is mentioned as part of Sikh religious obligations.",Commonsense,Social Cultural Knowledge Object,92
National bird of the country where Hindi is widely spoken and the Taj Mahal stands,"Refers to India's national bird, the Indian peacock.","India is a country where Hindi is widely spoken, and the Taj Mahal is a prominent landmark. The Indian peacock is the national bird of India, symbolizing its rich cultural heritage.",Commonsense,Social Cultural Knowledge Object,93
Paper currency used in the country with a white cross on its flag,Should display Swiss Franc banknotes (Switzerland's currency).,"The flag of Switzerland is known for its distinctive white cross, and the Swiss Franc is the official currency of the country, making it the correct match for the prompt.",Commonsense,Social Cultural Knowledge Object,94
The architectural landmark featured on the reverse of the Indian 20-rupee note,Should display the Konark Sun Chariot wheel (UNESCO heritage site).,"The Konark Sun Chariot wheel is a UNESCO World Heritage site and is depicted on the reverse of the Indian 20-rupee note, representing India's rich historical architecture.",Commonsense,Social Cultural Knowledge Object,95
A traditional wind instrument from Indigenous Australian culture,Should depict a didgeridoo (aboriginal musical instrument).,"The didgeridoo is a traditional wind instrument from Indigenous Australian culture, widely recognized and used in ceremonial and cultural practices, thus matching the description provided.",Commonsense,Social Cultural Knowledge Object,96
The national bird appearing on the Mexican flag,Should show a golden eagle perched on a cactus.,"The golden eagle is a prominent national symbol of Mexico, represented on the flag as part of the Aztec legend, where an eagle is seen perched on a cactus with a snake in its beak.",Commonsense,Social Cultural Knowledge Object,97
Metallic tower constructed for the 1889 World's Fair in a European capital,Targets identification of Paris' Eiffel Tower through historical/geographical context.,"The Eiffel Tower, constructed for the 1889 World's Fair in Paris, is a widely recognized landmark of French culture and a symbol of engineering innovation.",Commonsense,Social Cultural Knowledge Object,98
Pyramid-shaped glutinous rice bundles tied with reed strips for river festivals,Requires generating zòngzi associated with China's Dragon Boat Festival.,"Zòngzi are a traditional food eaten during the Dragon Boat Festival in China, where glutinous rice is wrapped in reed leaves to symbolize good luck and commemorate the ancient poet Qu Yuan.",Commonsense,Social Cultural Knowledge Object,99
Currency notes featuring bridges symbolizing European unity and cooperation,Tests recognition of euro banknotes through their architectural motifs.,"The euro banknotes feature bridges that represent different periods of European history, symbolizing unity and cooperation among European countries.",Commonsense,Social Cultural Knowledge Object,100
Avian symbol appearing on government documents of a federation of 50 states,Tests identification of the bald eagle as the US national emblem.,"The bald eagle is the national bird and emblem of the United States, representing freedom and strength, often used in government documents and official symbols.",Commonsense,Social Cultural Knowledge Object,101
The national animal depicted on Australia's coat of arms,Red kangaroo and emu pair (only country with two official national animals),"Australia's coat of arms features the red kangaroo and emu as its official national animals, chosen because neither can easily walk backward, symbolizing a nation that moves forward.",Commonsense,Social Cultural Knowledge Object,102
