Prompt,Reference Caption,Assessment Point,Category,Subcategory,id
A cat's eyes in bright sunlight.,Cat’s pupils are vertical slits.,"Cat pupils contract to slits in bright light. Incorrect images would show round pupils, failing to apply biological knowledge.",Commonsense,Attribute,16
A person blowing on a dandelion clock.,White seed tufts dispersing in the air.,Models unaware that blowing scatters dandelion seeds might show intact seed heads.,Commonsense,Attribute,17
A popped popcorn kernel next to unpopped ones.,"The popped kernel is fluffy and white, contrasting with smooth, yellow unpopped kernels.",Requires understanding heat-induced expansion. Failure might show uniform kernels.,Commonsense,Attribute,18
A helium balloon in a braking car.,Balloon floats toward the front windshield.,"Due to air density differences, lighter helium moves opposite to inertia.  A model lacking physics knowledge might show the balloon staying centered.",Commonsense,Attribute,19
A porcupine curled up to sleep.,Quills lie flat against its body.,"Porcupines relax their quills when resting.  Models lacking zoological knowledge might depict raised, defensive quills.",Commonsense,Attribute,20
A flamingo resting in shallow water.,The flamingo stands on one leg.,Flamingos sleep/rest by tucking one leg close to their body. Models unaware of this behavior might depict two legs planted in water.,Commonsense,Attribute,21
A bat sleeping.,"The bat hangs upside down from a surface (e.g., a cave ceiling or tree branch).","Bats sleep inverted.  A model lacking this knowledge might show a bat resting upright, akin to a bird.",Commonsense,Attribute,22
A squirrel storing acorns.,Acorns buried underground or tucked into a tree hollow.,"An incorrect image might show acorns scattered randomly, ignoring squirrels’ food-hoarding behavior.",Commonsense,Attribute,23
A dog chasing its tail.,"The dog’s body twisted in a circular motion, attempting to bite its tail.","An incorrect image might show a static dog near its tail, missing the dynamic action.",Commonsense,Attribute,24
An almost burnt out candle.,"The candle has melted down to a very short length, with the wax dripping down the sides.","When a candle is nearly burnt out, it has typically melted to a very small size, and the remaining wax tends to drip down the sides due to the heat.",Commonsense,Attribute,25
A leftover used soap bar.,The soap bar is thin.,"After repeated use, a soap bar naturally becomes thinner as it dissolves with each wash, leaving behind a smaller, thinner piece.",Commonsense,Attribute,26
A seesaw with uneven weights on both sides.,One end of the seesaw is tilted.,"If the weights on both sides of the seesaw are uneven, the heavier side will cause the seesaw to tilt, as the balance is disrupted.",Commonsense,Attribute,27
A vintage clock showing 3 AM.,The hour hand points towards the right. The minute hand points upwards.,"At 3 AM, the hour hand points towards the right (towards the 3 o'clock position), and the minute hand, marking the top of the hour, points upwards (towards the 12 o'clock position).",Commonsense,Attribute,28
A stainless steel pan previously overheated.,The pan has rainbow-like discoloration.,"When a stainless steel pan is overheated, the metal undergoes oxidation, which can result in a rainbow-like discoloration caused by light interference on the surface.",Commonsense,Attribute,29
A peacock sleeping.,A peacock has its feathers closed.,"When a peacock sleeps, it typically folds its feathers close to its body to rest. This is a common behavior for many birds during sleep to protect their feathers and conserve body heat.",Commonsense,Attribute,30
A vintage clock showing noon,Both the hour hand and the minute hand point straight up.,"At noon, the time is exactly 12:00, and in a typical analog clock, both the hour hand and minute hand point at the 12 o'clock position, which is straight up.",Commonsense,Attribute,31
An electric car parked at a charging station but not charging yet,No cable is connecting the car to the charging infrastructure.,"If the car is parked at a charging station but not charging, the cable is not connected to the car, as the charging process hasn't started yet.",Commonsense,Attribute,32
An empty pan heated for a long time,Smoke is rising from the pan.,"When a pan is heated for a long period without any food or liquid inside, the metal can reach a high temperature, causing any leftover residues or oils to burn and produce smoke.",Commonsense,Attribute,33
A sundae untouched for several hours,The ice cream within the glass has melted into liquid form.,"If a sundae is left untouched for several hours, the ice cream will naturally melt due to heat and time, transitioning from solid to liquid form.",Commonsense,Attribute,34
A candle just blown out,Smoke is seen rising from the candle's wick. No flame is burning at the candle's wick.,"When a candle is blown out, the flame is extinguished, but the heat from the wick causes the wax to release smoke, which rises from the wick. Without the flame, there is no longer a visible burning fire.",Commonsense,Attribute,35
An hourglass just finishing its counting,The sand is mostly in the bottom half of the hourglass.,"When the hourglass finishes its counting, the sand has already fallen through the narrow passage, and most of it settles in the bottom half. The top half has little or no sand left.",Commonsense,Attribute,36
An hourglass just starting to count,The sand is mostly in the upper half of the hourglass.,"At the start of the hourglass's timing, the sand is still in the top half and begins to flow down. Since the sand has just started, the upper half will still contain most of the sand.",Commonsense,Attribute,37
A lightbulb with a good circuit,The bulb is lit.,"A good circuit means the electrical current flows properly through the lightbulb, causing it to light up. Without any disruption in the circuit, the bulb will be lit.",Commonsense,Attribute,38
Iron nails and a magnet,The iron nails are attracted to the magnet.,"Iron is a magnetic material, so when placed near a magnet, it will be attracted to the magnet due to the magnetic force.",Commonsense,Attribute,39
A pen placed in a cup of water,The submerged part of the pen appears bent.,"The pen is partly submerged in water, and due to the change in the speed of light as it passes through different mediums (air and water), refraction causes the submerged part to appear bent.",Commonsense,Attribute,40
A glass of water held upside-down,Water spills onto the ground.,"When the glass is turned upside down, gravity causes the water to fall out due to the lack of support underneath the glass.",Commonsense,Attribute,41
A basketball in water,The basketball is floating on the water's surface.,"A basketball is less dense than water, which allows it to float on the surface due to the principle of buoyancy.",Commonsense,Attribute,42
An open fridge disconnected from electricity,The open fridge is not lighting up.,"When the fridge is disconnected from electricity, it no longer has the power to light up the interior, as the light inside requires electrical current to function.",Commonsense,Attribute,43
An iron ball in water,The iron ball is sinking in the water.,"Iron is denser than water, which causes the iron ball to sink due to the force of gravity overpowering the buoyant force exerted by the water.",Commonsense,Attribute,44
A lightbulb with a broken circuit,The bulb is unlit.,"A broken circuit means the electrical current cannot flow through the bulb, preventing it from lighting up.",Commonsense,Attribute,45
An empty bottle in water,The empty bottle is floating on the water surface.,"An empty bottle displaces water, and since the bottle is less dense than the water, it floats rather than sinking.",Commonsense,Attribute,46
An eagle catching a fish,The eagle is grasping or trying to grasp a fish with its claws. The eagle is spreading its wings above water.,"Eagles catch fish with their claws, and they typically spread their wings for stability while hovering or flying over water.",Commonsense,Attribute,47
A pot of salted water heated to 100 degrees Celsius,The pot is not boiling.,"Boiling point for salted water is higher than 100 degrees Celsius, so it has not reached boiling yet at this temperature.",Commonsense,Attribute,48
A small bag of party balloons for sale,The balloons are flat.,Balloons for sale are often deflated to save space and ensure they can be inflated by the buyer.,Commonsense,Attribute,49
An eagle eating a fish,The eagle has folded wings. The eagle is eating fish.,An eagle in the act of eating a fish is often depicted with its wings folded to help with balance and focus on its prey. The Reference Caption description aligns with the visual of the eagle being engaged in the act of eating.,Commonsense,Attribute,50
A faucet that's turned off,There is no water coming out of the faucet.,"When a faucet is turned off, the water flow is stopped. The commonsense reasoning is that no water would come out of the faucet when it's in the off position.",Commonsense,Attribute,51
A person igniting a wet match,The match is not burning.,A wet match would fail to catch fire because the moisture prevents it from lighting. This is a clear commonsense reasoning that a match needs to be dry to burn.,Commonsense,Attribute,52
A full bottle in water,The full bottle is sinking in the water.,"A full bottle, being heavy and filled with liquid, would likely sink when placed in water. This is based on the concept that a higher density object typically sinks in water.",Commonsense,Attribute,53
A pot of water heated to 100 degrees celsius,The pot is boiling.,"Water boils at 100°C at standard atmospheric pressure, so when water reaches this temperature, it will undergo the boiling process. This is a direct result of the physical property of water's boiling point.",Commonsense,Attribute,54
A squirrel hiding a nut,A squirrel is burying a nut into the ground.,Squirrels typically hide nuts by burying them in the ground to store food for later. This action is commonly associated with the act of hiding a nut.,Commonsense,Attribute,55
Newly hatched eggs,Egg shells are cracking open and chickens are walking out.,"When eggs hatch, the shells crack open, and the chicks emerge from within. This is the natural process of new chicks being born.",Commonsense,Attribute,56
Cement mixed with water,"There is a sticky mixture of smooth, wet cement.","When cement is mixed with water, it becomes a wet and sticky substance. This is the characteristic of cement once it is properly hydrated for use.",Commonsense,Attribute,57
A brick hit with a sledgehammer,There is a pile of shattered brick debris.,"When a brick is hit forcefully with a sledgehammer, it will break into pieces, creating debris. This outcome is the natural result of a brick being struck with a heavy tool.",Commonsense,Attribute,58
A pebble in the water,The pebble is submerged in water.,"A pebble, being small and dense, will sink and be submerged when placed in water. This is the typical behavior of a pebble in water.",Commonsense,Attribute,59
A mirror in a room without light,A barely visible room is reflected.,"Without light, the mirror cannot reflect clearly, so the reflection will be dim and faint, making the room appear barely visible.",Commonsense,Attribute,60
A burning matchstick dipped into water,The matchstick is nearly extinguished with a blackened tip.,"Dipping the matchstick into water will reduce its temperature and extinguish the flame, leaving the matchstick's tip blackened from the burn.",Commonsense,Attribute,61
Bats during the day,Bats are hanging upside down and inside a house or a cave.,"Bats are nocturnal animals, so during the day they typically seek shelter in dark, quiet places like caves or buildings, where they hang upside down to rest.",Commonsense,Attribute,62
A punctured party balloon,The balloon is wrinkled and flat.,"When a balloon is punctured, air escapes, causing it to deflate and wrinkle as it loses its shape.",Commonsense,Attribute,63
A butterfly on a rainy day,A butterfly is hiding under a shelter.,"Butterflies are delicate and vulnerable to rain, so they typically seek shelter under leaves, trees, or other coverings to stay dry.",Commonsense,Attribute,64
A budding dandelion,A yellow flower is about to blossom.,"A budding dandelion refers to the early stages of the dandelion flower's growth, which is typically yellow when it blooms.",Commonsense,Attribute,65
Hungry baby birds,Baby birds have their mouths open.,"When baby birds are hungry, they instinctively open their mouths to be fed by their parents.",Commonsense,Attribute,66
A bedroom at night with no electricity,The room is completely dark.,"Without electricity, the room would lack any source of light, causing it to be dark at night.",Commonsense,Attribute,67
A piece of paper in water,The paper is completely wet and soaked.,"When a piece of paper is placed in water, it absorbs the liquid, resulting in it being wet and soaked.",Commonsense,Attribute,68
An oak tree in winter,The tree has bare branches with no leaves.,"In winter, most deciduous trees, including oak trees, shed their leaves, leaving only bare branches.",Commonsense,Attribute,69
An egg dropped on the floor,The egg is broken with yolk and white spilled out.,"When an egg is dropped, it is highly likely to break due to its fragile shell. The impact with the floor causes the egg to crack, spilling its contents, including the yolk and white.",Commonsense,Attribute,70
A penguin sliding on ice,A penguin is sliding on its belly.,"Penguins are known to slide on their bellies as a means of locomotion on ice, utilizing their body shape and smooth surface to move efficiently on slippery ice.",Commonsense,Attribute,71
A glass of water dropped on the floor,Water and a shattered glass are on the floor.,"When a glass containing water is dropped, the glass is likely to shatter upon impact with the floor. The water will spill out due to gravity and the glass being broken.",Commonsense,Attribute,72
A book left open in the rain,The open book has wet and soaked pages.,"Rainwater will soak the exposed pages of an open book, causing the pages to become wet and potentially damaged, as the rainwater directly contacts the open pages.",Commonsense,Attribute,73
A baby being fed milk from a bottle.,The bottle is tilted so milk fills the nipple entirely.,Bottles must be tilted to avoid air ingestion.  A model might show the bottle upright.,Commonsense,Attribute,74
A person applying sunscreen at the beach.,"The sunscreen bottle is in their hand, and their skin appears slightly greasy.",Sunscreen leaves a glossy residue.  A model might render skin unnaturally matte.,Commonsense,Attribute,75
A dog cooling down.,"Dog panting with tongue out, possibly lying in shade.",Panting is a dog’s primary cooling method. A closed mouth would fail to reflect this behavior.,Commonsense,Attribute,76
Heating soup in a microwave.,"Microwave-safe container (e.g., glass/ceramic), no metal.",Metal causes sparks. Including a metal bowl would show ignorance of microwave safety rules.,Commonsense,Attribute,77
A cat drinking water.,The cat laps water with its tongue curled backward.,"If the model shows the cat sipping water like a human (e.g., upright posture with closed mouth), it fails to infer feline drinking behavior.",Commonsense,Attribute,78
A lit candle in a windy outdoor scene.,The flame bends sideways or extinguishes.,A steady upright flame would contradict airflow effects on fire.,Commonsense,Attribute,79
A used eraser on a desk.,The eraser has worn edges and eraser shavings nearby.,"An incorrect image might depict a pristine eraser, missing the inference of 'used.'",Commonsense,Attribute,80
A wet umbrella drying indoors.,"The umbrella is open and upside-down, possibly with water droplets.","A model unfamiliar with drying practices might depict it closed or upright, preventing proper airflow.",Commonsense,Attribute,81
A tea kettle whistling.,"Steam forcefully escaping the spout, with the lid slightly vibrating.",Boiling water creates steam pressure that triggers the whistle.  A static kettle would fail physics-based reasoning.,Commonsense,Attribute,82
A giraffe drinking water.,The giraffe spreads its front legs to reach the ground.,Giraffes must splay legs to drink due to their neck length.  A model might incorrectly show an upright posture.,Commonsense,Attribute,83
A dog on a hot summer day.,The dog is panting with its tongue out.,A model unaware of thermoregulation in dogs might omit this key behavior.,Commonsense,Attribute,84
A peeled boiled egg on a plate.,"The egg white is fully solid and smooth, with shell fragments nearby.",Raw egg whites are liquid.  The model must infer boiling changes the egg’s physical state.,Commonsense,Attribute,85
A candle burning inside a sealed glass jar.,The flame is extinguished (no oxygen left).,"A model unaware of fire’s dependence on oxygen might depict a lit flame, violating basic physics.",Commonsense,Attribute,86
A person cutting onions in the kitchen.,Tears in the person’s eyes.,Cutting onions releases irritants that cause tearing.  A model lacking this knowledge may omit tears.,Commonsense,Attribute,87
A helium balloon released indoors.,The balloon floats near the ceiling.,A model lacking knowledge of helium’s buoyancy might show the balloon resting on the floor or mid-air without upward drift.,Commonsense,Attribute,88
red blood cells due to water gain in a hypotonic solution.,"The model should generate an image of red blood cells that appear swollen and spherical, some may be bursting, due to water gain","In a hypotonic solution, water enters the red blood cells due to osmosis, causing them to swell. The excessive water intake can lead to the cells bursting, which explains their swollen and spherical appearance.",Commonsense,Attribute,89
A lake with a high concentration of algae.,"The image generated must show a lake. The water should appear green, brown, red, or another unusual color, indicating a high concentration of algae. The bloom may cover a significant portion of the water's surface.","Algae blooms often cause water to change color, typically to green, brown, or red, due to the pigments in the algae. A high concentration of algae can cover large portions of the water's surface, which is why the lake appears discolored and the bloom is widespread.",Commonsense,Attribute,90
A leaf with fungal infection on the surface.,"The image should show a leaf with distinct black or yellow mold spots, indicating fungal infection on the surface.","Fungal infections on plants often manifest as distinct spots or patches on the surface of the leaf. These spots are typically black or yellow in color, as the fungus grows and spreads, affecting the leaf's appearance.",Commonsense,Attribute,91
A rice field exhibiting symptoms of phosphorus deficiency,"The model should generate an image of a rice field with stunted growth, dark green leaves (sometimes with a reddish or purplish tinge), and reduced tillering (number of stems per plant). The overall field should appear unproductive and unhealthy.","Phosphorus deficiency in rice plants leads to stunted growth and dark green leaves, often with reddish or purplish hues due to impaired energy and nutrient processing. Reduced tillering is also a common symptom, making the field look unproductive and unhealthy.",Commonsense,Attribute,92
A microwave oven running with a metal fork inside.,Visible sparks or electrical arcs inside the microwave.,Metal objects in microwaves cause sparks.  An incorrect image would show the fork undamaged or no sparks.,Commonsense,Attribute,93
Freshly mopped tiled floor.,Tiles show uneven wet patches and directional streak marks.,Models without household chore awareness might render uniformly glossy tiles or unrealistic water distribution.,Commonsense,Attribute,94
An elephant lying down to rest.,"The elephant lies on its *stomach*, not its side (which they can’t sustain long).",Incorrect depictions of side-lying elephants reveal anatomical ignorance.,Commonsense,Attribute,95
A mother kangaroo with her baby.,The baby (joey) is visibly inside the mother's pouch.,"If the joey is shown outside the pouch, the model fails to infer that kangaroos carry young in pouches for months.",Commonsense,Attribute,96
A cork floating in water.,The cork rests on the water’s surface.,"Models unaware of cork’s buoyancy might show it fully submerged, violating density principles.",Commonsense,Attribute,97
A person blowing on a spoonful of hot soup.,The soup’s surface ripples from the airflow.,"Models missing the causal link between breath and liquid movement might show static soup, failing to infer action-consequence.",Commonsense,Attribute,98
A bat hunting insects.,Nighttime environment with moon/stars.,Bats are nocturnal.  A daytime scene would contradict biological behavior.,Commonsense,Attribute,99
A deflated balloon next to an inflated one.,One balloon is wrinkled/shriveled;  the other is smooth and round.,Models might incorrectly show both balloons fully inflated or deflated.,Commonsense,Attribute,100
A sidewalk chalk drawing after a brief rain shower.,Blurred or washed-out colors.,"After a rain shower, the chalk drawing would absorb moisture from the rain, causing the colors to blend or become less defined. This results in the colors appearing blurry or faded, which is why the Reference Caption outcome is blurred or washed-out colors.",Commonsense,Attribute,101
